TIMESTAMP,LAIKA31845_OPEN_PRICE_USD,LAIKA31845_HIGH_PRICE_USD,LAIKA31845_LOW_PRICE_USD,LAIKA31845_CLOSE_PRICE_USD,LAIKA31845_VOLUME_USD,LAIKA31845_DIVIDENDS_USD,LAIKA31845_STOCK_SPLITS_USD
2024-06-19 00:00:00+00:00,9.500000305706635e-05,0.00013299999409355223,9.100000170292333e-05,0.0001320000010309741,9454003,0.0,0.0
2024-06-20 00:00:00+00:00,0.0001320000010309741,0.0001320000010309741,0.00010299999848939478,0.00011700000322889537,7308575,0.0,0.0
2024-06-21 00:00:00+00:00,0.00011700000322889537,0.00011899999663000926,9.999999747378752e-05,0.00010299999848939478,5704462,0.0,0.0
2024-06-22 00:00:00+00:00,0.00010299999848939478,0.00012599999899975955,0.00010199999815085903,0.00012199999764561653,5825997,0.0,0.0
2024-06-23 00:00:00+00:00,0.00012199999764561653,0.00012199999764561653,0.00011300000187475234,0.00011300000187475234,5592982,0.0,0.0
2024-06-24 00:00:00+00:00,0.00011300000187475234,0.0001140000022132881,9.7999996796716e-05,9.999999747378752e-05,6025722,0.0,0.0
2024-06-25 00:00:00+00:00,9.999999747378752e-05,0.00011200000153621659,9.999999747378752e-05,0.00010099999781232327,6000870,0.0,0.0
2024-06-26 00:00:00+00:00,0.00010099999781232327,0.00010299999848939478,9.000000136438757e-05,9.000000136438757e-05,2717571,0.0,0.0
2024-06-27 00:00:00+00:00,9.000000136438757e-05,9.200000204145908e-05,8.299999899463728e-05,8.299999899463728e-05,1389370,0.0,0.0
2024-06-28 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,7.79999973019585e-05,7.79999973019585e-05,1254712,0.0,0.0
2024-06-29 00:00:00+00:00,7.79999973019585e-05,7.999999797903001e-05,6.70000008540228e-05,6.900000153109431e-05,1214442,0.0,0.0
2024-06-30 00:00:00+00:00,6.900000153109431e-05,7.100000220816582e-05,6.600000051548705e-05,6.70000008540228e-05,1245121,0.0,0.0
2024-07-01 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,5.999999848427251e-05,6.800000119255856e-05,1414018,0.0,0.0
2024-07-02 00:00:00+00:00,6.800000119255856e-05,0.00012199999764561653,6.70000008540228e-05,0.00011300000187475234,4158537,0.0,0.0
2024-07-03 00:00:00+00:00,0.00011300000187475234,0.00011500000255182385,6.900000153109431e-05,7.100000220816582e-05,4110676,0.0,0.0
2024-07-04 00:00:00+00:00,7.100000220816582e-05,7.699999696342275e-05,6.500000017695129e-05,7.000000186963007e-05,4328102,0.0,0.0
2024-07-05 00:00:00+00:00,7.000000186963007e-05,7.500000356230885e-05,6.800000119255856e-05,7.300000288523734e-05,3837720,0.0,0.0
2024-07-06 00:00:00+00:00,7.300000288523734e-05,9.40000027185306e-05,7.200000254670158e-05,8.299999899463728e-05,4442635,0.0,0.0
2024-07-07 00:00:00+00:00,8.299999899463728e-05,8.70000003487803e-05,7.999999797903001e-05,8.099999831756577e-05,4056791,0.0,0.0
2024-07-08 00:00:00+00:00,8.099999831756577e-05,8.399999933317304e-05,7.899999764049426e-05,8.099999831756577e-05,4130374,0.0,0.0
2024-07-09 00:00:00+00:00,8.099999831756577e-05,8.199999865610152e-05,7.999999797903001e-05,8.099999831756577e-05,3951485,0.0,0.0
2024-07-10 00:00:00+00:00,8.099999831756577e-05,8.199999865610152e-05,7.999999797903001e-05,8.099999831756577e-05,4003042,0.0,0.0
2024-07-11 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.79999973019585e-05,7.899999764049426e-05,3895310,0.0,0.0
2024-07-12 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,7.200000254670158e-05,7.300000288523734e-05,3116194,0.0,0.0
2024-07-13 00:00:00+00:00,7.300000288523734e-05,7.500000356230885e-05,7.200000254670158e-05,7.500000356230885e-05,1761270,0.0,0.0
2024-07-14 00:00:00+00:00,7.500000356230885e-05,7.699999696342275e-05,7.500000356230885e-05,7.599999662488699e-05,1797053,0.0,0.0
2024-07-15 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,7.200000254670158e-05,7.300000288523734e-05,1840420,0.0,0.0
2024-07-16 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.600000051548705e-05,6.70000008540228e-05,1666711,0.0,0.0
2024-07-17 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.199999916134402e-05,6.199999916134402e-05,911818,0.0,0.0
2024-07-18 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,5.999999848427251e-05,6.0999998822808266e-05,1356032,0.0,0.0
2024-07-19 00:00:00+00:00,6.0999998822808266e-05,7.000000186963007e-05,5.999999848427251e-05,6.600000051548705e-05,1581078,0.0,0.0
2024-07-20 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.0999998822808266e-05,6.299999949987978e-05,1461476,0.0,0.0
2024-07-21 00:00:00+00:00,6.299999949987978e-05,6.900000153109431e-05,6.299999949987978e-05,6.800000119255856e-05,1471418,0.0,0.0
2024-07-22 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.399999983841553e-05,6.500000017695129e-05,1452315,0.0,0.0
2024-07-23 00:00:00+00:00,6.500000017695129e-05,6.70000008540228e-05,6.299999949987978e-05,6.299999949987978e-05,1426829,0.0,0.0
2024-07-24 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,5.999999848427251e-05,5.999999848427251e-05,1446215,0.0,0.0
2024-07-25 00:00:00+00:00,5.999999848427251e-05,6.399999983841553e-05,5.700000110664405e-05,6.399999983841553e-05,1366906,0.0,0.0
2024-07-26 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,5.999999848427251e-05,6.199999916134402e-05,1675637,0.0,0.0
2024-07-27 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.8000001445179805e-05,5.900000178371556e-05,1898858,0.0,0.0
2024-07-28 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.700000110664405e-05,5.8000001445179805e-05,1791627,0.0,0.0
2024-07-29 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.400000009103678e-05,5.400000009103678e-05,1729003,0.0,0.0
2024-07-30 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.199999941396527e-05,5.199999941396527e-05,1126715,0.0,0.0
2024-07-31 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.999999873689376e-05,4.999999873689376e-05,380450,0.0,0.0
2024-08-01 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.5000000682193786e-05,4.8999998398358e-05,531264,0.0,0.0
2024-08-02 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.199999966658652e-05,4.199999966658652e-05,495867,0.0,0.0
2024-08-03 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.9999998989515007e-05,3.9999998989515007e-05,506362,0.0,0.0
2024-08-04 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7000001611886546e-05,3.899999865097925e-05,514466,0.0,0.0
2024-08-05 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.099999958067201e-05,3.5000000934815034e-05,640384,0.0,0.0
2024-08-06 00:00:00+00:00,3.5000000934815034e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.7999998312443495e-05,724288,0.0,0.0
2024-08-07 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7999998312443495e-05,624898,0.0,0.0
2024-08-08 00:00:00+00:00,3.7999998312443495e-05,4.099999932805076e-05,3.7000001611886546e-05,4.099999932805076e-05,543045,0.0,0.0
2024-08-09 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7999998312443495e-05,3.9999998989515007e-05,625409,0.0,0.0
2024-08-10 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.899999865097925e-05,3.9999998989515007e-05,574910,0.0,0.0
2024-08-11 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.600000127335079e-05,3.600000127335079e-05,554690,0.0,0.0
2024-08-12 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.600000127335079e-05,3.7999998312443495e-05,673235,0.0,0.0
2024-08-13 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.600000127335079e-05,3.600000127335079e-05,638933,0.0,0.0
2024-08-14 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.099999958067201e-05,629496,0.0,0.0
2024-08-15 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9999999242136255e-05,3.099999958067201e-05,640594,0.0,0.0
2024-08-16 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,582362,0.0,0.0
2024-08-17 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,670257,0.0,0.0
2024-08-18 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,641725,0.0,0.0
2024-08-19 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.9000000722589903e-05,3.099999958067201e-05,662299,0.0,0.0
2024-08-20 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,519036,0.0,0.0
2024-08-21 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.700000004551839e-05,2.700000004551839e-05,667052,0.0,0.0
