TIMESTAMP,LUSD19714_OPEN_PRICE_USD,LUSD19714_HIGH_PRICE_USD,LUSD19714_LOW_PRICE_USD,LUSD19714_CLOSE_PRICE_USD,LUSD19714_VOLUME_USD,LUSD19714_DIVIDENDS_USD,LUSD19714_STOCK_SPLITS_USD
2022-04-23 00:00:00+00:00,0.9511439800262451,0.9633790254592896,0.9454429745674133,0.9509649872779846,58325,0.0,0.0
2022-04-24 00:00:00+00:00,0.9509159922599792,0.9540489912033081,0.9368259906768799,0.9421380162239075,25385,0.0,0.0
2022-04-25 00:00:00+00:00,0.9421200156211853,0.9448369741439819,0.931863009929657,0.9369180202484131,17945,0.0,0.0
2022-04-26 00:00:00+00:00,0.9368950128555298,0.9393150210380554,0.9117599725723267,0.9186829924583435,19727,0.0,0.0
2022-04-27 00:00:00+00:00,0.9187319874763489,0.9491549730300903,0.9185670018196106,0.9406020045280457,29004,0.0,0.0
2022-04-28 00:00:00+00:00,0.9405980110168457,0.9543889760971069,0.920993983745575,0.926023006439209,118367,0.0,0.0
2022-04-29 00:00:00+00:00,0.9259999990463257,0.9324849843978882,0.9228240251541138,0.9241769909858704,97782,0.0,0.0
2022-04-30 00:00:00+00:00,0.9241849780082703,0.92917799949646,0.921654999256134,0.9224799871444702,1231,0.0,0.0
2022-05-01 00:00:00+00:00,0.9224879741668701,0.9242299795150757,0.8933389782905579,0.9143610000610352,20000,0.0,0.0
2022-05-02 00:00:00+00:00,0.9143459796905518,0.9324219822883606,0.9096599817276001,0.9246749877929688,28509,0.0,0.0
2022-05-03 00:00:00+00:00,0.9246709942817688,0.9507790207862854,0.9172790050506592,0.9402329921722412,29064,0.0,0.0
2022-05-04 00:00:00+00:00,0.9402419924736023,0.9678549766540527,0.9270210266113281,0.9574059844017029,32492,0.0,0.0
2022-05-05 00:00:00+00:00,0.9573900103569031,1.004714012145996,0.8417230248451233,0.9763169884681702,285284,0.0,0.0
2022-05-06 00:00:00+00:00,0.9763450026512146,0.9846230149269104,0.9701219797134399,0.9737570285797119,275867,0.0,0.0
2022-05-07 00:00:00+00:00,0.9737499952316284,0.9747290015220642,0.9381710290908813,0.944329023361206,15679,0.0,0.0
2022-05-08 00:00:00+00:00,0.9443389773368835,0.9605169892311096,0.943166971206665,0.9591400027275085,30366,0.0,0.0
