TIMESTAMP,TAKI_OPEN_PRICE_USD,TAKI_HIGH_PRICE_USD,TAKI_LOW_PRICE_USD,TAKI_CLOSE_PRICE_USD,TAKI_VOLUME_USD,TAKI_DIVIDENDS_USD,TAKI_STOCK_SPLITS_USD
2022-04-29 00:00:00+00:00,0.11564400047063828,0.12120100110769272,0.07548599690198898,0.08187799900770187,18147869,0.0,0.0
2022-04-30 00:00:00+00:00,0.0818760022521019,0.09876400232315063,0.07172100245952606,0.07245899736881256,9205617,0.0,0.0
2022-05-01 00:00:00+00:00,0.07240000367164612,0.07374200224876404,0.056363001465797424,0.05818000063300133,5578963,0.0,0.0
2022-05-02 00:00:00+00:00,0.058097999542951584,0.08961500227451324,0.058097999542951584,0.08133699744939804,7456843,0.0,0.0
2022-05-03 00:00:00+00:00,0.0811849981546402,0.09873300045728683,0.07257600128650665,0.08427800238132477,6474352,0.0,0.0
2022-05-04 00:00:00+00:00,0.08404900133609772,0.09213700145483017,0.07561100274324417,0.07659099996089935,4482168,0.0,0.0
2022-05-05 00:00:00+00:00,0.07694400101900101,0.07694400101900101,0.058556001633405685,0.06130300089716911,4260490,0.0,0.0
2022-05-06 00:00:00+00:00,0.06131799891591072,0.06900899857282639,0.05940600112080574,0.06300699710845947,3090894,0.0,0.0
2022-05-07 00:00:00+00:00,0.0629810020327568,0.0629810020327568,0.05713900178670883,0.058111999183893204,2505029,0.0,0.0
2022-05-08 00:00:00+00:00,0.058111999183893204,0.0581509992480278,0.051148999482393265,0.051183998584747314,2596966,0.0,0.0
2022-05-09 00:00:00+00:00,0.05118799954652786,0.05247899889945984,0.04223199933767319,0.0426580011844635,2510347,0.0,0.0
2022-05-10 00:00:00+00:00,0.04264200106263161,0.04594799876213074,0.04034600034356117,0.040828000754117966,2652060,0.0,0.0
2022-05-11 00:00:00+00:00,0.04090400040149689,0.043483998626470566,0.023341000080108643,0.02609499916434288,2686383,0.0,0.0
2022-05-12 00:00:00+00:00,0.026100000366568565,0.02652899920940399,0.018067000433802605,0.021872999146580696,1632540,0.0,0.0
