TIMESTAMP,SURF21199_OPEN_PRICE_USD,SURF21199_HIGH_PRICE_USD,SURF21199_LOW_PRICE_USD,SURF21199_CLOSE_PRICE_USD,SURF21199_VOLUME_USD,SURF21199_DIVIDENDS_USD,SURF21199_STOCK_SPLITS_USD
2022-08-08 00:00:00+00:00,7.931262969970703,7.931262969970703,3.3704750537872314,3.625282049179077,2435,0.0,0.0
2022-08-09 00:00:00+00:00,3.6253631114959717,5.814457893371582,2.770904064178467,3.4458019733428955,3760,0.0,0.0
2022-08-10 00:00:00+00:00,3.445707082748413,4.1848931312561035,2.7338290214538574,4.1848931312561035,4108,0.0,0.0
2022-08-11 00:00:00+00:00,4.184909820556641,5.168679237365723,4.031898021697998,4.928011894226074,4560,0.0,0.0
2022-08-12 00:00:00+00:00,4.927888870239258,4.928297996520996,2.7561519145965576,2.9814870357513428,2304,0.0,0.0
2022-08-13 00:00:00+00:00,2.9815781116485596,6.070343971252441,2.876194953918457,5.845727920532227,4522,0.0,0.0
2022-08-14 00:00:00+00:00,5.845660209655762,5.964693069458008,4.200082778930664,5.840240001678467,2616,0.0,0.0
2022-08-15 00:00:00+00:00,5.840167999267578,6.290097236633301,4.261406898498535,6.062736988067627,2219,0.0,0.0
2022-08-16 00:00:00+00:00,6.062722206115723,6.0637030601501465,4.644478797912598,5.42356014251709,1485,0.0,0.0
2022-08-17 00:00:00+00:00,5.42356014251709,5.584134101867676,4.830957889556885,5.056804180145264,1907,0.0,0.0
2022-08-18 00:00:00+00:00,5.056877136230469,5.057926177978516,4.0542521476745605,4.059402942657471,738,0.0,0.0
2022-08-19 00:00:00+00:00,4.059382915496826,5.266427993774414,4.059325218200684,5.266119956970215,2974,0.0,0.0
2022-08-20 00:00:00+00:00,5.266104221343994,5.300779819488525,4.641703128814697,4.985711097717285,546,0.0,0.0
2022-08-21 00:00:00+00:00,4.985708236694336,4.985994815826416,2.013706922531128,4.101298809051514,3742,0.0,0.0
2022-08-22 00:00:00+00:00,4.1013360023498535,4.176246166229248,3.028311014175415,3.6033260822296143,2515,0.0,0.0
2022-08-23 00:00:00+00:00,3.6033060550689697,4.438675880432129,3.6022870540618896,4.438144207000732,2233,0.0,0.0
2022-08-24 00:00:00+00:00,4.438142776489258,4.438294887542725,2.8908050060272217,2.891869068145752,430,0.0,0.0
2022-08-25 00:00:00+00:00,2.8919119834899902,3.7027089595794678,2.882636070251465,3.6714529991149902,2003,0.0,0.0
2022-08-26 00:00:00+00:00,3.6713669300079346,4.292723178863525,3.007462978363037,4.292625904083252,2083,0.0,0.0
