TIMESTAMP,AIA_OPEN_PRICE_USD,AIA_HIGH_PRICE_USD,AIA_LOW_PRICE_USD,AIA_CLOSE_PRICE_USD,AIA_VOLUME_USD,AIA_DIVIDENDS_USD,AIA_STOCK_SPLITS_USD
2023-05-22 00:00:00+00:00,,,,0.0,320982,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,86571,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,126483,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,111151,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,77794,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,69072,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,134398,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,242676,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,283293,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,62900,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,136486,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,91081,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,26383,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,21692,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,124388,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,18428,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,51383,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,11755,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,25093,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,13058,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,14842,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,24705,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,21480,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,29891,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,29037,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,44141,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,76307,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,35155,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,34824,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,16221,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,27567,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,64766,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,48362,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,35033,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,101916,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,246625,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,40918,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,32137,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,76444,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,41880,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,6704,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,11827,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,12654,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,21342,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,14456,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,15558,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,29456,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,17833,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,21006,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,44240,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,25121,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,17305,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,124049,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,21723,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,19511,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,67361,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,29055,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,28985,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,11558,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,7499,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,9825,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,7464,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,14142,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,20639,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,4622,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,3771,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,10515,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,3928,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,4247,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,5474,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,4372,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,9326,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,14880,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,12296,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,7325,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,5113,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,8406,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,6333,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,25760,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,78341,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,59266,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,8172,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,9060,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,22274,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,24841,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,28122,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,7046,0.0,0.0
