TIMESTAMP,KITEAI_OPEN_PRICE_USD,KITEAI_HIGH_PRICE_USD,KITEAI_LOW_PRICE_USD,KITEAI_CLOSE_PRICE_USD,KITEAI_VOLUME_USD,KITEAI_DIVIDENDS_USD,KITEAI_STOCK_SPLITS_USD
2024-11-05 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,9.000000318337698e-06,199293,0.0,0.0
2024-11-06 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,6.000000212225132e-06,7.999999979801942e-06,232998,0.0,0.0
2024-11-07 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,116160,0.0,0.0
2024-11-08 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,382107,0.0,0.0
2024-11-09 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,139421,0.0,0.0
2024-11-10 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,136773,0.0,0.0
2024-11-11 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,144937,0.0,0.0
2024-11-12 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,263361,0.0,0.0
2024-11-13 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,435298,0.0,0.0
2024-11-14 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,257383,0.0,0.0
2024-11-15 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,241575,0.0,0.0
2024-11-16 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,367425,0.0,0.0
2024-11-17 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,208982,0.0,0.0
2024-11-18 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,230715,0.0,0.0
2024-11-19 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,209836,0.0,0.0
2024-11-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,215026,0.0,0.0
2024-11-21 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,218607,0.0,0.0
2024-11-22 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,209149,0.0,0.0
2024-11-23 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,193057,0.0,0.0
2024-11-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,187769,0.0,0.0
2024-11-25 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,236347,0.0,0.0
2024-11-26 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,184057,0.0,0.0
2024-11-27 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,185551,0.0,0.0
2024-11-28 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,195641,0.0,0.0
2024-11-29 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,4.999999873689376e-06,403297,0.0,0.0
2024-11-30 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,385353,0.0,0.0
2024-12-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,324928,0.0,0.0
2024-12-02 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,236728,0.0,0.0
2024-12-03 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,198775,0.0,0.0
2024-12-04 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,202786,0.0,0.0
2024-12-05 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,236155,0.0,0.0
2024-12-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,306959,0.0,0.0
2024-12-07 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,302422,0.0,0.0
2024-12-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,430566,0.0,0.0
2024-12-09 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,286545,0.0,0.0
2024-12-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,252400,0.0,0.0
2024-12-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,226396,0.0,0.0
2024-12-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,277098,0.0,0.0
2024-12-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,230485,0.0,0.0
2024-12-14 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,268648,0.0,0.0
2024-12-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,230863,0.0,0.0
2024-12-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,252219,0.0,0.0
2024-12-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,205593,0.0,0.0
2024-12-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,188146,0.0,0.0
2024-12-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,187851,0.0,0.0
2024-12-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,177896,0.0,0.0
2024-12-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,592935,0.0,0.0
2024-12-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,161523,0.0,0.0
2024-12-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,167108,0.0,0.0
2024-12-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,153376,0.0,0.0
2024-12-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,205435,0.0,0.0
2024-12-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,183422,0.0,0.0
2024-12-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,188819,0.0,0.0
2024-12-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,183788,0.0,0.0
2024-12-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,156853,0.0,0.0
2024-12-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,147529,0.0,0.0
2024-12-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,166641,0.0,0.0
2025-01-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,289059,0.0,0.0
2025-01-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,477682,0.0,0.0
2025-01-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,599447,0.0,0.0
2025-01-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,420843,0.0,0.0
2025-01-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,417001,0.0,0.0
2025-01-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,401491,0.0,0.0
2025-01-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,389408,0.0,0.0
2025-01-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,416289,0.0,0.0
2025-01-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,340442,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,586662,0.0,0.0
2025-01-11 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,333859,0.0,0.0
2025-01-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,342071,0.0,0.0
2025-01-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,387309,0.0,0.0
2025-01-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,364511,0.0,0.0
2025-01-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,294643,0.0,0.0
2025-01-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,203225,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,175697,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,167262,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,169417,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,168102,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,164543,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,174918,0.0,0.0
2025-01-23 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,712687,0.0,0.0
2025-01-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,458385,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,204705,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,198565,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,198926,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,175015,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,169638,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,169591,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,163078,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,206430,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,178762,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,172436,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,165935,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,188856,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,201782,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,265922,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,281040,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,403651,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,374940,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,369329,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,360336,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,350949,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,317817,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,282316,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,478505,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,953683,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1592082,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,2123427,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,3615752,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1030270,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,28257700,0.0,0.0
2025-02-23 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,94331769,0.0,0.0
2025-02-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23476098,0.0,0.0
2025-02-25 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,9009189,0.0,0.0
2025-02-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4504828,0.0,0.0
2025-02-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2623607,0.0,0.0
2025-02-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2496781,0.0,0.0
2025-03-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2525359,0.0,0.0
2025-03-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2518229,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1570033,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,1163765,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,1069030,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,1143399,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,1264353,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,1445584,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,1037686,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,781873,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,194784,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,209149,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,180414,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,176836,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,169510,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,165400,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,176009,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,177697,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,169801,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,171755,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,172193,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,169845,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,169058,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,165641,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,168946,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,168951,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,167258,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,162217,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,173129,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,167236,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,165368,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,165540,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,169339,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,173818,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,188602,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,170523,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,169620,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,171955,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,185360,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,202519,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,191820,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,202466,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,224642,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,222259,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,219859,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,177769,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,223169,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,232583,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,236267,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,247268,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,234004,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,252154,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,255669,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,194842,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,189736,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,186524,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,192326,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,185859,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,187094,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,179022,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,181658,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,185633,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,195991,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,188873,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,180199,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,180074,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,183041,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,186953,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,191378,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,181548,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,180786,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,181314,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,205665,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,191947,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,189290,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,189080,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,190871,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,188084,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,189906,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,189584,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,194695,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,190598,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,192361,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,227200,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,251793,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,264705,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,241330,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,247327,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,252468,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,259835,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,261282,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,257370,0.0,0.0
2025-06-01 00:00:00+00:00,2.178734206381705e-07,2.2027509771760378e-07,2.0062148564647941e-07,2.054212018265389e-07,264598,0.0,0.0
