TIMESTAMP,DOGGO33353_OPEN_PRICE_USD,DOGGO33353_HIGH_PRICE_USD,DOGGO33353_LOW_PRICE_USD,DOGGO33353_CLOSE_PRICE_USD,DOGGO33353_VOLUME_USD,DOGGO33353_DIVIDENDS_USD,DOGGO33353_STOCK_SPLITS_USD
2024-10-08 00:00:00+00:00,,,,0.0,870634,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,416349,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,384067,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,325501,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,366751,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,379842,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,389616,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,271911,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,350251,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,216758,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,337822,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,189125,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,100483,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,217405,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,121170,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,295040,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,99956,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,102611,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,115071,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,83146,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,86819,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,310986,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,131553,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,62413,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,82409,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,51483,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,132218,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,68059,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,101608,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,136826,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,130306,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,464968,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,241155,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,134724,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,245386,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,114259,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,216317,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,188689,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,86776,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,208774,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,212762,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,148591,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,136788,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,39429,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,96055,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,105072,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,41658,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,73476,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,90537,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,42844,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,29187,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,44094,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,24799,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,56084,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,20876,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,53767,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,93425,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,59156,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,66811,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,36824,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,39581,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,17867,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8637,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,8708,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,72714,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,36439,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,21500,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,19840,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,37603,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,23629,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,13377,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,11305,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,7391,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,14613,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,4701,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,25071,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,10618,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,7913,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,4911,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,12672,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,4992,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2947,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,4518,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,5398,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,18412,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1929,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1673,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,11676,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,25052,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,51744,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,12379,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,6480,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,8258,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,2187,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,2151,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,6178,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,3693,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1772,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2988,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,12541,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,1448,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,3212,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,6429,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,3829,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,5403,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,651,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1012,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,4297,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,6342,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,10890,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,3787,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,1048,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,3342,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1709,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,3728,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,912,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,386,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,1193,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,4132,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,727,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,343,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,2085,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,2694,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1266,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,2210,0.0,0.0
