TIMESTAMP,BOYSCLUB30914_OPEN_PRICE_USD,BOYSCLUB30914_HIGH_PRICE_USD,BOYSCLUB30914_LOW_PRICE_USD,BOYSCLUB30914_CLOSE_PRICE_USD,BOYSCLUB30914_VOLUME_USD,BOYSCLUB30914_DIVIDENDS_USD,BOYSCLUB30914_STOCK_SPLITS_USD
2024-04-25 00:00:00+00:00,0.005375000182539225,0.007530000060796738,0.002002999885007739,0.002724000019952655,606781,0.0,0.0
2024-04-26 00:00:00+00:00,0.002724000019952655,0.005878999829292297,0.0018530000234022737,0.0037620000075548887,279384,0.0,0.0
2024-04-27 00:00:00+00:00,0.003355999942868948,0.004342999774962664,0.0015960000455379486,0.00203399988822639,79366,0.0,0.0
2024-04-28 00:00:00+00:00,0.00203399988822639,0.0027940000873059034,0.0019120000069960952,0.0024019998963922262,52023,0.0,0.0
2024-04-29 00:00:00+00:00,0.0024019998963922262,0.002959999954327941,0.0018100000452250242,0.0019359999569132924,47761,0.0,0.0
2024-04-30 00:00:00+00:00,0.0019359999569132924,0.0025289999321103096,0.001711999997496605,0.001711999997496605,18730,0.0,0.0
2024-05-01 00:00:00+00:00,0.001711999997496605,0.0020800000056624413,0.0015660000499337912,0.0017849999712780118,17802,0.0,0.0
2024-05-02 00:00:00+00:00,0.0017849999712780118,0.002400999888777733,0.0014100000262260437,0.0021800000686198473,47009,0.0,0.0
2024-05-03 00:00:00+00:00,0.002125999890267849,0.002125999890267849,0.0015020000282675028,0.0016749999485909939,15907,0.0,0.0
2024-05-04 00:00:00+00:00,0.0016769999638199806,0.0017519999528303742,0.0011269999668002129,0.0015320000238716602,19186,0.0,0.0
2024-05-05 00:00:00+00:00,0.0015320000238716602,0.0015320000238716602,0.0009490000084042549,0.0011099999537691474,12410,0.0,0.0
2024-05-06 00:00:00+00:00,0.0011099999537691474,0.0013689999468624592,0.0011030000168830156,0.0011030000168830156,4774,0.0,0.0
2024-05-07 00:00:00+00:00,0.0011030000168830156,0.001104000024497509,0.000805000017862767,0.0008239999879151583,9993,0.0,0.0
