TIMESTAMP,GOBI34488_OPEN_PRICE_USD,GOBI34488_HIGH_PRICE_USD,GOBI34488_LOW_PRICE_USD,GOBI34488_CLOSE_PRICE_USD,GOBI34488_VOLUME_USD,GOBI34488_DIVIDENDS_USD,GOBI34488_STOCK_SPLITS_USD
2025-03-13 00:00:00+00:00,0.00012199999764561653,0.00012199999764561653,0.00011000000085914508,0.00011300000187475234,1963,0.0,0.0
2025-03-14 00:00:00+00:00,0.00011300000187475234,0.00011800000356743112,0.00011200000153621659,0.00011600000289035961,778,0.0,0.0
2025-03-15 00:00:00+00:00,0.00011600000289035961,0.0001250000059371814,0.00011600000289035961,0.00012399999832268804,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.00012399999832268804,0.00013000000035390258,0.0001140000022132881,0.0001140000022132881,1998,0.0,0.0
2025-03-17 00:00:00+00:00,0.0001140000022132881,0.00011800000356743112,0.00011200000153621659,0.00011500000255182385,1068,0.0,0.0
2025-03-18 00:00:00+00:00,0.00011500000255182385,0.00011500000255182385,9.40000027185306e-05,9.7999996796716e-05,2649,0.0,0.0
2025-03-19 00:00:00+00:00,9.7999996796716e-05,0.0001049999991664663,9.500000305706635e-05,0.0001049999991664663,1493,0.0,0.0
2025-03-20 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,9.999999747378752e-05,9.999999747378752e-05,9.699999645818025e-05,9.899999713525176e-05,245,0.0,0.0
2025-03-22 00:00:00+00:00,9.899999713525176e-05,0.00010299999848939478,9.899999713525176e-05,0.00010199999815085903,0,0.0,0.0
2025-03-23 00:00:00+00:00,0.00010199999815085903,0.0001049999991664663,0.00010199999815085903,0.0001049999991664663,241,0.0,0.0
2025-03-24 00:00:00+00:00,0.0001049999991664663,0.0001140000022132881,0.0001049999991664663,0.00010599999950500205,924,0.0,0.0
2025-03-25 00:00:00+00:00,0.00010599999950500205,0.00010699999984353781,0.00010199999815085903,0.00010299999848939478,0,0.0,0.0
2025-03-26 00:00:00+00:00,0.00010299999848939478,0.00010399999882793054,9.7999996796716e-05,9.7999996796716e-05,237,0.0,0.0
2025-03-27 00:00:00+00:00,9.7999996796716e-05,9.999999747378752e-05,9.500000305706635e-05,9.699999645818025e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,9.100000170292333e-05,9.100000170292333e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,9.100000170292333e-05,9.200000204145908e-05,8.600000001024455e-05,8.70000003487803e-05,438,0.0,0.0
2025-03-30 00:00:00+00:00,8.70000003487803e-05,8.900000102585182e-05,8.70000003487803e-05,8.70000003487803e-05,632,0.0,0.0
2025-03-31 00:00:00+00:00,8.70000003487803e-05,8.800000068731606e-05,8.199999865610152e-05,8.299999899463728e-05,972,0.0,0.0
2025-04-01 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.899999764049426e-05,8.099999831756577e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,8.099999831756577e-05,8.800000068731606e-05,7.79999973019585e-05,7.79999973019585e-05,801,0.0,0.0
