TIMESTAMP,POODL_OPEN_PRICE_USD,POODL_HIGH_PRICE_USD,POODL_LOW_PRICE_USD,POODL_CLOSE_PRICE_USD,POODL_VOLUME_USD,POODL_DIVIDENDS_USD,POODL_STOCK_SPLITS_USD
2021-03-16 00:00:00+00:00,,,,0.0,4014210,0.0,0.0
2021-03-17 00:00:00+00:00,,,,0.0,6363575,0.0,0.0
2021-03-18 00:00:00+00:00,,,,0.0,2005604,0.0,0.0
2021-03-19 00:00:00+00:00,,,,0.0,817671,0.0,0.0
2021-03-20 00:00:00+00:00,,,,0.0,807421,0.0,0.0
2021-03-21 00:00:00+00:00,,,,0.0,1697940,0.0,0.0
2021-03-22 00:00:00+00:00,,,,0.0,2082657,0.0,0.0
2021-03-23 00:00:00+00:00,,,,0.0,3609583,0.0,0.0
2021-03-24 00:00:00+00:00,,,,0.0,4458765,0.0,0.0
2021-03-25 00:00:00+00:00,,,,0.0,2637847,0.0,0.0
2021-03-26 00:00:00+00:00,,,,0.0,3037084,0.0,0.0
2021-03-27 00:00:00+00:00,,,,0.0,1488262,0.0,0.0
2021-03-28 00:00:00+00:00,,,,0.0,1085951,0.0,0.0
2021-03-29 00:00:00+00:00,,,,0.0,783379,0.0,0.0
2021-03-30 00:00:00+00:00,,,,0.0,988837,0.0,0.0
2021-03-31 00:00:00+00:00,,,,0.0,677597,0.0,0.0
2021-04-01 00:00:00+00:00,,,,0.0,978926,0.0,0.0
2021-04-02 00:00:00+00:00,,,,0.0,462651,0.0,0.0
2021-04-03 00:00:00+00:00,,,,0.0,432637,0.0,0.0
2021-04-04 00:00:00+00:00,,,,0.0,520214,0.0,0.0
2021-04-05 00:00:00+00:00,,,,0.0,557485,0.0,0.0
2021-04-06 00:00:00+00:00,,,,0.0,1142718,0.0,0.0
2021-04-07 00:00:00+00:00,,,,0.0,1755276,0.0,0.0
2021-04-08 00:00:00+00:00,,,,0.0,629166,0.0,0.0
2021-04-09 00:00:00+00:00,,,,0.0,503457,0.0,0.0
2021-04-10 00:00:00+00:00,,,,0.0,265006,0.0,0.0
2021-04-11 00:00:00+00:00,,,,0.0,281348,0.0,0.0
2021-04-12 00:00:00+00:00,,,,0.0,482799,0.0,0.0
2021-04-13 00:00:00+00:00,,,,0.0,267575,0.0,0.0
2021-04-14 00:00:00+00:00,,,,0.0,529677,0.0,0.0
2021-04-15 00:00:00+00:00,,,,0.0,143939,0.0,0.0
2021-04-16 00:00:00+00:00,,,,0.0,2792840,0.0,0.0
2021-04-17 00:00:00+00:00,,,,0.0,8093391,0.0,0.0
2021-04-18 00:00:00+00:00,,,,0.0,1742756,0.0,0.0
2021-04-19 00:00:00+00:00,,,,0.0,2584031,0.0,0.0
2021-04-20 00:00:00+00:00,,,,0.0,7676154,0.0,0.0
2021-04-21 00:00:00+00:00,,,,0.0,3583143,0.0,0.0
2021-04-22 00:00:00+00:00,,,,0.0,2088151,0.0,0.0
2021-04-23 00:00:00+00:00,,,,0.0,1085472,0.0,0.0
2021-04-24 00:00:00+00:00,,,,0.0,1083938,0.0,0.0
2021-04-25 00:00:00+00:00,,,,0.0,3699252,0.0,0.0
2021-04-26 00:00:00+00:00,,,,0.0,1167250,0.0,0.0
2021-04-27 00:00:00+00:00,,,,0.0,318900,0.0,0.0
2021-04-28 00:00:00+00:00,,,,0.0,244492,0.0,0.0
2021-04-29 00:00:00+00:00,,,,0.0,147423,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,346212,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,392328,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,308947,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,633516,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,644748,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,348154,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,184436,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,204522,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,598015,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,1346075,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,505503,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,319590,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,25486,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,150596,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,105847,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,98752,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,121633,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,116689,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,73303,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,71624,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,68939,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,63206,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,72571,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,104373,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,101746,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,82318,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,51788,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,43851,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,77623,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,72989,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,51380,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,53418,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,39486,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,32197,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,19431,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,26830,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,29891,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,31570,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,31181,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,27459,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,26400,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,38172,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,45950,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,33605,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,49047,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,76591,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,20736,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,21173,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,18324,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,8734,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,15659,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,445540,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,411380,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,380966,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,366539,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,429427,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,425741,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,391498,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,423472,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,472717,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,465482,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,313744,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,213875,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,305993,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,393278,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,448031,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,466337,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,405552,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,415205,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,468115,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,433048,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,422662,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,415536,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,464655,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,511969,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,500969,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,568601,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,455291,0.0,0.0
