TIMESTAMP,AUTO_OPEN_PRICE_USD,AUTO_HIGH_PRICE_USD,AUTO_LOW_PRICE_USD,AUTO_CLOSE_PRICE_USD,AUTO_VOLUME_USD,AUTO_DIVIDENDS_USD,AUTO_STOCK_SPLITS_USD
2021-02-03 00:00:00+00:00,484.31524658203125,572.7381591796875,363.8079833984375,465.9864807128906,2706074,0.0,0.0
2021-02-04 00:00:00+00:00,465.7887268066406,491.2721252441406,409.1355895996094,466.97283935546875,876126,0.0,0.0
2021-02-05 00:00:00+00:00,468.6799011230469,621.2474365234375,459.49432373046875,604.0067749023438,837600,0.0,0.0
2021-02-06 00:00:00+00:00,604.0286254882812,847.3781127929688,549.177734375,795.9015502929688,1528677,0.0,0.0
2021-02-07 00:00:00+00:00,796.0411987304688,859.603759765625,699.4764404296875,856.4871826171875,1250652,0.0,0.0
2021-02-08 00:00:00+00:00,856.5656127929688,1739.86376953125,842.6641845703125,1730.2369384765625,4689794,0.0,0.0
2021-02-09 00:00:00+00:00,1730.815185546875,2625.86376953125,1651.24560546875,2621.62255859375,10482746,0.0,0.0
2021-02-10 00:00:00+00:00,2621.26708984375,4795.27587890625,2621.26708984375,3663.42578125,27443548,0.0,0.0
2021-02-11 00:00:00+00:00,3665.014404296875,3685.88134765625,2795.37841796875,2953.039794921875,10930173,0.0,0.0
2021-02-12 00:00:00+00:00,2953.857177734375,3865.42529296875,2131.05908203125,3838.0732421875,15511516,0.0,0.0
2021-02-13 00:00:00+00:00,3837.861328125,5560.04638671875,3446.173583984375,5292.34716796875,16182971,0.0,0.0
2021-02-14 00:00:00+00:00,5295.95068359375,7252.546875,4754.02978515625,7240.92041015625,24648570,0.0,0.0
2021-02-15 00:00:00+00:00,7235.92236328125,8668.3720703125,5829.8193359375,7232.798828125,28948851,0.0,0.0
2021-02-16 00:00:00+00:00,7233.1787109375,7982.50390625,5746.44970703125,6754.79931640625,22888454,0.0,0.0
2021-02-17 00:00:00+00:00,6739.5615234375,9084.517578125,6230.41845703125,8235.501953125,17375897,0.0,0.0
2021-02-18 00:00:00+00:00,8241.1025390625,8736.1259765625,7737.5625,7912.10498046875,13848200,0.0,0.0
2021-02-19 00:00:00+00:00,7916.9345703125,13532.2529296875,7890.7685546875,13479.7333984375,36898972,0.0,0.0
2021-02-20 00:00:00+00:00,13484.759765625,13484.759765625,7476.8544921875,8417.1181640625,27931778,0.0,0.0
2021-02-21 00:00:00+00:00,8418.2158203125,10859.658203125,8378.2587890625,9465.9208984375,21459774,0.0,0.0
2021-02-22 00:00:00+00:00,9465.2724609375,9467.5400390625,7287.8193359375,8230.8271484375,21750656,0.0,0.0
2021-02-23 00:00:00+00:00,8231.0859375,8233.5185546875,5023.66650390625,6044.7724609375,20212894,0.0,0.0
2021-02-24 00:00:00+00:00,6054.01611328125,7478.353515625,5691.9951171875,6508.779296875,11501658,0.0,0.0
2021-02-25 00:00:00+00:00,6510.001953125,6611.0859375,5136.37060546875,5136.37060546875,7766527,0.0,0.0
2021-02-26 00:00:00+00:00,5131.48876953125,5131.48876953125,4085.426513671875,4490.34375,10415785,0.0,0.0
2021-02-27 00:00:00+00:00,4492.39501953125,4709.1494140625,3666.7109375,3713.765380859375,6996400,0.0,0.0
2021-02-28 00:00:00+00:00,3712.688720703125,3794.7822265625,2796.614013671875,3128.14794921875,7699007,0.0,0.0
2021-03-01 00:00:00+00:00,3128.159912109375,5115.35205078125,3097.76171875,5109.75341796875,14559558,0.0,0.0
2021-03-02 00:00:00+00:00,5110.52978515625,5173.322265625,3793.142822265625,3977.56787109375,7898234,0.0,0.0
2021-03-03 00:00:00+00:00,3978.405517578125,4207.02783203125,3810.442138671875,3810.442138671875,6279943,0.0,0.0
2021-03-04 00:00:00+00:00,3820.2763671875,3888.611083984375,3073.54296875,3137.575439453125,8871999,0.0,0.0
2021-03-05 00:00:00+00:00,3138.147216796875,3362.72216796875,2873.0908203125,3291.14501953125,6709686,0.0,0.0
2021-03-06 00:00:00+00:00,3292.425537109375,3320.98583984375,2441.7060546875,2727.356689453125,10137180,0.0,0.0
2021-03-07 00:00:00+00:00,2725.60498046875,2797.45166015625,2472.95458984375,2593.482666015625,9183746,0.0,0.0
2021-03-08 00:00:00+00:00,2593.3212890625,2635.5048828125,1838.166748046875,2128.06396484375,12750305,0.0,0.0
