TIMESTAMP,SOON36542_OPEN_PRICE_USD,SOON36542_HIGH_PRICE_USD,SOON36542_LOW_PRICE_USD,SOON36542_CLOSE_PRICE_USD,SOON36542_VOLUME_USD,SOON36542_DIVIDENDS_USD,SOON36542_STOCK_SPLITS_USD
2025-05-23 00:00:00+00:00,0.5320910215377808,0.992123007774353,0.4391390085220337,0.4531950056552887,204387338,0.0,0.0
2025-05-24 00:00:00+00:00,0.4527449905872345,0.4776409864425659,0.3913649916648865,0.4007030129432678,103114508,0.0,0.0
2025-05-25 00:00:00+00:00,0.40065300464630127,0.41809600591659546,0.3693690001964569,0.39309099316596985,78504372,0.0,0.0
2025-05-26 00:00:00+00:00,0.39302998781204224,0.41196998953819275,0.37258198857307434,0.3872790038585663,96676405,0.0,0.0
2025-05-27 00:00:00+00:00,0.387270987033844,0.4096669852733612,0.37394100427627563,0.37689799070358276,161590253,0.0,0.0
2025-05-28 00:00:00+00:00,0.37678900361061096,0.3870820105075836,0.3592059910297394,0.37268200516700745,139892409,0.0,0.0
2025-05-29 00:00:00+00:00,0.37264999747276306,0.3969559967517853,0.3704249858856201,0.3881230056285858,153502812,0.0,0.0
2025-05-30 00:00:00+00:00,0.3883109986782074,0.39520299434661865,0.2879819869995117,0.29280999302864075,144468148,0.0,0.0
2025-05-31 00:00:00+00:00,0.2928619980812073,0.29376301169395447,0.2346860021352768,0.24836699664592743,84661055,0.0,0.0
2025-06-01 00:00:00+00:00,0.24825911223888397,0.30126050114631653,0.24140378832817078,0.2846035063266754,66676548,0.0,0.0
