,BTC,Lag
XRP,1.0605713894115406e-06,11
ETH,8.500039770124456e-06,29
USDT,8.557220743045976e-06,30
XEM,9.236837949416427e-06,1
LTC,8.138328483188074e-05,10
XLM,0.0007217933124994,13
XMR,0.0093440483905711,8
DOGE,0.0097369911089133,30
MIOTA,0.0246938092925139,4
