,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,6,250,0.3,1,0.007809666632860727,0.01
1,6,250,0.25,1,0.007809783765311111,0.01
2,7,250,0.3,1,0.00780993274066104,0.01
3,6,250,0.2,1,0.007809972203396311,0.01
4,7,250,0.25,1,0.007810150143552056,0.01
5,7,250,0.2,1,0.007810537833577068,0.01
6,13,1000,0.3,1,0.007810581755018941,0.01
7,14,1250,0.3,1,0.007810669262689032,0.01
8,15,1250,0.3,1,0.007810691521214416,0.01
9,7,250,0.15,1,0.0078107752118498925,0.01
10,14,1000,0.3,1,0.007810807147997629,0.01
11,15,1000,0.3,1,0.0078108338164822105,0.01
12,15,1250,0.25,1,0.0078110643459471125,0.01
13,14,1250,0.25,1,0.007811334813789929,0.01
14,14,1000,0.25,1,0.007811402987156651,0.01
15,15,1000,0.25,1,0.007811437488369815,0.01
16,11,750,0.3,1,0.007811813052082085,0.01
17,14,1500,0.3,1,0.007811914913584404,0.01
18,15,750,0.3,1,0.007812076321894739,0.01
19,13,750,0.3,1,0.007812137691497944,0.01
20,14,750,0.3,1,0.007812188795617001,0.01
21,15,1000,0.2,1,0.007812387405723585,0.01
22,14,1000,0.2,1,0.007812445137176353,0.01
23,15,1500,0.3,1,0.00781270931783139,0.01
24,11,750,0.25,1,0.007812722804072886,0.01
25,15,750,0.25,1,0.007813002258847167,0.01
26,13,750,0.25,1,0.007813071395302875,0.01
27,14,750,0.25,1,0.007813126787745546,0.01
28,6,250,0.15,1,0.007814089339866733,0.01
29,15,750,0.2,1,0.007814598588087047,0.01
30,13,750,0.2,1,0.007814649185822815,0.01
31,12,750,0.3,1,0.007814688122329593,0.01
32,14,750,0.2,1,0.007814743890606008,0.01
33,14,1000,0.15,1,0.007814794226058065,0.01
34,15,1000,0.15,1,0.00781504716594819,0.01
35,15,750,0.15,1,0.007817874981178573,0.01
36,14,750,0.15,1,0.007818084108037481,0.01
37,13,750,0.15,1,0.007825223091423803,0.01
38,9,250,0.3,1,0.007825692570624092,0.01
39,10,250,0.3,1,0.00782612963814383,0.01
40,11,750,0.2,1,0.00782793703842711,0.01
41,11,250,0.3,1,0.007828318434427934,0.01
42,12,250,0.3,1,0.007829086499289251,0.01
43,10,250,0.25,1,0.007833213638406784,0.01
44,9,250,0.25,1,0.007834019191184302,0.01
45,8,250,0.3,1,0.007835560847946165,0.01
46,11,250,0.25,1,0.007836491226371608,0.01
47,14,750,0.1,1,0.00783741417142806,0.01
48,12,250,0.25,1,0.00783767607027747,0.01
49,13,1000,0.25,1,0.007838460106191566,0.01
50,8,250,0.25,1,0.007845040837682605,0.01
51,15,750,0.1,1,0.007845235468349483,0.01
52,10,250,0.2,1,0.00784617297197779,0.01
53,11,250,0.2,1,0.007851503361200798,0.01
54,12,250,0.2,1,0.007853504060484904,0.01
55,9,250,0.2,1,0.00785638553993283,0.01
56,8,250,0.2,1,0.007861661465656311,0.01
57,14,1250,0.2,1,0.007870287093172623,0.01
58,15,1250,0.2,1,0.007873708486694444,0.01
59,10,250,0.15,1,0.00787414859331561,0.01
60,11,250,0.15,1,0.007883909147282112,0.01
61,12,250,0.15,1,0.007887790521232042,0.01
62,8,250,0.15,1,0.007896313177499201,0.01
63,10,500,0.3,1,0.007903756031549,0.01
64,12,500,0.3,1,0.007907744076812974,0.01
65,13,250,0.3,1,0.007908360602362885,0.01
66,12,1000,0.3,1,0.007916865802719225,0.01
67,12,500,0.25,1,0.007927026902708332,0.01
68,14,250,0.3,1,0.007932902142536554,0.01
69,12,500,0.15,1,0.007941649702276255,0.01
70,12,500,0.2,1,0.007942948113101657,0.01
71,13,250,0.25,1,0.007954055321531364,0.01
72,10,500,0.25,1,0.007957635476257925,0.01
73,10,250,0.1,1,0.007959453023285124,0.01
74,14,750,0.05,1,0.007966382088814906,0.01
75,9,250,0.15,1,0.007973710318478065,0.01
76,11,250,0.1,1,0.007976349844270444,0.01
77,11,500,0.3,1,0.007976974761363132,0.01
78,12,250,0.1,1,0.007986085918563724,0.01
79,11,500,0.15,1,0.007987397947637207,0.01
80,14,250,0.25,1,0.007990455070248367,0.01
81,8,250,0.1,1,0.008003804732531952,0.01
82,11,500,0.25,1,0.008009507526307347,0.01
83,12,750,0.2,1,0.00802361365438968,0.01
84,11,500,0.1,1,0.008024252695372585,0.01
85,14,500,0.3,1,0.00802723796362192,0.01
86,11,500,0.2,1,0.00803107430946106,0.01
87,13,250,0.2,1,0.008040750632691022,0.01
88,7,250,0.1,1,0.008080716597649681,0.01
89,14,500,0.25,1,0.0080939482040335,0.01
90,14,250,0.2,1,0.008100236246681101,0.01
91,11,1000,0.3,1,0.008104364192476132,0.01
92,10,500,0.2,1,0.008112362410663168,0.01
93,15,250,0.3,1,0.008149119532248122,0.01
94,14,500,0.2,1,0.00820297438242185,0.01
95,13,500,0.3,1,0.008215037075365784,0.01
96,13,250,0.15,1,0.008237146455465935,0.01
97,15,250,0.25,1,0.00828859831689823,0.01
98,13,500,0.25,1,0.008340788479967635,0.01
99,14,250,0.15,1,0.008349780172772017,0.01
100,10,250,0.05,1,0.008367885373099598,0.01
101,14,500,0.15,1,0.008412963705030916,0.01
102,11,250,0.05,1,0.008471011485814446,0.01
103,12,250,0.05,1,0.00851034025294045,0.01
104,15,250,0.2,1,0.008534248741140251,0.01
105,13,500,0.2,1,0.008539480720541621,0.01
106,13,750,0.1,1,0.008564628480882493,0.01
107,15,750,0.05,1,0.00858062152197253,0.01
108,8,250,0.05,1,0.008707843559727943,0.01
109,13,1000,0.15,1,0.008725816227144651,0.01
110,12,750,0.15,1,0.008823918675132388,0.01
111,13,250,0.1,1,0.008846275650933811,0.01
112,15,1000,0.1,1,0.008869343520450776,0.01
113,13,500,0.15,1,0.008896811073632108,0.01
114,9,250,0.1,1,0.008919678570327818,0.01
115,15,500,0.15,1,0.008986891517716892,0.01
116,14,500,0.1,1,0.009025684486496476,0.01
117,15,500,0.3,1,0.009040483641844678,0.01
118,15,250,0.15,1,0.009044995386679132,0.01
119,9,250,0.05,1,0.009049848452259689,0.01
120,14,250,0.1,1,0.009119395784994272,0.01
121,15,500,0.1,1,0.009195119744495822,0.01
122,14,1500,0.25,1,0.009580097304716985,0.01
123,12,750,0.05,1,0.00959852205592665,0.01
124,13,500,0.1,1,0.009799225131264272,0.01
125,15,500,0.2,1,0.009846652172824535,0.01
126,10,500,0.15,1,0.010073595593455218,0.01
127,15,500,0.25,1,0.010101875233319051,0.01
128,14,1000,0.1,1,0.010357232603620412,0.01
129,15,1750,0.25,1,0.010365431642418852,0.01
130,15,250,0.1,1,0.010500367881782467,0.01
131,15,1750,0.3,1,0.010902339919164112,0.01
132,6,250,0.1,1,0.01096828616168248,0.01
133,15,1500,0.25,1,0.011319791623226208,0.01
134,15,1000,0.05,1,0.011530434416650527,0.01
135,15,1250,0.1,1,0.012315436721330593,0.01
136,12,1000,0.25,1,0.012409403054359057,0.01
137,13,250,0.05,1,0.012506875573910413,0.01
138,9,500,0.3,1,0.01302283509080268,0.01
139,15,1500,0.2,1,0.013139383406655046,0.01
140,14,250,0.05,1,0.013507058949056133,0.01
141,14,500,0.05,1,0.014086197909366018,0.01
142,12,1000,0.15,1,0.014878123497490587,0.01
143,13,1000,0.2,1,0.01531349819390667,0.01
144,15,500,0.05,1,0.015939870602911042,0.01
145,13,500,0.05,1,0.01645572922209657,0.01
146,13,1250,0.25,1,0.016759581759919383,0.01
147,15,250,0.05,1,0.018119481143564996,0.01
148,15,1250,0.05,1,0.019372976101151008,0.01
149,8,500,0.2,1,0.01941675259711864,0.01
150,10,500,0.1,1,0.020052238677964556,0.01
151,15,1250,0.15,1,0.020091199740504002,0.01
152,12,750,0.1,1,0.021835404686055795,0.01
153,14,1250,0.15,1,0.023675421017080426,0.01
154,15,2000,0.25,1,0.024951059605413137,0.01
155,13,1500,0.3,1,0.02614739664494165,0.01
156,15,1750,0.15,1,0.026530514814099786,0.01
157,13,1000,0.1,1,0.026810729266500508,0.01
158,15,1500,0.15,1,0.029724075448053285,0.01
159,13,750,0.05,1,0.03036452754229778,0.01
160,12,500,0.05,1,0.030709931475363796,0.01
161,15,2250,0.25,1,0.030979255823784975,0.01
162,8,500,0.3,1,0.035265945393357825,0.01
163,15,2000,0.3,1,0.03699267916253372,0.01
