TIMESTAMP,LQDX_OPEN_PRICE_USD,LQDX_HIGH_PRICE_USD,LQDX_LOW_PRICE_USD,LQDX_CLOSE_PRICE_USD,LQDX_VOLUME_USD,LQDX_DIVIDENDS_USD,LQDX_STOCK_SPLITS_USD
2023-12-20 00:00:00+00:00,0.10405600070953369,0.10748600214719772,0.1029679998755455,0.10545399785041809,52517,0.0,0.0
2023-12-21 00:00:00+00:00,0.10550600290298462,0.10569299757480621,0.09735400229692459,0.10273600369691849,33256,0.0,0.0
2023-12-22 00:00:00+00:00,0.10278499871492386,0.10685399919748306,0.09921299666166306,0.10615400224924088,18314,0.0,0.0
2023-12-23 00:00:00+00:00,0.1061519980430603,0.10667700320482254,0.10436899960041046,0.10639700293540955,3387,0.0,0.0
2023-12-24 00:00:00+00:00,0.10633700340986252,0.10683699697256088,0.10238900035619736,0.10329999774694443,2890,0.0,0.0
2023-12-25 00:00:00+00:00,0.10322000086307526,0.10399600118398666,0.10008800029754639,0.1023550033569336,10681,0.0,0.0
2023-12-26 00:00:00+00:00,0.10238000005483627,0.12062100321054459,0.10146799683570862,0.12062100321054459,21460,0.0,0.0
2023-12-27 00:00:00+00:00,0.12064500153064728,0.14298799633979797,0.11567799746990204,0.14280399680137634,31256,0.0,0.0
2023-12-28 00:00:00+00:00,0.14298999309539795,0.14767199754714966,0.13480399549007416,0.1371529996395111,29757,0.0,0.0
2023-12-29 00:00:00+00:00,0.1371529996395111,0.14771400392055511,0.1277409940958023,0.14771400392055511,52473,0.0,0.0
2023-12-30 00:00:00+00:00,0.14771899580955505,0.15096299350261688,0.14713899791240692,0.14826099574565887,3021,0.0,0.0
2023-12-31 00:00:00+00:00,0.14826099574565887,0.1513880044221878,0.1448500007390976,0.14528299868106842,3113,0.0,0.0
2024-01-01 00:00:00+00:00,0.1455180048942566,0.14895999431610107,0.14310699701309204,0.14652499556541443,17010,0.0,0.0
2024-01-02 00:00:00+00:00,0.14652499556541443,0.15357600152492523,0.14561399817466736,0.1482049971818924,17872,0.0,0.0
2024-01-03 00:00:00+00:00,0.1482049971818924,0.157819002866745,0.1453620046377182,0.1453620046377182,34032,0.0,0.0
2024-01-04 00:00:00+00:00,0.1453620046377182,0.14715099334716797,0.14216600358486176,0.14391200244426727,5186,0.0,0.0
2024-01-05 00:00:00+00:00,0.14391200244426727,0.14468899369239807,0.13888999819755554,0.14170299470424652,11170,0.0,0.0
