TIMESTAMP,OT26689_OPEN_PRICE_USD,OT26689_HIGH_PRICE_USD,OT26689_LOW_PRICE_USD,OT26689_CLOSE_PRICE_USD,OT26689_VOLUME_USD,OT26689_DIVIDENDS_USD,OT26689_STOCK_SPLITS_USD
2023-06-13 00:00:00+00:00,,,,0.0,2357,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,1435,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,245,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,580,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,1357,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,4390,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,3333,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,619,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,43264,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,7293,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,423,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,578,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,2354,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,348,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,78,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,3926,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,13189,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,5450,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,657,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,250,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,467,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,765,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,4578,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,116,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,90,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,93,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,3688,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,400,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,119,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,402,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,254,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,357,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,253,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,6681,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,1078,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,82,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,175,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,382,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,19,0.0,0.0
