TIMESTAMP,XMR_CLOSE_PRICE_USD,XMR_HIGH_PRICE_USD,XMR_LOW_PRICE_USD,XMR_OPEN_PRICE_USD,XMR_VOLUME_FROM_USD,XMR_VOLUME_TO_USD
2015-05-22,0.2796,0.513,0.278,0.5,0.1154,0.03934
2015-05-23,0.35,0.513,0.2795,0.2796,4.067,1.424
2015-05-24,0.5,0.5,0.2795,0.35,8.871,3.83
2015-05-25,0.5,0.5,0.278,0.5,19.08,7.247
2015-05-26,0.4,0.5,0.4,0.5,62.04,28.51
2015-05-27,0.4,0.4,0.4,0.4,0.001587,0.0006348
2015-05-28,0.4,0.4,0.4,0.4,0.09628,0.03851
2015-05-29,0.4,0.4,0.4,0.4,0.0,0.0
2015-05-30,0.49,0.49,0.4,0.4,0.03982,0.01754
2015-05-31,0.489,0.49,0.489,0.49,0.0867,0.0424
2015-06-01,0.4,0.489,0.4,0.489,7.971,3.896
2015-06-02,0.4,0.489,0.4,0.4,6.201,2.485
2015-06-03,0.49,0.49,0.4,0.4,40.0,19.6
2015-06-04,0.4,0.49,0.4,0.49,0.3218,0.1287
2015-06-05,0.5,0.5,0.4,0.4,9.857,4.685
2015-06-06,0.43,0.512,0.43,0.5,24.18,12.09
2015-06-07,0.57,0.57,0.43,0.43,502.8,286.6
2015-06-08,0.57,0.57,0.57,0.57,0.0,0.0
2015-06-09,0.47,0.57,0.47,0.57,58.97,28.48
2015-06-10,0.45,0.47,0.45,0.47,0.04422,0.0199
2015-06-11,0.639,0.639,0.4,0.45,6.855,3.183
2015-06-12,0.35,0.639,0.3,0.639,21.67,6.503
2015-06-13,0.44,0.64,0.35,0.35,54.4,26.93
2015-06-14,0.3,0.64,0.3,0.44,12.63,8.08
2015-06-15,0.39,0.39,0.3,0.3,3.74,1.457
2015-06-16,0.39,0.39,0.39,0.39,0.0,0.0
2015-06-17,0.53,0.53,0.39,0.39,0.09112,0.03604
2015-06-18,0.39,0.53,0.39,0.53,0.01868,0.007287
2015-06-19,0.39,0.5299,0.39,0.39,1332.69,612.51
2015-06-20,0.45,0.5829,0.39,0.39,1.052,0.4786
2015-06-21,0.5829,0.5829,0.45,0.45,3.528,2.054
2015-06-22,0.45,0.5829,0.45,0.5829,18.44,10.73
2015-06-23,0.45,0.5829,0.45,0.45,0.1093,0.05913
2015-06-24,0.5003,0.5604,0.39,0.45,4914.99,2413.11
2015-06-25,0.5003,0.5003,0.5003,0.5003,5.897,2.95
2015-06-26,0.5003,0.5003,0.5003,0.5003,0.0,0.0
2015-06-27,0.5254,0.5254,0.45,0.5003,0.01123,0.005314
2015-06-28,0.45,0.5254,0.45,0.5254,1.54,0.6971
2015-06-29,0.45,0.45,0.45,0.45,0.0,0.0
2015-06-30,0.44,0.45,0.44,0.45,0.002754,0.001212
2015-07-01,0.45,0.45,0.44,0.44,0.02385,0.01073
2015-07-02,0.45,0.45,0.45,0.45,0.0,0.0
2015-07-03,0.45,0.45,0.45,0.45,0.0,0.0
2015-07-04,0.518,0.518,0.45,0.45,0.02411,0.01161
2015-07-05,0.45,0.5295,0.45,0.518,194.88,96.25
2015-07-06,0.45,0.5299,0.45,0.45,115.8,58.28
2015-07-07,0.503,0.503,0.45,0.45,10.65,5.341
2015-07-08,0.45,0.5199,0.45,0.503,17.12,8.775
2015-07-09,0.45,0.5199,0.45,0.45,555.01,250.34
2015-07-10,0.45,0.5395,0.45,0.45,34.33,18.04
2015-07-11,0.5395,0.5395,0.45,0.45,36.46,19.16
2015-07-12,0.6304,0.6304,0.51,0.5395,175.25,98.43
2015-07-13,0.6304,0.6304,0.6304,0.6304,0.0,0.0
2015-07-14,0.52,0.6304,0.52,0.6304,0.1005,0.05611
2015-07-15,0.52,0.52,0.52,0.52,0.1751,0.09107
2015-07-16,0.46,0.52,0.46,0.52,21.0,10.92
2015-07-17,0.46,0.6,0.46,0.46,0.2107,0.1231
2015-07-18,0.46,0.5999,0.46,0.46,0.02965,0.01538
2015-07-19,0.59,0.59,0.46,0.46,0.8413,0.3941
2015-07-20,0.59,0.59,0.59,0.59,0.0,0.0
2015-07-21,0.46,0.59,0.46,0.59,0.497,0.2923
2015-07-22,0.46,0.598,0.46,0.46,0.5524,0.3211
2015-07-23,0.598,0.598,0.46,0.46,2.695,1.488
2015-07-24,0.598,0.598,0.598,0.598,0.0,0.0
2015-07-25,0.461,0.598,0.461,0.598,0.03605,0.01662
2015-07-26,0.461,0.461,0.461,0.461,0.0,0.0
2015-07-27,0.461,0.461,0.461,0.461,0.0,0.0
2015-07-28,0.63,0.63,0.461,0.461,10.4,5.933
2015-07-29,0.55,0.63,0.55,0.63,0.101,0.05635
2015-07-30,0.63,0.63,0.461,0.55,1.222,0.6941
2015-07-31,0.461,0.63,0.461,0.63,0.1823,0.1032
2015-08-01,0.63,0.63,0.461,0.461,442.08,220.7
2015-08-02,0.63,0.63,0.461,0.63,124.76,72.98
2015-08-03,0.461,0.63,0.461,0.63,3.358,1.551
2015-08-04,0.461,0.6289,0.461,0.461,0.1776,0.08254
2015-08-05,0.461,0.461,0.461,0.461,0.0,0.0
2015-08-06,0.64,0.64,0.461,0.461,155.25,91.46
2015-08-07,0.75,0.75,0.64,0.64,0.02141,0.01606
2015-08-08,0.75,0.75,0.4727,0.75,0.001185,0.0006317
2015-08-09,0.75,0.75,0.6,0.75,10.15,6.092
2015-08-10,0.4969,0.75,0.4969,0.75,0.1274,0.06328
2015-08-11,0.4969,0.74,0.4969,0.4969,0.1028,0.05466
2015-08-12,0.4969,0.4969,0.4969,0.4969,0.002416,0.0012
2015-08-13,0.4969,0.4969,0.4969,0.4969,0.00551,0.002738
2015-08-14,0.6969,0.6969,0.4969,0.4969,0.1858,0.1281
2015-08-15,0.4969,0.6969,0.4969,0.6969,0.02202,0.01094
2015-08-16,0.739,0.739,0.4969,0.4969,1.63,1.002
2015-08-17,0.4969,0.4969,0.4969,0.4969,0.9108,0.4526
2015-08-18,0.4969,0.74,0.4969,0.4969,2.256,1.596
2015-08-19,0.5157,0.68,0.39,0.4969,106.18,48.33
2015-08-20,0.406,0.65,0.3966,0.5157,1.404,0.9095
2015-08-21,0.4496,0.52,0.406,0.406,14.41,6.509
2015-08-22,0.6428,0.6429,0.4212,0.4496,7.399,4.747
2015-08-23,0.477,0.6428,0.4212,0.6428,31.11,14.31
2015-08-24,0.615,0.6153,0.4212,0.477,19.18,8.499
2015-08-25,0.4227,0.615,0.4182,0.615,103.96,43.8
2015-08-26,0.4201,0.58,0.4201,0.4227,13.77,5.907
2015-08-27,0.4213,0.57,0.4201,0.4201,3.226,1.365
2015-08-28,0.4213,0.4901,0.4213,0.4213,0.157,0.07024
2015-08-29,0.4901,0.4901,0.4213,0.4213,24.9,11.95
2015-08-30,0.45,0.4901,0.45,0.4901,54.34,24.81
2015-08-31,0.4901,0.4901,0.45,0.45,0.02582,0.01265
2015-09-01,0.4901,0.4901,0.45,0.4901,2.622,1.284
2015-09-02,0.4901,0.4901,0.45,0.4901,8.506,4.168
2015-09-03,0.75,0.75,0.45,0.4901,79.59,52.41
2015-09-04,0.45,0.75,0.45,0.75,0.0003485,0.0001568
2015-09-05,0.4573,0.75,0.45,0.45,42.32,21.32
2015-09-06,0.5,0.5,0.4573,0.4573,15.37,7.683
2015-09-07,0.5,0.5,0.5,0.5,41.0,20.5
2015-09-08,0.458,0.7,0.458,0.5,0.102,0.04801
2015-09-09,0.7,0.7,0.458,0.458,0.01,0.007
2015-09-10,0.458,0.7,0.458,0.7,0.3458,0.1815
2015-09-11,0.4625,0.4625,0.458,0.458,2.063,0.9451
2015-09-12,0.4537,0.7,0.4537,0.4625,55.71,28.46
2015-09-13,0.44,0.4614,0.44,0.4537,22.56,10.07
2015-09-14,0.4775,0.56,0.44,0.44,33.17,16.6
2015-09-15,0.509,0.5729,0.4775,0.4775,12.19,6.251
2015-09-16,0.5156,0.5156,0.44,0.509,30.54,15.3
2015-09-17,0.55,0.55,0.4728,0.5156,13.99,7.165
2015-09-18,0.5458,0.55,0.4941,0.55,1.015,0.5071
2015-09-19,0.508,0.5458,0.5036,0.5458,8.163,4.268
2015-09-20,0.5036,0.5458,0.4986,0.508,0.03498,0.01784
2015-09-21,0.5012,0.5036,0.4705,0.5036,0.03971,0.01922
2015-09-22,0.5012,0.5012,0.4704,0.5012,18.73,8.827
2015-09-23,0.4625,0.5012,0.4625,0.5012,10.86,5.025
2015-09-24,0.4655,0.4715,0.4356,0.4625,9.018,4.116
2015-09-25,0.4527,0.4688,0.4445,0.4655,26.17,12.25
2015-09-26,0.4689,0.4689,0.4385,0.4527,13.7,6.34
2015-09-27,0.4455,0.4689,0.4455,0.4689,1.844,0.8548
2015-09-28,0.4354,0.4689,0.4354,0.4455,25.68,11.58
2015-09-29,0.43,0.439,0.43,0.4354,0.06312,0.02715
2015-09-30,0.39,0.43,0.3,0.43,154.21,61.74
2015-10-01,0.4644,0.4644,0.3462,0.39,61.97,25.3
2015-10-02,0.3812,0.4644,0.3785,0.4644,0.5881,0.2242
2015-10-03,0.4689,0.4689,0.3812,0.3812,2.583,1.205
2015-10-04,0.3955,0.4689,0.3943,0.4689,0.1586,0.06503
2015-10-05,0.3892,0.4669,0.3892,0.3955,2.659,1.063
2015-10-06,0.3917,0.3917,0.3892,0.3892,0.003751,0.001469
2015-10-07,0.3966,0.4651,0.3917,0.3917,0.86,0.3414
2015-10-08,0.3785,0.4113,0.3785,0.3966,17.85,7.002
2015-10-09,0.3785,0.4132,0.3785,0.3785,3.334,1.303
2015-10-10,0.3803,0.4124,0.3785,0.3785,0.4483,0.1753
2015-10-11,0.3848,0.3868,0.3785,0.3803,18.18,6.926
2015-10-12,0.4124,0.4124,0.3785,0.3848,24.42,9.62
2015-10-13,0.3785,0.4165,0.3785,0.4124,9.605,3.936
2015-10-14,0.3705,0.4553,0.3705,0.3785,63.99,24.31
2015-10-15,0.3758,0.3974,0.3705,0.3705,19.2,7.231
2015-10-16,0.4131,0.4131,0.3758,0.3758,33.69,13.27
2015-10-17,0.4669,0.4669,0.3917,0.4131,0.1557,0.07183
2015-10-18,0.41,0.4669,0.4,0.4669,31.59,12.97
2015-10-19,0.3917,0.46,0.3917,0.41,9.812,3.991
2015-10-20,0.3705,0.46,0.3705,0.3917,30.8,11.85
2015-10-21,0.375,0.375,0.3705,0.3705,1.046,0.3876
2015-10-22,0.3705,0.44,0.3705,0.375,0.9822,0.3712
2015-10-23,0.3705,0.44,0.3705,0.3705,12.63,5.216
2015-10-24,0.393,0.44,0.3705,0.3705,152.21,59.19
2015-10-25,0.3795,0.4127,0.3774,0.393,6.865,2.833
2015-10-26,0.3795,0.4483,0.3795,0.3795,7.616,2.9
2015-10-27,0.3783,0.3795,0.3783,0.3795,0.03508,0.01327
2015-10-28,0.3775,0.42,0.3774,0.3783,59.88,22.95
2015-10-29,0.5,0.5,0.375,0.3775,39.55,17.75
2015-10-30,0.4413,0.5,0.4413,0.5,15.31,6.856
2015-10-31,0.38,0.4413,0.38,0.4413,2.414,1.037
2015-11-01,0.36,0.45,0.36,0.38,1.111,0.5001
2015-11-02,0.45,0.45,0.3001,0.36,15.55,6.45
2015-11-03,0.3938,0.771,0.326,0.45,4927.68,2160.12
2015-11-04,0.4358,0.5541,0.3938,0.3938,876.92,446.4
2015-11-05,0.427,0.4958,0.422,0.4358,108.62,51.3
2015-11-06,0.4638,0.4638,0.4027,0.427,41.25,17.22
2015-11-07,0.4639,0.4639,0.4225,0.4638,1.208,0.5423
2015-11-08,0.5541,0.5541,0.4639,0.4639,33.89,17.88
2015-11-09,0.47,0.5541,0.46,0.5541,12.08,5.665
2015-11-10,0.4522,0.47,0.45,0.47,30.03,13.67
2015-11-11,0.4226,0.4723,0.4225,0.4522,1035.28,450.21
2015-11-12,0.442,0.4622,0.4225,0.4226,46.14,19.56
2015-11-13,0.4652,0.4652,0.405,0.442,48.77,21.29
2015-11-14,0.429,0.4652,0.429,0.4652,25.45,10.94
2015-11-15,0.409,0.452,0.409,0.429,18.57,7.729
2015-11-16,0.442,0.452,0.409,0.409,18.36,7.533
2015-11-17,0.4091,0.442,0.409,0.442,0.09689,0.03963
2015-11-18,0.4091,0.4091,0.4091,0.4091,0.0,0.0
2015-11-19,0.4027,0.4091,0.4027,0.4091,198.1,80.68
2015-11-20,0.448,0.448,0.39,0.4027,0.9384,0.3705
2015-11-21,0.448,0.448,0.37,0.448,30.11,11.96
2015-11-22,0.3582,0.448,0.3582,0.448,1.189,0.426
2015-11-23,0.448,0.448,0.3582,0.3582,19.03,8.416
2015-11-24,0.42,0.448,0.42,0.448,0.01416,0.005946
2015-11-25,0.379,0.42,0.3582,0.42,29.57,11.21
2015-11-26,0.41,0.41,0.379,0.379,490.36,193.16
2015-11-27,0.3791,0.4182,0.3791,0.41,48.78,19.56
2015-11-28,0.395,0.4,0.3727,0.3791,17.86,6.864
2015-11-29,0.3918,0.4058,0.3918,0.395,5.221,2.064
2015-11-30,0.3656,0.4199,0.3656,0.3918,20.76,8.352
2015-12-01,0.365,0.4106,0.365,0.3656,21.53,8.465
2015-12-02,0.369,0.3799,0.365,0.365,9.618,3.555
2015-12-03,0.367,0.369,0.367,0.369,0.01685,0.006185
2015-12-04,0.3705,0.3705,0.3633,0.367,62.49,22.91
2015-12-05,0.43,0.433,0.3609,0.3705,2229.8,897.77
2015-12-06,0.4302,0.4602,0.4,0.43,983.38,433.66
2015-12-07,0.415,0.5275,0.415,0.4302,7.982,3.573
2015-12-08,0.426,0.426,0.395,0.415,59.4,24.62
2015-12-09,0.43,0.4549,0.426,0.426,80.42,35.16
2015-12-10,0.399,0.4549,0.399,0.43,65.32,28.28
2015-12-11,0.45,0.4558,0.399,0.399,37.87,16.94
2015-12-12,0.422,0.468,0.422,0.45,169.01,75.59
2015-12-13,0.422,0.4578,0.422,0.422,176.49,79.49
2015-12-14,0.44,0.5541,0.422,0.422,1038.04,558.02
2015-12-15,0.505,0.525,0.44,0.44,31.91,16.16
2015-12-16,0.505,0.5541,0.505,0.505,14.39,7.273
2015-12-17,0.44,0.505,0.44,0.505,32.29,16.26
2015-12-18,0.49,0.5307,0.44,0.44,22.5,10.82
2015-12-19,0.46,0.49,0.46,0.49,0.03851,0.01771
2015-12-20,0.45,0.53,0.45,0.46,2600.49,1284.94
2015-12-21,0.45,0.45,0.45,0.45,0.0,0.0
2015-12-22,0.45,0.519,0.45,0.45,11.81,5.612
2015-12-23,0.45,0.45,0.45,0.45,0.0,0.0
2015-12-24,0.46,0.46,0.45,0.45,12.14,5.583
2015-12-25,0.46,0.518,0.46,0.46,2.49,1.282
2015-12-26,0.45,0.46,0.45,0.46,831.57,382.11
2015-12-27,0.43,0.45,0.43,0.45,57.15,25.14
2015-12-28,0.44,0.44,0.43,0.43,2.168,0.954
2015-12-29,0.44,0.44,0.44,0.44,0.0,0.0
2015-12-30,0.43,0.5097,0.43,0.44,0.1913,0.08294
2015-12-31,0.4901,0.5,0.421,0.43,17.02,7.428
2016-01-01,0.5431,0.5431,0.43,0.4901,337.88,172.58
2016-01-02,0.46,0.59,0.439,0.5431,101.81,56.79
2016-01-03,0.4875,0.4875,0.46,0.46,2.741,1.331
2016-01-04,0.47,0.549,0.47,0.4875,0.174,0.08924
2016-01-05,0.47,0.549,0.47,0.47,450.28,224.96
2016-01-06,0.47,0.549,0.47,0.47,162.17,82.07
2016-01-07,0.47,0.47,0.47,0.47,0.02437,0.01145
2016-01-08,0.545,0.545,0.47,0.47,0.01523,0.007774
2016-01-09,0.47,0.545,0.47,0.545,0.01,0.0047
2016-01-10,0.471,0.5123,0.47,0.47,1.319,0.6215
2016-01-11,0.471,0.471,0.471,0.471,0.05134,0.02418
2016-01-12,0.471,0.471,0.471,0.471,252.17,118.77
2016-01-13,0.461,0.471,0.461,0.471,86.75,40.8
2016-01-14,0.451,0.4915,0.4506,0.461,5.502,2.519
2016-01-15,0.4305,0.4589,0.4305,0.451,177.57,79.51
2016-01-16,0.4889,0.4889,0.3743,0.4305,456.4,194.32
2016-01-17,0.4,0.5,0.4,0.4889,4.349,1.855
2016-01-18,0.5,0.5,0.4,0.4,16.09,8.047
2016-01-19,0.54,0.54,0.41,0.5,170.87,90.08
2016-01-20,0.5586,0.5586,0.456,0.54,4.01,2.068
2016-01-21,0.5,0.6,0.5,0.5586,13.07,7.558
2016-01-22,0.4924,0.57,0.4924,0.5,133.56,65.82
2016-01-23,0.68,0.68,0.4924,0.4924,641.03,402.63
2016-01-24,0.5862,0.68,0.5862,0.68,424.2,282.64
2016-01-25,0.634,0.68,0.5396,0.5862,17.85,9.905
2016-01-26,0.5944,0.6507,0.55,0.634,245.68,135.97
2016-01-27,0.6298,0.6598,0.5269,0.5944,5.936,3.913
2016-01-28,0.5255,0.6298,0.5255,0.6298,8.403,4.426
2016-01-29,0.55,0.5574,0.4681,0.5255,316.99,156.49
2016-01-30,0.469,0.55,0.4681,0.55,0.7155,0.3607
2016-01-31,0.524,0.524,0.469,0.469,0.5896,0.3068
2016-02-01,0.55,0.5764,0.4696,0.524,6745.2,3191.59
2016-02-02,0.49,0.5654,0.49,0.55,0.063,0.03387
2016-02-03,0.481,0.49,0.4719,0.49,15.93,7.701
2016-02-04,0.495,0.535,0.479,0.481,60.08,29.67
2016-02-05,0.497,0.535,0.4696,0.495,562.39,267.69
2016-02-06,0.4707,0.5265,0.4707,0.497,120.97,61.53
2016-02-07,0.4707,0.502,0.4707,0.4707,8.868,4.368
2016-02-08,0.4825,0.4935,0.4707,0.4707,60.98,28.72
2016-02-09,0.4607,0.4825,0.4607,0.4825,52.24,24.53
2016-02-10,0.4749,0.4771,0.457,0.4607,9.126,4.298
2016-02-11,0.55,0.5876,0.423,0.4749,600.94,324.99
2016-02-12,0.6299,0.6299,0.41,0.55,1574.99,886.46
2016-02-13,0.7837,0.9088,0.333,0.6299,3117.46,2377.74
2016-02-14,0.8329,0.8552,0.6598,0.7837,981.34,720.91
2016-02-15,0.7543,1.4,0.721,0.8329,703.3,604.37
2016-02-16,1.054,1.054,0.7543,0.7543,326.82,293.81
2016-02-17,0.7332,1.054,0.6981,1.054,1964.39,1451.23
2016-02-18,0.7649,0.8131,0.6981,0.7332,307.32,226.28
2016-02-19,0.8354,0.8354,0.7316,0.7649,1510.37,1130.27
2016-02-20,0.81,0.8733,0.7891,0.8354,193.23,158.92
2016-02-21,0.7921,0.8733,0.7357,0.81,1470.49,1156.31
2016-02-22,0.7718,0.8242,0.7635,0.7921,517.86,413.42
2016-02-23,0.7399,0.8119,0.727,0.7718,165.8,123.89
2016-02-24,0.7769,0.7769,0.7214,0.7399,82.13,60.14
2016-02-25,0.8,0.8368,0.75,0.7769,194.03,154.65
2016-02-26,0.8143,0.8283,0.78,0.8,353.35,285.82
2016-02-27,0.8282,0.846,0.7971,0.8143,1748.27,1455.94
2016-02-28,0.8666,0.8733,0.8073,0.8282,645.41,550.73
2016-02-29,0.8951,0.8951,0.8444,0.8666,166.37,143.34
2016-03-01,0.8,0.8951,0.7855,0.8951,138.42,111.29
2016-03-02,0.8486,0.8697,0.8,0.8,196.88,160.27
2016-03-03,1.051,1.157,0.789,0.8486,623.28,599.92
2016-03-04,1.119,1.207,1.018,1.051,252.12,284.44
2016-03-05,1.261,1.374,0.85,1.119,3406.63,4456.81
2016-03-06,1.214,1.274,1.055,1.261,2623.91,2941.26
2016-03-07,0.9951,1.214,0.9802,1.214,963.74,1019.51
2016-03-08,1.09,1.41,0.9951,0.9951,364.75,404.87
2016-03-09,1.077,1.349,0.52,1.09,986.76,1065.23
2016-03-10,1.034,1.291,1.034,1.077,708.09,800.36
2016-03-11,1.102,1.162,1.034,1.034,263.33,291.02
2016-03-12,1.091,1.2,1.052,1.102,289.69,323.91
2016-03-13,1.2,1.212,1.08,1.091,269.28,314.92
2016-03-14,1.181,1.36,1.078,1.2,310.43,388.41
2016-03-15,1.149,1.195,1.078,1.181,26.45,30.26
2016-03-16,1.111,1.196,1.094,1.149,101.38,114.35
2016-03-17,1.3,1.3,1.09,1.111,2310.52,2860.34
2016-03-18,1.1,1.4,1.0,1.3,3973.69,4839.78
2016-03-19,1.207,1.261,1.096,1.1,172.53,205.75
