TIMESTAMP,YDA_OPEN_PRICE_USD,YDA_HIGH_PRICE_USD,YDA_LOW_PRICE_USD,YDA_CLOSE_PRICE_USD,YDA_VOLUME_USD,YDA_DIVIDENDS_USD,YDA_STOCK_SPLITS_USD
2024-04-10 00:00:00+00:00,0.010762999765574932,0.010772000066936016,0.010758000425994396,0.010764000006020069,4,0.0,0.0
2024-04-11 00:00:00+00:00,0.010764000006020069,0.02301499992609024,0.010762999765574932,0.02300800010561943,7,0.0,0.0
2024-04-12 00:00:00+00:00,0.02300800010561943,0.02301900088787079,0.02297700010240078,0.02300800010561943,0,0.0,0.0
2024-04-13 00:00:00+00:00,0.02300800010561943,0.02301100082695484,0.0159939993172884,0.016018999740481377,80,0.0,0.0
2024-04-14 00:00:00+00:00,0.016018999740481377,0.018022000789642334,0.006237000226974487,0.018022000789642334,1224,0.0,0.0
2024-04-15 00:00:00+00:00,0.018022000789642334,0.019015999510884285,0.007003000006079674,0.018005000427365303,1815,0.0,0.0
2024-04-16 00:00:00+00:00,0.018005000427365303,0.018022999167442322,0.016600999981164932,0.016605999320745468,45,0.0,0.0
2024-04-17 00:00:00+00:00,0.016605999320745468,0.016617000102996826,0.011997000314295292,0.012001000344753265,116,0.0,0.0
2024-04-18 00:00:00+00:00,0.012001000344753265,0.016011999920010567,0.011997999623417854,0.016008000820875168,1,0.0,0.0
2024-04-19 00:00:00+00:00,0.016008000820875168,0.018022999167442322,0.015998000279068947,0.018007999286055565,126,0.0,0.0
2024-04-20 00:00:00+00:00,0.018007999286055565,0.018022000789642334,0.01800299994647503,0.018011000007390976,0,0.0,0.0
2024-04-21 00:00:00+00:00,0.018011000007390976,0.018019000068306923,0.01799900084733963,0.01800600066781044,0,0.0,0.0
2024-04-22 00:00:00+00:00,0.01800600066781044,0.01802000030875206,0.017997000366449356,0.018007000908255577,0,0.0,0.0
2024-04-23 00:00:00+00:00,0.018007000908255577,0.018021000549197197,0.012999000027775764,0.013001999817788601,36,0.0,0.0
2024-04-24 00:00:00+00:00,0.013001999817788601,0.013009999878704548,0.012986999936401844,0.012996000237762928,23,0.0,0.0
2024-04-25 00:00:00+00:00,0.012996000237762928,0.013008000329136848,0.01298999972641468,0.01299699954688549,0,0.0,0.0
2024-04-26 00:00:00+00:00,0.01299699954688549,0.013008000329136848,0.012993999756872654,0.012997999787330627,0,0.0,0.0
