TIMESTAMP,JJ_OPEN_PRICE_USD,JJ_HIGH_PRICE_USD,JJ_LOW_PRICE_USD,JJ_CLOSE_PRICE_USD,JJ_VOLUME_USD,JJ_DIVIDENDS_USD,JJ_STOCK_SPLITS_USD
2024-06-04 00:00:00+00:00,,,,0.0,2696592,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,2934634,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,2847107,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,2270833,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,743494,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,918376,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,616079,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,588207,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,1368373,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,670346,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,402660,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,234492,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,741624,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,385971,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,458226,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,160978,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,337896,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,287930,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,161808,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,216587,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,298112,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,154392,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,246452,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,90099,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,92826,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,124307,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,504360,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,204646,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,145458,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,220720,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,150888,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,163970,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,91984,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,63334,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,44742,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,37239,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,113169,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,93962,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,58766,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,32360,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,73458,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,46092,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,40291,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,46755,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,50757,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,50261,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,72397,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,39089,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,22109,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,31910,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,34845,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,16165,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,50559,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,74480,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,49356,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,27258,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,21508,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,42471,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,5595,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,20012,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,6509,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,13988,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,17048,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,18525,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,56189,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,12673,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,23883,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,4731,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,3732,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,3492,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,32562,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,9471,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,9603,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,35382,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,39368,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,29303,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,56450,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,6980,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,11249,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,93690,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,54125,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,45077,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,26365,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,8853,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,25199,0.0,0.0
