TIMESTAMP,DEEM_OPEN_PRICE_USD,DEEM_HIGH_PRICE_USD,DEEM_LOW_PRICE_USD,DEEM_CLOSE_PRICE_USD,DEEM_VOLUME_USD,DEEM_DIVIDENDS_USD,DEEM_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,49.72404479980469,49.77357864379883,48.6239013671875,49.02168655395508,39289,0.0,0.0
2022-03-25 00:00:00+00:00,49.02168655395508,49.43086242675781,48.1495361328125,48.912994384765625,17618,0.0,0.0
2022-03-26 00:00:00+00:00,48.912994384765625,49.05393981933594,48.190311431884766,48.59191131591797,6464,0.0,0.0
2022-03-27 00:00:00+00:00,48.59191131591797,48.987510681152344,47.73554611206055,48.37275314331055,14729,0.0,0.0
2022-03-28 00:00:00+00:00,48.37275314331055,49.20304870605469,44.99934387207031,47.34344482421875,80482,0.0,0.0
2022-03-29 00:00:00+00:00,47.34344482421875,48.601829528808594,45.403541564941406,46.80337905883789,64866,0.0,0.0
2022-03-30 00:00:00+00:00,46.80337905883789,50.15635299682617,44.738258361816406,48.31833267211914,585266,0.0,0.0
2022-03-31 00:00:00+00:00,48.31833267211914,51.05564880371094,44.73636245727539,47.70011901855469,161310,0.0,0.0
2022-04-01 00:00:00+00:00,47.70011901855469,48.51531219482422,43.65993881225586,45.00916290283203,30159,0.0,0.0
2022-04-02 00:00:00+00:00,45.00916290283203,47.88752746582031,44.37679672241211,44.948829650878906,26404,0.0,0.0
2022-04-03 00:00:00+00:00,44.948829650878906,48.82780075073242,44.822914123535156,48.36979675292969,334630,0.0,0.0
2022-04-04 00:00:00+00:00,48.36979675292969,49.14777374267578,47.38643264770508,48.52297592163086,96854,0.0,0.0
2022-04-05 00:00:00+00:00,48.52297592163086,48.75239562988281,46.960472106933594,47.18163299560547,18130,0.0,0.0
2022-04-06 00:00:00+00:00,47.18163299560547,48.8169059753418,46.27255630493164,47.48217010498047,28620,0.0,0.0
2022-04-07 00:00:00+00:00,47.48217010498047,48.78974914550781,45.879638671875,46.824310302734375,35932,0.0,0.0
2022-04-08 00:00:00+00:00,46.824310302734375,47.75655746459961,46.02085494995117,47.24180603027344,35312,0.0,0.0
2022-04-09 00:00:00+00:00,47.24180603027344,47.783363342285156,46.59278869628906,47.05310821533203,8976,0.0,0.0
2022-04-10 00:00:00+00:00,47.05310821533203,48.417640686035156,46.2649040222168,46.562686920166016,55738,0.0,0.0
2022-04-11 00:00:00+00:00,46.562686920166016,48.61135482788086,46.17027282714844,47.6963996887207,57436,0.0,0.0
2022-04-12 00:00:00+00:00,47.6963996887207,48.339813232421875,46.44327163696289,47.96697998046875,43901,0.0,0.0
2022-04-13 00:00:00+00:00,47.96697998046875,49.56586456298828,46.24583053588867,47.88911437988281,259336,0.0,0.0
2022-04-14 00:00:00+00:00,47.88911437988281,50.624786376953125,42.962833404541016,50.464725494384766,424374,0.0,0.0
2022-04-15 00:00:00+00:00,50.464725494384766,50.501888275146484,48.112178802490234,48.71977615356445,155165,0.0,0.0
2022-04-16 00:00:00+00:00,48.71977615356445,49.67537307739258,47.97397994995117,48.17014694213867,83523,0.0,0.0
2022-04-17 00:00:00+00:00,48.17014694213867,48.72465896606445,47.513511657714844,48.03042221069336,15741,0.0,0.0
2022-04-18 00:00:00+00:00,48.03042221069336,48.706565856933594,46.87482452392578,47.652671813964844,61229,0.0,0.0
2022-04-19 00:00:00+00:00,47.652671813964844,48.66774368286133,47.368003845214844,47.572906494140625,77359,0.0,0.0
2022-04-20 00:00:00+00:00,47.572906494140625,47.96818542480469,46.30076599121094,47.172386169433594,91259,0.0,0.0
2022-04-21 00:00:00+00:00,47.172386169433594,48.1284065246582,45.962440490722656,46.751861572265625,107520,0.0,0.0
2022-04-22 00:00:00+00:00,46.751861572265625,48.08761215209961,46.44422149658203,46.5947380065918,71718,0.0,0.0
2022-04-23 00:00:00+00:00,46.5947380065918,46.64810562133789,45.337589263916016,45.653743743896484,42128,0.0,0.0
2022-04-24 00:00:00+00:00,45.653743743896484,46.77878952026367,45.62472915649414,45.99317932128906,11276,0.0,0.0
2022-04-25 00:00:00+00:00,45.99317932128906,46.57046127319336,45.04749298095703,45.841041564941406,113929,0.0,0.0
2022-04-26 00:00:00+00:00,45.841041564941406,46.24632263183594,43.83921813964844,44.27573776245117,174614,0.0,0.0
2022-04-27 00:00:00+00:00,44.27573776245117,45.83939743041992,44.02716827392578,45.3369255065918,93283,0.0,0.0
2022-04-28 00:00:00+00:00,45.3369255065918,45.88987731933594,44.058284759521484,45.187049865722656,103726,0.0,0.0
2022-04-29 00:00:00+00:00,45.187049865722656,46.240203857421875,44.658382415771484,45.44485855102539,56312,0.0,0.0
2022-04-30 00:00:00+00:00,45.44485855102539,46.467201232910156,44.86435317993164,45.568363189697266,8962,0.0,0.0
2022-05-01 00:00:00+00:00,45.568363189697266,46.541099548339844,45.54781723022461,46.25733184814453,29080,0.0,0.0
2022-05-02 00:00:00+00:00,46.25733184814453,46.800777435302734,45.052825927734375,45.44710159301758,78576,0.0,0.0
2022-05-03 00:00:00+00:00,45.44710159301758,46.44630432128906,45.28140640258789,45.85051345825195,41039,0.0,0.0
