TIMESTAMP,GP25241_OPEN_PRICE_USD,GP25241_HIGH_PRICE_USD,GP25241_LOW_PRICE_USD,GP25241_CLOSE_PRICE_USD,GP25241_VOLUME_USD,GP25241_DIVIDENDS_USD,GP25241_STOCK_SPLITS_USD
2023-05-15 00:00:00+00:00,0.14461900293827057,0.14931200444698334,0.14322899281978607,0.14333200454711914,1878,0.0,0.0
2023-05-16 00:00:00+00:00,0.14328600466251373,0.1598770022392273,0.14322000741958618,0.15617099404335022,4959,0.0,0.0
2023-05-17 00:00:00+00:00,0.15616300702095032,0.17091000080108643,0.1559399962425232,0.1698089987039566,5433,0.0,0.0
2023-05-18 00:00:00+00:00,0.16986100375652313,0.17287200689315796,0.15492600202560425,0.15499000251293182,4083,0.0,0.0
2023-05-19 00:00:00+00:00,0.15498100221157074,0.15796099603176117,0.15032799541950226,0.15775300562381744,1719,0.0,0.0
2023-05-20 00:00:00+00:00,0.15775799751281738,0.1744370013475418,0.15397199988365173,0.17225299775600433,4961,0.0,0.0
2023-05-21 00:00:00+00:00,0.17227700352668762,0.1755950003862381,0.14818599820137024,0.14822599291801453,4266,0.0,0.0
2023-05-22 00:00:00+00:00,0.1482129991054535,0.15652599930763245,0.14817599952220917,0.15278400480747223,2602,0.0,0.0
2023-05-23 00:00:00+00:00,0.15278099477291107,0.15524199604988098,0.14792799949645996,0.1534550040960312,1884,0.0,0.0
2023-05-24 00:00:00+00:00,0.15351200103759766,0.1606460064649582,0.1490360051393509,0.1490360051393509,3212,0.0,0.0
2023-05-25 00:00:00+00:00,0.14919500052928925,0.15380999445915222,0.14549200236797333,0.14559300243854523,2358,0.0,0.0
2023-05-26 00:00:00+00:00,0.14559699594974518,0.1481200009584427,0.14419299364089966,0.14473199844360352,769,0.0,0.0
2023-05-27 00:00:00+00:00,0.14469300210475922,0.14830900728702545,0.1406569927930832,0.14078199863433838,1588,0.0,0.0
2023-05-28 00:00:00+00:00,0.140858992934227,0.14364400506019592,0.13439799845218658,0.13449600338935852,1798,0.0,0.0
2023-05-29 00:00:00+00:00,0.13446900248527527,0.14292499423027039,0.1327199935913086,0.1376439929008484,2693,0.0,0.0
2023-05-30 00:00:00+00:00,0.13765400648117065,0.14079199731349945,0.13371600210666656,0.13373999297618866,1464,0.0,0.0
2023-05-31 00:00:00+00:00,0.13373799622058868,0.13656699657440186,0.12951700389385223,0.12956300377845764,1274,0.0,0.0
2023-06-01 00:00:00+00:00,0.12959100306034088,0.13410599529743195,0.12679000198841095,0.1280529946088791,3295,0.0,0.0
2023-06-02 00:00:00+00:00,0.1280899941921234,0.1637060046195984,0.12633800506591797,0.15726299583911896,8581,0.0,0.0
2023-06-03 00:00:00+00:00,0.15725800395011902,0.16055800020694733,0.13785600662231445,0.13787899911403656,5062,0.0,0.0
2023-06-04 00:00:00+00:00,0.13792599737644196,0.1411760002374649,0.133092001080513,0.13357000052928925,2166,0.0,0.0
2023-06-05 00:00:00+00:00,0.1335809975862503,0.13577799499034882,0.12735800445079803,0.128029003739357,1876,0.0,0.0
2023-06-06 00:00:00+00:00,0.12770900130271912,0.1335729956626892,0.1265220046043396,0.13072000443935394,2495,0.0,0.0
2023-06-07 00:00:00+00:00,0.13072000443935394,0.13468100130558014,0.1278260052204132,0.1282220035791397,3467,0.0,0.0
2023-06-08 00:00:00+00:00,0.1282220035791397,0.1321370005607605,0.1263359934091568,0.12793399393558502,2757,0.0,0.0
2023-06-09 00:00:00+00:00,0.12787899374961853,0.13191699981689453,0.11829099804162979,0.11840099841356277,3146,0.0,0.0
2023-06-10 00:00:00+00:00,0.1183990016579628,0.12086799740791321,0.09485000371932983,0.10094600170850754,6318,0.0,0.0
2023-06-11 00:00:00+00:00,0.10093100368976593,0.10324899852275848,0.0946199968457222,0.09503600001335144,1468,0.0,0.0
2023-06-12 00:00:00+00:00,0.0950310006737709,0.09657300263643265,0.09221900254487991,0.09515900164842606,1583,0.0,0.0
2023-06-13 00:00:00+00:00,0.09515900164842606,0.09713000059127808,0.09309100359678268,0.0948060005903244,1569,0.0,0.0
2023-06-14 00:00:00+00:00,0.0947989970445633,0.09664099663496017,0.08908399939537048,0.0894550010561943,2356,0.0,0.0
2023-06-15 00:00:00+00:00,0.08936399966478348,0.09303200244903564,0.087909996509552,0.09295299649238586,1398,0.0,0.0
2023-06-16 00:00:00+00:00,0.09296199679374695,0.09627900272607803,0.08954499661922455,0.08957699686288834,1516,0.0,0.0
2023-06-17 00:00:00+00:00,0.08956100046634674,0.09660899639129639,0.08933799713850021,0.09224499762058258,1575,0.0,0.0
2023-06-18 00:00:00+00:00,0.09216900169849396,0.09504500031471252,0.09062299877405167,0.09086199849843979,2159,0.0,0.0
2023-06-19 00:00:00+00:00,0.09086199849843979,0.09143699705600739,0.08479999750852585,0.0865980014204979,3016,0.0,0.0
2023-06-20 00:00:00+00:00,0.08657000213861465,0.09323599934577942,0.08488699793815613,0.09211699664592743,2960,0.0,0.0
2023-06-21 00:00:00+00:00,0.09206599742174149,0.09214399755001068,0.08863600343465805,0.08942999690771103,582,0.0,0.0
2023-06-22 00:00:00+00:00,0.08910500258207321,0.08938299864530563,0.08376400172710419,0.08584500104188919,2526,0.0,0.0
2023-06-23 00:00:00+00:00,0.08584299683570862,0.09411200135946274,0.08573500066995621,0.08938799798488617,2247,0.0,0.0
2023-06-24 00:00:00+00:00,0.08939900249242783,0.08953800052404404,0.08341500163078308,0.08605699986219406,1961,0.0,0.0
2023-06-25 00:00:00+00:00,0.08605299890041351,0.08827400207519531,0.07971599698066711,0.0826290026307106,1975,0.0,0.0
2023-06-26 00:00:00+00:00,0.08262400329113007,0.0903720036149025,0.08093000203371048,0.0814799964427948,3861,0.0,0.0
2023-06-27 00:00:00+00:00,0.08150400221347809,0.08264199644327164,0.07719200104475021,0.08076599985361099,2939,0.0,0.0
2023-06-28 00:00:00+00:00,0.08076799660921097,0.08090899884700775,0.0752670019865036,0.07815100252628326,1855,0.0,0.0
2023-06-29 00:00:00+00:00,0.07815100252628326,0.08145099878311157,0.07385899871587753,0.07393799722194672,1883,0.0,0.0
2023-06-30 00:00:00+00:00,0.07389199733734131,0.07595899701118469,0.07046300172805786,0.07227899879217148,3032,0.0,0.0
2023-07-01 00:00:00+00:00,0.07226099818944931,0.08587100356817245,0.07044900208711624,0.08292199671268463,4140,0.0,0.0
2023-07-02 00:00:00+00:00,0.08297199755907059,0.08427199721336365,0.07970999926328659,0.08151700347661972,2066,0.0,0.0
2023-07-03 00:00:00+00:00,0.08148200064897537,0.10174600034952164,0.07999199628829956,0.09689799696207047,7460,0.0,0.0
2023-07-04 00:00:00+00:00,0.09687300026416779,0.09694799780845642,0.08730199933052063,0.08983000367879868,2943,0.0,0.0
2023-07-05 00:00:00+00:00,0.08983000367879868,0.08983000367879868,0.084818996489048,0.08486399799585342,1867,0.0,0.0
2023-07-06 00:00:00+00:00,0.08485200256109238,0.08804500102996826,0.08079499751329422,0.08085200190544128,2152,0.0,0.0
2023-07-07 00:00:00+00:00,0.08081900328397751,0.08536700159311295,0.08053500205278397,0.08414000272750854,3196,0.0,0.0
2023-07-08 00:00:00+00:00,0.08413200080394745,0.08714299649000168,0.08212699741125107,0.08548299968242645,3062,0.0,0.0
2023-07-09 00:00:00+00:00,0.08551599830389023,0.08645900338888168,0.08243799954652786,0.08612699806690216,2010,0.0,0.0
2023-07-10 00:00:00+00:00,0.08613599836826324,0.08837799727916718,0.08425399661064148,0.08444099873304367,1597,0.0,0.0
2023-07-11 00:00:00+00:00,0.08444099873304367,0.08526100218296051,0.0832189992070198,0.083685003221035,464,0.0,0.0
2023-07-12 00:00:00+00:00,0.0836929976940155,0.08560600131750107,0.08158600330352783,0.08166699856519699,1093,0.0,0.0
2023-07-13 00:00:00+00:00,0.08169099688529968,0.08653900027275085,0.08008500188589096,0.08295000344514847,4913,0.0,0.0
2023-07-14 00:00:00+00:00,0.08296799659729004,0.08569999784231186,0.07915499806404114,0.08092000335454941,7021,0.0,0.0
2023-07-15 00:00:00+00:00,0.08092000335454941,0.08160799741744995,0.07892099767923355,0.07892200350761414,738,0.0,0.0
2023-07-16 00:00:00+00:00,0.07895100116729736,0.0804930031299591,0.07638999819755554,0.07802800089120865,1148,0.0,0.0
2023-07-17 00:00:00+00:00,0.07802800089120865,0.07810100167989731,0.07491999864578247,0.07659699767827988,1031,0.0,0.0
2023-07-18 00:00:00+00:00,0.07666900008916855,0.07666900008916855,0.07331900298595428,0.07511399686336517,1429,0.0,0.0
