TIMESTAMP,NEOS_CLOSE_PRICE_USD,NEOS_OPEN_PRICE_USD,NEOS_HIGH_PRICE_USD,NEOS_LOW_PRICE_USD
2018-06-12,1.80379,1.89117,1.91564,1.78238
2018-06-13,1.66102,1.80423,1.82028,1.61757
2018-06-14,1.75205,1.66199,1.77496,1.65602
2018-06-15,1.71429,1.75541,2.29916,1.6014
2018-06-16,1.94134,1.72585,2.16241,1.70468
2018-06-17,1.97021,1.94138,2.09617,1.91332
2018-06-18,2.0262,1.97183,2.0531,1.91642
2018-06-19,1.9963,2.02689,2.06519,1.9751
2018-06-20,1.94698,1.99402,2.0185,1.91272
2018-06-21,1.93163,1.94688,1.9665,1.92671
2018-06-22,1.6704,1.93174,1.937,1.63209
2018-06-23,1.67641,1.67037,1.71402,1.65529
2018-06-24,1.61844,1.68167,1.73161,1.51852
2018-06-25,1.62076,1.61792,1.65504,1.5741
2018-06-26,1.62041,1.62182,1.82486,1.60618
2018-06-27,1.65485,1.61536,1.67745,1.61133
2018-06-28,1.54284,1.65499,1.66338,1.5352
2018-06-29,1.52348,1.54037,1.55331,1.43353
2018-06-30,1.56711,1.52525,1.60089,1.5002
2018-07-01,1.54465,1.56705,1.573,1.52654
2018-07-02,1.67621,1.54457,1.71547,2e-05
2018-07-03,1.61387,1.67754,1.68767,0.02179
2018-07-04,1.58666,1.61706,1.61973,1.54368
2018-07-05,1.66044,1.58666,1.76146,1.57065
2018-07-06,1.66707,1.65818,1.76988,1.61518
2018-07-07,1.79261,1.66239,1.80466,1.66123
2018-07-08,1.71915,1.79288,1.82906,1.71291
2018-07-09,1.69901,1.71817,1.74454,1.68253
2018-07-10,1.57698,1.69848,1.70435,1.56923
2018-07-11,1.58873,1.57763,1.63484,1.561
2018-07-12,1.54827,1.58768,1.60598,1.4978
2018-07-13,1.52379,1.54922,1.57021,1.44209
2018-07-14,1.53511,1.52369,1.54886,1.49373
2018-07-15,1.56762,1.53511,1.57534,1.52393
2018-07-16,1.65714,1.56775,1.66002,1.56399
2018-07-17,1.80192,1.65114,1.83712,1.63934
2018-07-18,1.89863,1.80209,1.90347,1.78355
2018-07-19,1.91315,1.90177,1.98491,1.85605
2018-07-20,1.55365,1.91318,1.92968,1.4993
2018-07-21,1.5671,1.55386,1.57706,1.53007
2018-07-22,1.49187,1.5671,1.58059,1.48144
2018-07-23,1.45655,1.49073,1.52756,1.45283
2018-07-24,1.51728,1.45751,1.54895,1.40382
2018-07-25,1.45028,1.5097,1.55013,1.41663
2018-07-26,1.45599,1.45153,1.51054,1.4507
2018-07-27,1.39176,1.45599,1.45756,1.39077
2018-07-28,1.29487,1.3918,1.43513,1.29219
2018-07-29,1.26121,1.29491,1.32027,1.22429
2018-07-30,1.19786,1.26121,1.35927,1.18463
2018-07-31,1.22867,1.19843,1.25662,1.00851
2018-08-01,1.06095,1.22869,1.25011,1.02074
2018-08-02,1.05445,1.06052,1.09581,1.02855
2018-08-03,0.9353,1.0533,1.0533,0.92229
2018-08-04,0.89406,0.96331,0.97919,0.8801
2018-08-05,0.90801,0.895,0.93642,0.87628
2018-08-06,0.88017,0.90688,0.94521,0.87006
2018-08-07,0.86181,0.88092,0.93358,0.85943
2018-08-08,0.88858,0.8613,0.91395,0.75017
2018-08-09,0.93038,0.88816,1.3363,0.88203
2018-08-10,0.82831,0.92964,0.958,0.81922
2018-08-11,0.89554,0.82863,0.95518,0.82102
2018-08-12,0.81134,0.89636,0.90754,0.80893
2018-08-13,1.04242,0.81145,2.26164,0.81084
2018-08-14,0.86671,1.04109,1.22184,0.83406
2018-08-15,0.88619,0.86711,1.13093,0.86711
2018-08-16,0.90667,0.88551,1.09914,0.84005
2018-08-17,1.05111,0.90609,1.06048,0.85805
2018-08-18,0.88787,1.05146,1.05146,0.88493
2018-08-19,0.90046,0.88802,0.96926,0.88094
2018-08-20,0.89022,0.90021,0.93642,0.85577
2018-08-21,0.84438,0.88962,0.90298,0.80583
2018-08-22,0.79572,0.84475,0.90003,0.76977
2018-08-23,0.80741,0.79654,0.82494,0.79517
2018-08-24,0.75142,0.80803,0.81874,0.70518
2018-08-25,0.85493,0.75162,1.02687,0.73478
2018-08-26,0.78164,0.85138,0.87759,0.77609
2018-08-27,0.79623,0.78053,0.79682,0.74594
2018-08-28,0.81271,0.7971,0.90265,0.77605
2018-08-29,0.83085,0.82873,0.86472,0.80145
2018-08-30,0.79342,0.82983,0.85158,0.76388
2018-08-31,0.82957,0.7925,0.83311,0.78845
2018-09-01,0.85369,0.82957,0.87086,0.79664
2018-09-02,0.85027,0.85365,0.87047,0.81467
2018-09-03,0.86174,0.85024,0.88758,0.83198
2018-09-04,0.98904,0.86125,1.02068,0.84422
2018-09-05,0.82861,1.0035,1.02057,0.82813
2018-09-06,0.77594,0.82861,0.83064,0.72986
2018-09-07,0.74425,0.77613,0.77767,0.74202
2018-09-08,0.77337,0.74425,0.78348,0.73409
2018-09-09,0.74982,0.77337,0.81715,0.74869
2018-09-10,0.76349,0.75043,0.79912,0.75043
2018-09-11,0.72454,0.76353,0.76937,0.72336
2018-09-12,0.72681,0.72478,0.74311,0.70473
2018-09-13,0.75473,0.72685,0.77998,0.72657
2018-09-14,0.75489,0.75479,0.77624,0.73175
2018-09-15,0.74234,0.75406,0.76384,0.72079
2018-09-16,0.73579,0.74176,0.74188,0.69923
2018-09-17,0.70494,0.73572,0.7403,0.70011
2018-09-18,0.47003,0.70494,0.71782,0.42414
2018-09-19,0.51319,0.47051,0.52512,0.42973
2018-09-20,0.47193,0.5134,0.51406,0.45306
2018-09-21,0.4548,0.47174,0.49147,0.43589
2018-09-22,0.43139,0.45415,0.49506,0.42773
2018-09-23,0.42421,0.43132,0.44583,0.42113
2018-09-24,0.42016,0.42418,0.46595,0.40919
2018-09-25,0.41826,0.42019,0.42661,0.40477
2018-09-26,0.4122,0.41879,0.42801,0.40094
2018-09-27,0.42097,0.41223,0.43217,0.40719
2018-09-28,0.42415,0.4219,0.43551,0.41389
2018-09-29,0.41844,0.42415,0.42415,0.40747
2018-09-30,0.42934,0.41844,0.44426,0.40922
2018-10-01,0.45463,0.42934,0.49632,0.42934
2018-10-02,0.41989,0.45481,0.45682,0.41904
2018-10-03,0.42735,0.4193,0.44524,0.41283
2018-10-04,0.43882,0.4276,0.44929,0.4271
2018-10-05,0.43327,0.43882,0.45056,0.42421
2018-10-06,0.38786,0.43327,0.43349,0.36769
2018-10-07,0.38662,0.3878,0.40172,0.38432
2018-10-08,0.41471,0.38662,0.41551,0.37892
2018-10-09,0.39192,0.41471,0.41508,0.38871
2018-10-10,0.46365,0.39192,0.63707,0.38403
2018-10-11,0.399,0.46332,0.46332,0.39475
2018-10-12,0.42695,0.39878,0.43808,0.39526
2018-10-13,0.39287,0.42665,0.4287,0.39231
2018-10-14,0.40371,0.39287,0.40988,0.39014
2018-10-15,0.41851,0.40383,0.47335,0.39642
2018-10-16,0.39828,0.41851,0.43519,0.39548
2018-10-17,0.411,0.39806,0.44476,0.39531
2018-10-18,0.40506,0.41102,0.45138,0.39814
2018-10-19,0.39045,0.40506,0.40895,0.38725
2018-10-20,0.39849,0.39048,0.40315,0.38981
2018-10-21,0.39736,0.39856,0.40044,0.39388
2018-10-22,0.38244,0.39753,0.39753,0.38124
2018-10-23,0.32583,0.38244,0.38897,0.30229
2018-10-24,0.35228,0.32767,0.36203,0.32533
2018-10-25,0.35506,0.35228,0.37604,0.34867
2018-10-26,0.35139,0.35513,0.3718,0.33829
2018-10-27,0.34058,0.3514,0.35832,0.33545
2018-10-28,0.34498,0.34061,0.35278,0.33674
2018-10-29,0.32947,0.34498,0.35548,0.32638
2018-10-30,0.32809,0.32947,0.33134,0.32772
2018-10-31,0.32074,0.32809,0.32874,0.30319
2018-11-01,0.31215,0.31966,0.32844,0.3098
2018-11-02,0.32903,0.31215,0.33543,0.27291
2018-11-03,0.31476,0.32922,0.33256,0.31415
2018-11-04,0.29157,0.31486,0.31537,0.28071
2018-11-05,0.29407,0.29157,0.30207,0.28406
2018-11-06,0.28745,0.29407,0.29863,0.27324
2018-11-07,0.30257,0.28742,0.3106,0.28304
2018-11-08,0.28931,0.30259,0.30317,0.28761
2018-11-09,0.28505,0.28931,0.2904,0.28387
2018-11-10,0.28326,0.28505,0.28755,0.27717
2018-11-11,0.2748,0.28326,0.28692,0.27016
2018-11-12,0.28415,0.27436,0.28956,0.27245
2018-11-13,0.28305,0.28434,0.28551,0.27229
2018-11-14,0.23262,0.28248,0.28414,0.22674
2018-11-15,0.21511,0.23408,0.23423,0.19266
2018-11-16,0.21094,0.21511,0.2292,0.20701
2018-11-17,0.21148,0.21094,0.21371,0.20627
2018-11-18,0.21226,0.21148,0.21655,0.19728
2018-11-19,0.17626,0.21229,0.21254,0.16713
2018-11-20,0.1236,0.17626,0.18252,0.11534
2018-11-21,0.13495,0.12397,0.16365,0.12315
2018-11-22,0.14143,0.13479,0.15698,0.13364
2018-11-23,0.13775,0.14069,0.14235,0.13444
2018-11-24,0.1357,0.13775,0.15041,0.12416
2018-11-25,0.17868,0.13576,0.23269,0.13576
2018-11-26,0.14689,0.17838,0.22023,0.13786
2018-11-27,0.15668,0.14689,0.16826,0.13964
2018-11-28,0.1876,0.15662,0.19697,0.15662
2018-11-29,0.17905,0.1876,0.19045,0.17013
2018-11-30,0.16989,0.17951,0.18743,0.15989
2018-12-01,0.19617,0.16989,0.20782,0.16741
2018-12-02,0.21008,0.19615,0.22071,0.18468
2018-12-03,0.20388,0.21075,0.22683,0.191
2018-12-04,0.22336,0.20327,0.23553,0.19788
2018-12-05,0.19903,0.22376,0.24089,0.19277
2018-12-06,0.16357,0.19924,0.2048,0.16241
2018-12-07,0.15324,0.16321,0.16401,0.14027
2018-12-08,0.1597,0.15329,0.1711,0.15177
2018-12-09,0.16859,0.15969,0.17467,0.15928
2018-12-10,0.16586,0.16843,0.17109,0.16113
2018-12-11,0.16207,0.16583,0.16702,0.15964
2018-12-12,0.14836,0.16154,0.16252,0.14452
2018-12-13,0.12293,0.1483,0.14977,0.10981
2018-12-14,0.11967,0.12304,0.12527,0.11691
2018-12-15,0.11446,0.11969,0.12083,0.09563
2018-12-16,0.13624,0.11439,0.16115,0.11414
2018-12-17,0.15455,0.13693,0.15659,0.13052
2018-12-18,0.14655,0.1546,0.15592,0.13431
2018-12-19,0.1429,0.1467,0.15742,0.13888
2018-12-20,0.18873,0.14281,0.20159,0.14196
2018-12-21,0.164,0.18858,0.20494,0.1542
2018-12-22,0.17023,0.16418,0.17078,0.15518
2018-12-23,0.1811,0.17061,0.18187,0.16275
2018-12-24,0.17237,0.18116,0.19831,0.16366
2018-12-25,0.16168,0.17977,0.18025,0.14849
2018-12-26,0.13615,0.1619,0.16538,0.1341
2018-12-27,0.14062,0.13623,0.16029,0.13546
2018-12-28,0.16361,0.14062,0.1829,0.13609
2018-12-29,0.16977,0.16369,0.19968,0.16084
2018-12-30,0.17349,0.17,0.1804,0.15648
2018-12-31,0.18172,0.17371,0.18214,0.1691
2019-01-01,0.17669,0.18198,0.19323,0.16807
2019-01-02,0.17636,0.17713,0.1796,0.16604
2019-01-03,0.16024,0.17632,0.17652,0.15011
2019-01-04,0.15904,0.16034,0.16441,0.15032
2019-01-05,0.14677,0.15873,0.16184,0.14221
2019-01-06,0.15116,0.14675,0.2974,0.14388
2019-01-07,0.1479,0.15112,0.15207,0.14557
2019-01-08,0.14592,0.1479,0.16068,0.14567
2019-01-09,0.1528,0.14595,0.15365,0.14591
2019-01-10,0.13435,0.1528,0.15416,0.13249
2019-01-11,0.13444,0.13435,0.13705,0.12753
2019-01-12,0.13963,0.13459,0.15061,0.1306
2019-01-13,0.13579,0.13963,0.14352,0.13467
2019-01-14,0.1541,0.13578,0.15587,0.1352
2019-01-15,0.14923,0.15411,0.15516,0.1438
2019-01-16,0.14969,0.14937,0.15143,0.14662
2019-01-17,0.15079,0.14998,0.15134,0.14585
2019-01-18,0.14958,0.15081,0.15634,0.14845
2019-01-19,0.15295,0.14958,0.15583,0.14756
2019-01-20,0.15528,0.15287,0.1563,0.14447
2019-01-21,0.15579,0.15538,0.15731,0.15426
2019-01-22,0.15186,0.15574,0.15828,0.14384
2019-01-23,0.15802,0.15186,0.16043,0.15148
2019-01-24,0.16181,0.15807,0.16225,0.15309
2019-01-25,0.15458,0.1617,0.16263,0.15318
2019-01-26,0.15236,0.15458,0.16132,0.14832
2019-01-27,0.15085,0.15245,0.15878,0.14966
2019-01-28,0.14213,0.15075,0.15151,0.142
2019-01-29,0.13929,0.14213,0.14256,0.13745
2019-01-30,0.13917,0.13929,0.14079,0.13801
2019-01-31,0.1364,0.13917,0.14066,0.13623
2019-02-01,0.12968,0.13649,0.13677,0.12811
2019-02-02,0.13019,0.12957,0.13121,0.12824
2019-02-03,0.12872,0.13038,0.13258,0.12421
2019-02-04,0.12669,0.12872,0.1295,0.12667
2019-02-05,0.12536,0.12669,0.12681,0.12281
2019-02-06,0.12073,0.12539,0.12568,0.11636
2019-02-07,0.12439,0.12073,0.125,0.12051
2019-02-08,0.13723,0.12447,0.13732,0.12442
2019-02-09,0.13393,0.13723,0.13754,0.13177
2019-02-10,0.13675,0.13393,0.13768,0.1304
2019-02-11,0.13318,0.13677,0.13684,0.13295
2019-02-12,0.13729,0.1332,0.13924,0.13189
2019-02-13,0.13648,0.13733,0.13884,0.1358
2019-02-14,0.13715,0.13638,0.14114,0.13515
2019-02-15,0.13046,0.13704,0.13896,0.13014
2019-02-16,0.12697,0.13065,0.133,0.12685
2019-02-17,0.12929,0.12697,0.13134,0.12697
2019-02-18,0.13783,0.12926,0.13905,0.1289
2019-02-19,0.14389,0.13779,0.14802,0.13668
2019-02-20,0.14364,0.14374,0.14603,0.1417
2019-02-21,0.144,0.14343,0.14717,0.14044
2019-02-22,0.14609,0.14399,0.14951,0.14221
2019-02-23,0.1342,0.14518,0.1467,0.12326
2019-02-24,0.11504,0.13418,0.14601,0.11408
2019-02-25,0.11114,0.11492,0.11619,0.10419
2019-02-26,0.10734,0.11103,0.11256,0.10379
2019-02-27,0.11195,0.10726,0.11749,0.10662
2019-02-28,0.11279,0.11199,0.11316,0.10914
2019-03-01,0.11342,0.11273,0.11431,0.11272
2019-03-02,0.1161,0.11336,0.11616,0.10838
2019-03-03,0.11003,0.1161,0.11721,0.10628
2019-03-04,0.11039,0.11012,0.11222,0.10688
2019-03-05,0.11459,0.11039,0.11829,0.10852
2019-03-06,0.11779,0.11462,0.12532,0.11323
2019-03-07,0.11577,0.11779,0.11842,0.11508
2019-03-08,0.13445,0.11576,0.14131,0.11516
2019-03-09,0.1373,0.13335,0.14159,0.12478
2019-03-10,0.12606,0.13733,0.13849,0.12288
2019-03-11,0.12458,0.12602,0.12898,0.11769
2019-03-12,0.12449,0.1245,0.12533,0.12084
2019-03-13,0.12177,0.12452,0.12459,0.11644
2019-03-14,0.12227,0.12172,0.12983,0.11788
2019-03-15,0.12736,0.12219,0.12795,0.12206
2019-03-16,0.1284,0.12736,0.12972,0.12371
2019-03-17,0.12189,0.12834,0.12835,0.11574
2019-03-18,0.11891,0.12189,0.12337,0.11638
2019-03-19,0.11996,0.11891,0.12277,0.11428
2019-03-20,0.11616,0.11987,0.12251,0.11506
2019-03-21,0.11965,0.11616,0.11983,0.11555
2019-03-22,0.1165,0.11965,0.12141,0.11485
2019-03-23,0.11712,0.1164,0.12077,0.11493
2019-03-24,0.11617,0.11712,0.11712,0.1138
2019-03-25,0.11235,0.11617,0.11924,0.11154
2019-03-26,0.12466,0.11245,0.12809,0.11244
2019-03-27,0.11953,0.12472,0.13726,0.11314
2019-03-28,0.121,0.11953,0.12225,0.11265
2019-03-29,0.12351,0.12102,0.12397,0.11502
2019-03-30,0.1187,0.12353,0.12519,0.11725
2019-03-31,0.12232,0.1187,0.12491,0.11761
2019-04-01,0.12126,0.12232,0.12586,0.1163
2019-04-02,0.12701,0.12121,0.14672,0.11707
2019-04-03,0.12382,0.12681,0.13419,0.11785
2019-04-04,0.12574,0.12381,0.12891,0.11987
2019-04-05,0.1252,0.12618,0.13151,0.12363
2019-04-06,0.13338,0.12517,0.13819,0.1168
2019-04-07,0.14528,0.13374,0.1464,0.13093
2019-04-08,0.14975,0.14509,0.15018,0.1375
2019-04-09,0.1498,0.14952,0.15564,0.14298
2019-04-10,0.14453,0.14969,0.15636,0.14368
2019-04-11,0.13537,0.14451,0.14622,0.12707
2019-04-12,0.13649,0.13521,0.13833,0.13085
2019-04-13,0.1309,0.13642,0.13983,0.13021
2019-04-14,0.14077,0.13078,0.14387,0.13078
2019-04-15,0.13221,0.14074,0.14492,0.12901
2019-04-16,0.13418,0.13164,0.1381,0.1282
2019-04-17,0.12795,0.13404,0.13653,0.12052
2019-04-18,0.1274,0.12795,0.13047,0.12173
2019-04-19,0.11434,0.12742,0.12742,0.10617
2019-04-20,0.11812,0.11425,0.12095,0.10917
2019-04-21,0.114,0.11812,0.11925,0.10898
2019-04-22,0.11388,0.11396,0.11561,0.11004
2019-04-23,0.12658,0.11388,0.13087,0.11342
2019-04-24,0.10915,0.12636,0.13865,0.10802
2019-04-25,0.10883,0.10914,0.11687,0.10667
2019-04-26,0.11731,0.10861,0.1211,0.10756
2019-04-27,0.11537,0.11731,0.12438,0.11273
2019-04-28,0.11177,0.11573,0.11793,0.11025
2019-04-29,0.11385,0.11163,0.11393,0.1087
2019-04-30,0.10835,0.11385,0.11421,0.10234
2019-05-01,0.10972,0.10838,0.11109,0.10545
2019-05-02,0.11721,0.10972,0.11732,0.10689
2019-05-03,0.11947,0.11721,0.12067,0.11047
2019-05-04,0.11868,0.11948,0.12236,0.11471
2019-05-05,0.10796,0.11867,0.11937,0.10379
2019-05-06,0.10691,0.1038,0.11204,0.09795
2019-05-07,0.08706,0.10689,0.10989,0.08686
2019-05-08,0.09527,0.08686,0.10149,0.08581
2019-05-09,0.08787,0.09483,0.10387,0.08313
2019-05-10,0.10221,0.08769,0.1026,0.08636
2019-05-11,0.09732,0.10221,0.10277,0.08704
2019-05-12,0.08874,0.09677,0.09776,0.08132
2019-05-13,0.10696,0.0887,0.11553,0.08577
2019-05-14,0.127,0.10699,0.13217,0.10618
2019-05-15,0.11644,0.12709,0.13663,0.115
2019-05-16,0.12418,0.1164,0.13193,0.11605
2019-05-17,0.10837,0.12416,0.12494,0.10108
2019-05-18,0.11609,0.10811,0.11897,0.10071
2019-05-19,0.12964,0.11663,0.13065,0.11325
2019-05-20,0.12369,0.12954,0.15098,0.11339
2019-05-21,0.11115,0.12379,0.13372,0.10246
2019-05-22,0.10876,0.11106,0.11889,0.1072
2019-05-23,0.10395,0.10847,0.11176,0.09392
2019-05-24,0.04436,0.10408,0.13051,0.04063
2019-05-25,0.04088,0.04425,0.04944,0.02929
2019-05-26,0.04081,0.04084,0.04497,0.03436
2019-05-27,0.03606,0.04084,0.05153,0.0338
2019-05-28,0.041,0.03606,0.04744,0.03494
2019-05-29,0.04945,0.04098,0.05284,0.04041
2019-05-30,0.04805,0.04935,0.05273,0.04058
2019-05-31,0.04808,0.04805,0.05373,0.03989
2019-06-01,0.049,0.04808,0.05597,0.04289
2019-06-02,0.05143,0.04902,0.05827,0.0444
2019-06-03,0.04634,0.05143,0.05143,0.04597
2019-06-04,0.03334,0.04612,0.04612,0.03254
2019-06-05,0.03408,0.03331,0.03716,0.03227
2019-06-06,0.03458,0.03398,0.03774,0.03349
2019-06-07,0.0308,0.03459,0.04469,0.02822
2019-06-08,0.03048,0.03073,0.03101,0.03
2019-06-09,0.02936,0.03047,0.03061,0.02885
2019-06-10,0.03084,0.02931,0.03093,0.02893
2019-06-11,0.03039,0.03084,0.03095,0.02971
2019-06-12,0.03142,0.0304,0.03168,0.03008
2019-06-13,0.03163,0.03143,0.03204,0.031
2019-06-14,0.03341,0.03163,0.0335,0.03143
2019-06-15,0.03402,0.03341,0.03414,0.03311
2019-06-16,0.03459,0.03405,0.0361,0.03384
2019-06-17,0.03593,0.03455,0.03649,0.03455
2019-06-18,0.03497,0.03596,0.03603,0.03442
2019-06-19,0.03578,0.03496,0.03589,0.03484
2019-06-20,0.03677,0.03578,0.03699,0.03553
2019-06-21,0.03931,0.03675,0.03931,0.03675
2019-06-22,0.04137,0.03936,0.04304,0.03885
2019-06-23,0.04198,0.04133,0.04371,0.04072
2019-06-24,0.0425,0.04194,0.04279,0.04061
2019-06-25,0.04517,0.04256,0.04528,0.04251
2019-06-26,0.05048,0.04515,0.05367,0.04504
2019-06-27,0.04352,0.05032,0.05178,0.0405
2019-06-28,0.04782,0.04358,0.04797,0.04241
2019-06-29,0.04575,0.04779,0.04783,0.0443
2019-06-30,0.0415,0.04573,0.04683,0.04144
2019-07-01,0.04084,0.0417,0.04333,0.03862
2019-07-02,0.04161,0.04085,0.04201,0.03745
2019-07-03,0.04595,0.04169,0.0461,0.04169
2019-07-04,0.04291,0.04603,0.04613,0.04269
2019-07-05,0.04204,0.04294,0.04378,0.04162
2019-07-06,0.04328,0.04214,0.04477,0.04214
2019-07-07,0.04395,0.04329,0.04429,0.04272
2019-07-08,0.04716,0.0439,0.04743,0.04346
2019-07-09,0.04833,0.04707,0.04913,0.04645
2019-07-10,0.04654,0.04826,0.05047,0.04455
2019-07-11,0.0436,0.04654,0.04654,0.04231
2019-07-12,0.04522,0.04361,0.04559,0.04274
2019-07-13,0.04375,0.04522,0.04535,0.04166
2019-07-14,0.03917,0.04372,0.04403,0.03886
2019-07-15,0.04177,0.0391,0.04256,0.03807
2019-07-16,0.03624,0.04168,0.04239,0.03605
2019-07-17,0.0371,0.03628,0.03828,0.03484
2019-07-18,0.04086,0.03716,0.04142,0.03567
2019-07-19,0.0404,0.0409,0.04126,0.03892
2019-07-20,0.04121,0.04036,0.0425,0.03996
2019-07-21,0.04067,0.0413,0.04155,0.03962
2019-07-22,0.03978,0.04075,0.04104,0.03891
2019-07-23,0.03799,0.03976,0.03976,0.03787
2019-07-24,0.03751,0.03791,0.03818,0.03675
2019-07-25,0.03797,0.03752,0.03911,0.03741
2019-07-26,0.03778,0.03799,0.03799,0.03707
2019-07-27,0.03648,0.03777,0.03906,0.03593
2019-07-28,0.03665,0.03647,0.03686,0.03535
2019-07-29,0.03658,0.03671,0.03734,0.03613
2019-07-30,0.03682,0.03656,0.03734,0.03616
2019-07-31,0.03877,0.03682,0.0388,0.03675
2019-08-01,0.03989,0.03882,0.04024,0.03803
2019-08-02,0.04044,0.03989,0.04099,0.03968
2019-08-03,0.04158,0.04045,0.04191,0.04038
2019-08-04,0.04202,0.04159,0.04238,0.04059
2019-08-05,0.04538,0.04201,0.04587,0.04201
2019-08-06,0.04418,0.04544,0.04726,0.04318
2019-08-07,0.04595,0.04413,0.04663,0.04387
2019-08-08,0.04624,0.04616,0.04633,0.04438
2019-08-09,0.04565,0.04628,0.0463,0.04499
2019-08-10,0.04351,0.04568,0.04598,0.04334
2019-08-11,0.04455,0.04349,0.04455,0.04285
2019-08-12,0.04378,0.04445,0.04445,0.0433
2019-08-13,0.04186,0.04381,0.044,0.04154
2019-08-14,0.03856,0.04189,0.04189,0.03827
2019-08-15,0.0397,0.03866,0.04025,0.03669
2019-08-16,0.03988,0.03968,0.04063,0.03771
2019-08-17,0.03934,0.03987,0.0403,0.03857
2019-08-18,0.03977,0.03934,0.04047,0.03881
2019-08-19,0.04209,0.03968,0.04211,0.03953
2019-08-20,0.04143,0.04217,0.04222,0.04074
2019-08-21,0.039,0.04155,0.04162,0.03799
2019-08-22,0.03891,0.03902,0.03938,0.03768
2019-08-23,0.04002,0.0389,0.04021,0.03871
2019-08-24,0.03903,0.04002,0.04009,0.03807
2019-08-25,0.03896,0.03904,0.03973,0.03798
2019-08-26,0.03989,0.03901,0.04082,0.03901
2019-08-27,0.03917,0.0399,0.03996,0.03859
2019-08-28,0.03745,0.03917,0.03958,0.03695
2019-08-29,0.03654,0.03738,0.03738,0.03602
2019-08-30,0.03689,0.03656,0.0373,0.0361
2019-08-31,0.037,0.03691,0.03731,0.03642
2019-09-01,0.03759,0.037,0.03782,0.0368
2019-09-02,0.03995,0.0376,0.04025,0.03751
2019-09-03,0.04092,0.03999,0.04138,0.03963
2019-09-04,0.0407,0.04092,0.04166,0.04003
2019-09-05,0.04069,0.04078,0.041,0.04034
2019-09-06,0.03968,0.04068,0.04203,0.03936
2019-09-07,0.04032,0.03962,0.04064,0.03962
2019-09-08,0.04009,0.04033,0.04075,0.03963
2019-09-09,0.03967,0.04004,0.04054,0.03891
2019-09-10,0.03892,0.03966,0.03997,0.03833
2019-09-11,0.03912,0.03889,0.03936,0.03806
2019-09-12,0.04017,0.03912,0.04033,0.03871
2019-09-13,0.03987,0.04023,0.04026,0.03915
2019-09-14,0.03991,0.03991,0.04025,0.03955
2019-09-15,0.03968,0.03991,0.03999,0.03956
2019-09-16,0.03959,0.03968,0.03997,0.03883
2019-09-17,0.0393,0.03957,0.03963,0.03911
2019-09-18,0.03916,0.03927,0.03951,0.03891
2019-09-19,0.03961,0.03916,0.03991,0.03712
2019-09-20,0.03921,0.03966,0.03972,0.03886
2019-09-21,0.0385,0.03921,0.03921,0.03837
2019-09-22,0.03867,0.0385,0.03884,0.03801
2019-09-23,0.03729,0.03868,0.03874,0.0371
2019-09-24,0.03287,0.03732,0.03762,0.03121
2019-09-25,0.03255,0.03285,0.03369,0.03183
