TIMESTAMP,MONKE31153_OPEN_PRICE_USD,MONKE31153_HIGH_PRICE_USD,MONKE31153_LOW_PRICE_USD,MONKE31153_CLOSE_PRICE_USD,MONKE31153_VOLUME_USD,MONKE31153_DIVIDENDS_USD,MONKE31153_STOCK_SPLITS_USD
2024-05-09 00:00:00+00:00,,,,0.0,105514,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,73742,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,98268,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,46066,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,63978,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,44558,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,30505,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,25541,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,13246,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,9306,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,16447,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,13453,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,8251,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,8223,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,60591,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,18423,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,54303,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,31894,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,36270,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,14064,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,25663,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,18689,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,23290,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,29220,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,78221,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,47757,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,103058,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,39100,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,20496,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,10085,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,8818,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,10743,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,11791,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,13905,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,15182,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,21218,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,18392,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,4961,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,12672,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,3474,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,33245,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,20257,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,58293,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,44077,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,9538,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,27251,0.0,0.0
