TIMESTAMP,ARIO_OPEN_PRICE_USD,ARIO_HIGH_PRICE_USD,ARIO_LOW_PRICE_USD,ARIO_CLOSE_PRICE_USD,ARIO_VOLUME_USD,ARIO_DIVIDENDS_USD,ARIO_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.028774000704288483,0.028801999986171722,0.028366999700665474,0.028690999373793602,379480,0.0,0.0
2025-04-02 00:00:00+00:00,0.028690999373793602,0.028692999854683876,0.02776399999856949,0.02787500061094761,675423,0.0,0.0
2025-04-03 00:00:00+00:00,0.02787500061094761,0.028192000463604927,0.02772199921309948,0.027845999225974083,466287,0.0,0.0
2025-04-04 00:00:00+00:00,0.027845999225974083,0.028877999633550644,0.02764900028705597,0.02776299975812435,606209,0.0,0.0
2025-04-05 00:00:00+00:00,0.02776299975812435,0.027799999341368675,0.027357999235391617,0.027360999956727028,254186,0.0,0.0
2025-04-06 00:00:00+00:00,0.027360999956727028,0.02738099917769432,0.026270000264048576,0.026288999244570732,468881,0.0,0.0
2025-04-07 00:00:00+00:00,0.026288999244570732,0.026311999186873436,0.02556000091135502,0.02569199912250042,1107758,0.0,0.0
2025-04-08 00:00:00+00:00,0.02569199912250042,0.025707000866532326,0.025124000385403633,0.025129999965429306,550902,0.0,0.0
2025-04-09 00:00:00+00:00,0.025129999965429306,0.03462899848818779,0.02303300052881241,0.024230999872088432,1051484,0.0,0.0
2025-04-10 00:00:00+00:00,0.024230999872088432,0.03306499868631363,0.023912999778985977,0.027027999982237816,580904,0.0,0.0
2025-04-11 00:00:00+00:00,0.027027999982237816,0.02752700075507164,0.027007000520825386,0.027512000873684883,617328,0.0,0.0
2025-04-12 00:00:00+00:00,0.027512000873684883,0.028449999168515205,0.02712400071322918,0.027148999273777008,638602,0.0,0.0
2025-04-13 00:00:00+00:00,0.027148999273777008,0.027174999937415123,0.02618899941444397,0.026232000440359116,558083,0.0,0.0
2025-04-14 00:00:00+00:00,0.026232000440359116,0.02623699977993965,0.02119399979710579,0.0211970005184412,884003,0.0,0.0
