TIMESTAMP,DINU30977_OPEN_PRICE_USD,DINU30977_HIGH_PRICE_USD,DINU30977_LOW_PRICE_USD,DINU30977_CLOSE_PRICE_USD,DINU30977_VOLUME_USD,DINU30977_DIVIDENDS_USD,DINU30977_STOCK_SPLITS_USD
2024-04-29 00:00:00+00:00,,,,0.0,57749,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,60317,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,58266,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,38393,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,61185,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,86542,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,28849,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,37948,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,44171,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,40045,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,26740,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,33407,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,32009,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,13568,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,44231,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,100991,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,205478,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,54848,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,58223,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,49862,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,27811,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,25734,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,33037,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,21267,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,18930,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,34726,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,24259,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,24182,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,27987,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,29370,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,23479,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,21310,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,11181,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,15075,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,51759,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,34393,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,22356,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,26546,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,15677,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,20495,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,15533,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,22231,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,17389,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,20364,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,27412,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,29967,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,18557,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,18135,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,19110,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,18101,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,22831,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,22200,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,6200,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,19570,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,28960,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,20182,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,7818,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,15346,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,34085,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,26678,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,22484,0.0,0.0
