TIMESTAMP,SYNTH35197_OPEN_PRICE_USD,SYNTH35197_HIGH_PRICE_USD,SYNTH35197_LOW_PRICE_USD,SYNTH35197_CLOSE_PRICE_USD,SYNTH35197_VOLUME_USD,SYNTH35197_DIVIDENDS_USD,SYNTH35197_STOCK_SPLITS_USD
2025-03-05 00:00:00+00:00,0.007203000131994486,0.00749799981713295,0.006438999902456999,0.006531999912112951,500640,0.0,0.0
2025-03-06 00:00:00+00:00,0.006523000076413155,0.007439999841153622,0.006271999794989824,0.0063229999504983425,593645,0.0,0.0
2025-03-07 00:00:00+00:00,0.00633700005710125,0.006630999967455864,0.005348000209778547,0.006016000173985958,646931,0.0,0.0
2025-03-08 00:00:00+00:00,0.006016999948769808,0.006244000047445297,0.005224999971687794,0.005386999808251858,529615,0.0,0.0
2025-03-09 00:00:00+00:00,0.005386999808251858,0.005696000065654516,0.004463000223040581,0.004519000183790922,524825,0.0,0.0
2025-03-10 00:00:00+00:00,0.004521000199019909,0.004803000018000603,0.0041600000113248825,0.004377000033855438,413831,0.0,0.0
2025-03-11 00:00:00+00:00,0.004379000049084425,0.005309999920427799,0.004166000057011843,0.005241999868303537,509252,0.0,0.0
2025-03-12 00:00:00+00:00,0.005241999868303537,0.005272999871522188,0.004248000215739012,0.004902000073343515,511823,0.0,0.0
2025-03-13 00:00:00+00:00,0.004902000073343515,0.005617000162601471,0.004631999880075455,0.005336000118404627,474910,0.0,0.0
2025-03-14 00:00:00+00:00,0.005336000118404627,0.0057219997979700565,0.004778000060468912,0.005266999825835228,468460,0.0,0.0
2025-03-15 00:00:00+00:00,0.005266999825835228,0.005543999839574099,0.004772000014781952,0.00508200004696846,511451,0.0,0.0
2025-03-16 00:00:00+00:00,0.00508200004696846,0.006105999927967787,0.004896999802440405,0.005772000178694725,500630,0.0,0.0
2025-03-17 00:00:00+00:00,0.005772999953478575,0.007327000144869089,0.005642999894917011,0.006717999931424856,581152,0.0,0.0
2025-03-18 00:00:00+00:00,0.006719000171869993,0.0067529999651014805,0.005127000156790018,0.005415999796241522,557086,0.0,0.0
