TIMESTAMP,NXTT_OPEN_PRICE_USD,NXTT_HIGH_PRICE_USD,NXTT_LOW_PRICE_USD,NXTT_CLOSE_PRICE_USD,NXTT_VOLUME_USD,NXTT_DIVIDENDS_USD,NXTT_STOCK_SPLITS_USD
2022-02-01 00:00:00+00:00,0.00495600001886487,0.005452000070363283,0.004803000018000603,0.0050039999186992645,0,0.0,0.0
2022-02-02 00:00:00+00:00,0.0050039999186992645,0.005425000097602606,0.004749999847263098,0.005036999937146902,0,0.0,0.0
2022-02-03 00:00:00+00:00,0.005036999937146902,0.00508299982175231,0.004114000126719475,0.004550000187009573,0,0.0,0.0
2022-02-04 00:00:00+00:00,0.004550000187009573,0.005516999866813421,0.004476000089198351,0.005144000053405762,0,0.0,0.0
2022-02-05 00:00:00+00:00,0.005144000053405762,0.005696000065654516,0.005140999797731638,0.005423999857157469,0,0.0,0.0
2022-02-06 00:00:00+00:00,0.005404999945312738,0.0056039998307824135,0.004978999961167574,0.00533499987795949,0,0.0,0.0
2022-02-07 00:00:00+00:00,0.00533499987795949,0.006184000056236982,0.005133000202476978,0.00559999980032444,0,0.0,0.0
2022-02-08 00:00:00+00:00,0.00559999980032444,0.005876000039279461,0.005197000224143267,0.005729000084102154,0,0.0,0.0
2022-02-09 00:00:00+00:00,0.005729000084102154,0.006426000036299229,0.005499000195413828,0.0064119999296963215,0,0.0,0.0
2022-02-10 00:00:00+00:00,0.0064119999296963215,0.007414000108838081,0.006008999887853861,0.007009000051766634,0,0.0,0.0
2022-02-11 00:00:00+00:00,0.007009000051766634,0.008124000392854214,0.006905000191181898,0.007337000221014023,0,0.0,0.0
2022-02-12 00:00:00+00:00,0.007337000221014023,0.007716000080108643,0.006787999998778105,0.007373000029474497,0,0.0,0.0
2022-02-13 00:00:00+00:00,0.007373000029474497,0.007757000159472227,0.007038999814540148,0.007298999931663275,0,0.0,0.0
2022-02-14 00:00:00+00:00,0.007298999931663275,0.00748499995097518,0.006984999869018793,0.007201999891549349,0,0.0,0.0
2022-02-15 00:00:00+00:00,0.007199999876320362,0.00774399982765317,0.007075000088661909,0.007689999882131815,0,0.0,0.0
2022-02-16 00:00:00+00:00,0.007689999882131815,0.012020000256597996,0.007197000086307526,0.01169699989259243,0,0.0,0.0
