TIMESTAMP,KINGNEIRO_OPEN_PRICE_USD,KINGNEIRO_HIGH_PRICE_USD,KINGNEIRO_LOW_PRICE_USD,KINGNEIRO_CLOSE_PRICE_USD,KINGNEIRO_VOLUME_USD,KINGNEIRO_DIVIDENDS_USD,KINGNEIRO_STOCK_SPLITS_USD
2024-12-17 00:00:00+00:00,,,,0.0,368,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,131,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,190,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,426,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,209,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,188,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,720,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,56,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,601,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,805,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,98,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,55,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,257,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,2646,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,93,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-06-01 00:00:00+00:00,1.5280000030017116e-15,1.6720000509579157e-15,1.5260000523341258e-15,1.6717964454132195e-15,6,0.0,0.0
