TIMESTAMP,ODDZ_OPEN_PRICE_USD,ODDZ_HIGH_PRICE_USD,ODDZ_LOW_PRICE_USD,ODDZ_CLOSE_PRICE_USD,ODDZ_VOLUME_USD,ODDZ_DIVIDENDS_USD,ODDZ_STOCK_SPLITS_USD
2021-03-18 00:00:00+00:00,2.591515064239502,2.591515064239502,1.9123209714889526,2.504380941390991,23270392,0.0,0.0
2021-03-19 00:00:00+00:00,2.5047221183776855,2.681162118911743,1.9369779825210571,2.2600350379943848,4899297,0.0,0.0
2021-03-20 00:00:00+00:00,2.2614829540252686,2.650904893875122,2.0144729614257812,2.4215919971466064,3557182,0.0,0.0
2021-03-21 00:00:00+00:00,2.417854070663452,2.5325698852539062,1.986739993095398,2.0687689781188965,1774134,0.0,0.0
2021-03-22 00:00:00+00:00,2.0742080211639404,2.341586112976074,1.7638520002365112,1.7673660516738892,1407154,0.0,0.0
2021-03-23 00:00:00+00:00,1.766940951347351,1.9836349487304688,1.4764909744262695,1.7627209424972534,1745756,0.0,0.0
2021-03-24 00:00:00+00:00,1.7616679668426514,2.2412118911743164,1.496279001235962,1.8098540306091309,1492384,0.0,0.0
2021-03-25 00:00:00+00:00,1.8073979616165161,2.189568042755127,1.5156300067901611,1.8417340517044067,1759388,0.0,0.0
2021-03-26 00:00:00+00:00,1.8410379886627197,2.2091500759124756,1.6706490516662598,1.9688830375671387,1454256,0.0,0.0
2021-03-27 00:00:00+00:00,1.9563180208206177,2.3049280643463135,1.9283250570297241,2.266813039779663,2375157,0.0,0.0
2021-03-28 00:00:00+00:00,2.266788959503174,3.2370340824127197,2.232789993286133,2.816788911819458,6994692,0.0,0.0
2021-03-29 00:00:00+00:00,2.8169260025024414,3.262173891067505,2.446837902069092,2.5850720405578613,2736158,0.0,0.0
2021-03-30 00:00:00+00:00,2.585113048553467,2.623142957687378,2.0765540599823,2.2997748851776123,2178118,0.0,0.0
2021-03-31 00:00:00+00:00,2.2995951175689697,2.493393898010254,1.8540359735488892,1.9149219989776611,1642725,0.0,0.0
2021-04-01 00:00:00+00:00,1.9128450155258179,2.4398610591888428,1.8574650287628174,2.2179739475250244,2093513,0.0,0.0
2021-04-02 00:00:00+00:00,2.2220261096954346,2.274609088897705,1.9083189964294434,2.0709779262542725,1672139,0.0,0.0
2021-04-03 00:00:00+00:00,2.0728600025177,2.134160041809082,1.9554790258407593,1.965438961982727,753458,0.0,0.0
