TIMESTAMP,AXT26273_OPEN_PRICE_USD,AXT26273_HIGH_PRICE_USD,AXT26273_LOW_PRICE_USD,AXT26273_CLOSE_PRICE_USD,AXT26273_VOLUME_USD,AXT26273_DIVIDENDS_USD,AXT26273_STOCK_SPLITS_USD
2023-05-31 00:00:00+00:00,3.089339017868042,3.0902481079101562,3.0160059928894043,3.0306639671325684,360,0.0,0.0
2023-06-01 00:00:00+00:00,3.0303471088409424,3.0365660190582275,2.9969329833984375,3.0128490924835205,9,0.0,0.0
2023-06-02 00:00:00+00:00,3.012681007385254,3.0460379123687744,3.000622034072876,3.039094924926758,9,0.0,0.0
2023-06-03 00:00:00+00:00,3.039156913757324,3.0555129051208496,3.0266590118408203,3.055279016494751,230,0.0,0.0
2023-06-04 00:00:00+00:00,3.055337905883789,3.0741569995880127,3.048628091812134,3.0535919666290283,37,0.0,0.0
2023-06-05 00:00:00+00:00,3.0533440113067627,3.093641996383667,2.803399085998535,2.845365047454834,1044,0.0,0.0
2023-06-06 00:00:00+00:00,2.8451600074768066,2.846590995788574,2.8451600074768066,2.846590995788574,0,0.0,0.0
2023-06-07 00:00:00+00:00,2.846590995788574,2.846590995788574,2.713685989379883,2.7303879261016846,39,0.0,0.0
2023-06-08 00:00:00+00:00,2.7294418811798096,2.79831600189209,2.712589979171753,2.7929298877716064,0,0.0,0.0
2023-06-09 00:00:00+00:00,2.7929298877716064,2.7929298877716064,2.7929298877716064,2.7929298877716064,0,0.0,0.0
2023-06-10 00:00:00+00:00,2.7929298877716064,2.7929298877716064,2.3007988929748535,2.351080894470215,2185,0.0,0.0
2023-06-11 00:00:00+00:00,2.3506860733032227,2.3506860733032227,2.1551339626312256,2.170483112335205,12,0.0,0.0
2023-06-12 00:00:00+00:00,2.1688690185546875,3.7069709300994873,2.036497116088867,3.6573400497436523,11947,0.0,0.0
2023-06-13 00:00:00+00:00,3.6571099758148193,3.925210952758789,3.5832619667053223,3.841526985168457,2152,0.0,0.0
2023-06-14 00:00:00+00:00,3.8415470123291016,4.031214237213135,3.7659120559692383,3.8298559188842773,252,0.0,0.0
