TIMESTAMP,BOSS_OPEN_PRICE_USD,BOSS_HIGH_PRICE_USD,BOSS_LOW_PRICE_USD,BOSS_CLOSE_PRICE_USD,BOSS_VOLUME_USD,BOSS_DIVIDENDS_USD,BOSS_STOCK_SPLITS_USD
2021-09-29 00:00:00+00:00,,,,0.0,386221,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,599449,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,526385,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,329794,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,590818,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,999223,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,766436,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,359815,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,294766,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,234137,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,164382,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,114328,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,113622,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,168643,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,146759,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,243814,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,219315,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,101216,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,89278,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,72874,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,79394,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,160743,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,213209,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,130047,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,148705,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,204738,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,336818,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,307001,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,1365297,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,2873340,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,2285735,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,1717358,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,2255322,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,1621902,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,632506,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,666045,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,539636,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,668152,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,709120,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,1635851,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,1967480,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,951570,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,460619,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,433130,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,497146,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,471704,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,432809,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,428706,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,341931,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,1293587,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,2258386,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,2515896,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,1345814,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,290664,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,257814,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,262938,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,226026,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,190788,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,170409,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,266199,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,199131,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,191357,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,209114,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,257373,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,269318,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,303981,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,301563,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,410030,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,307477,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,95002,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,78327,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,116528,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,123009,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,134593,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,138424,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,132341,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,140620,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,147213,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,136501,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,73335,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,72709,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,67950,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,72140,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,72455,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,66306,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,71087,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,67600,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,55642,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,66897,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,73653,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,69949,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,63155,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,57351,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,52767,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,65945,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,60314,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,61421,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,61636,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,87250,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,133242,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,105461,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,91984,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,114763,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,69306,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,55207,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,98925,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,148633,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,44786,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,52861,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,54506,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,44923,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,35626,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,29274,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,58073,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,117715,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,120651,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,60745,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,36295,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,33865,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,29933,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,31597,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,35778,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,36110,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,27004,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,31639,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,39190,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,39623,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,16030,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,24301,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,38436,0.0,0.0
