TIMESTAMP,STKXPRT31264_OPEN_PRICE_USD,STKXPRT31264_HIGH_PRICE_USD,STKXPRT31264_LOW_PRICE_USD,STKXPRT31264_CLOSE_PRICE_USD,STKXPRT31264_VOLUME_USD,STKXPRT31264_DIVIDENDS_USD,STKXPRT31264_STOCK_SPLITS_USD
2024-05-15 00:00:00+00:00,0.24005399644374847,0.24939900636672974,0.23526300489902496,0.24670399725437164,12238,0.0,0.0
2024-05-16 00:00:00+00:00,0.24651099741458893,0.2490140050649643,0.2418220043182373,0.2452089935541153,1873,0.0,0.0
2024-05-17 00:00:00+00:00,0.2449219971895218,0.24887700378894806,0.12432999908924103,0.24503999948501587,5138,0.0,0.0
2024-05-18 00:00:00+00:00,0.24429099261760712,0.24577400088310242,0.22971299290657043,0.22971299290657043,6603,0.0,0.0
2024-05-19 00:00:00+00:00,0.22954599559307098,0.23178699612617493,0.22173500061035156,0.22880500555038452,15234,0.0,0.0
2024-05-20 00:00:00+00:00,0.2281470000743866,0.2446029931306839,0.22588300704956055,0.24404500424861908,4536,0.0,0.0
2024-05-21 00:00:00+00:00,0.24404500424861908,0.24914200603961945,0.23363299667835236,0.24693800508975983,876,0.0,0.0
2024-05-22 00:00:00+00:00,0.24693800508975983,0.2493019998073578,0.24090999364852905,0.24646399915218353,2480,0.0,0.0
2024-05-23 00:00:00+00:00,0.24646399915218353,0.250434011220932,0.2396489977836609,0.2485470026731491,16800,0.0,0.0
2024-05-24 00:00:00+00:00,0.2428009957075119,0.24796999990940094,0.23969000577926636,0.2454890012741089,594,0.0,0.0
2024-05-25 00:00:00+00:00,0.2454890012741089,0.2550170123577118,0.24472899734973907,0.25022798776626587,742,0.0,0.0
2024-05-26 00:00:00+00:00,0.24810299277305603,0.24974599480628967,0.24519400298595428,0.24864499270915985,1029,0.0,0.0
2024-05-27 00:00:00+00:00,0.2469400018453598,0.25051501393318176,0.24549800157546997,0.24871599674224854,406,0.0,0.0
2024-05-28 00:00:00+00:00,0.2516910135746002,0.2539539933204651,0.24671000242233276,0.24929699301719666,10754,0.0,0.0
2024-05-29 00:00:00+00:00,0.2481839954853058,0.25305598974227905,0.24329599738121033,0.24363400042057037,199,0.0,0.0
2024-05-30 00:00:00+00:00,0.2424129992723465,0.24799199402332306,0.240324005484581,0.240338996052742,4813,0.0,0.0
2024-05-31 00:00:00+00:00,0.23821599781513214,0.24194900691509247,0.2347940057516098,0.23905499279499054,291,0.0,0.0
2024-06-01 00:00:00+00:00,0.2389650046825409,0.2424910068511963,0.23625099658966064,0.23911799490451813,8958,0.0,0.0
2024-06-02 00:00:00+00:00,0.23910899460315704,0.2501460015773773,0.23910599946975708,0.24795199930667877,7313,0.0,0.0
2024-06-03 00:00:00+00:00,0.24954000115394592,0.2552269995212555,0.24241900444030762,0.24538899958133698,990,0.0,0.0
2024-06-04 00:00:00+00:00,0.24203400313854218,0.25051599740982056,0.24199600517749786,0.2470249980688095,38775,0.0,0.0
2024-06-05 00:00:00+00:00,0.24717600643634796,0.24924999475479126,0.2414730042219162,0.24462799727916718,27670,0.0,0.0
2024-06-06 00:00:00+00:00,0.24344399571418762,0.24860399961471558,0.24247999489307404,0.24623799324035645,1563,0.0,0.0
2024-06-07 00:00:00+00:00,0.245728000998497,0.24884699285030365,0.23623299598693848,0.2410150021314621,2588,0.0,0.0
2024-06-08 00:00:00+00:00,0.2410150021314621,0.24178999662399292,0.229761004447937,0.23475900292396545,4772,0.0,0.0
2024-06-09 00:00:00+00:00,0.23475900292396545,0.23668600618839264,0.23088300228118896,0.23422600328922272,54,0.0,0.0
2024-06-10 00:00:00+00:00,0.23422600328922272,0.2382570058107376,0.22421300411224365,0.22422200441360474,10288,0.0,0.0
2024-06-11 00:00:00+00:00,0.22422200441360474,0.22426000237464905,0.2117689996957779,0.21256999671459198,6990,0.0,0.0
2024-06-12 00:00:00+00:00,0.21256999671459198,0.21666200459003448,0.20369300246238708,0.20533600449562073,13747,0.0,0.0
2024-06-13 00:00:00+00:00,0.20533600449562073,0.20536500215530396,0.18971599638462067,0.19127100706100464,18,0.0,0.0
2024-06-14 00:00:00+00:00,0.19127100706100464,0.200996994972229,0.19115899503231049,0.197503000497818,2031,0.0,0.0
2024-06-15 00:00:00+00:00,0.197503000497818,0.19974499940872192,0.1943809986114502,0.19627699255943298,1167,0.0,0.0
2024-06-16 00:00:00+00:00,0.19627699255943298,0.19969399273395538,0.19603100419044495,0.19718299806118011,4150,0.0,0.0
2024-06-17 00:00:00+00:00,0.19718299806118011,0.20027199387550354,0.1913509964942932,0.20026999711990356,2158,0.0,0.0
2024-06-18 00:00:00+00:00,0.20026999711990356,0.20818300545215607,0.1961130052804947,0.2026669979095459,176,0.0,0.0
2024-06-19 00:00:00+00:00,0.2026669979095459,0.20590899884700775,0.1995459944009781,0.2026039958000183,18697,0.0,0.0
2024-06-20 00:00:00+00:00,0.2026039958000183,0.20299699902534485,0.19576700031757355,0.19716699421405792,139,0.0,0.0
2024-06-21 00:00:00+00:00,0.19716699421405792,0.197176992893219,0.19215400516986847,0.1921820044517517,226,0.0,0.0
2024-06-22 00:00:00+00:00,0.1921820044517517,0.19503000378608704,0.1899300068616867,0.19020900130271912,2239,0.0,0.0
2024-06-23 00:00:00+00:00,0.19020900130271912,0.19726000726222992,0.18954600393772125,0.19628599286079407,44481,0.0,0.0
2024-06-24 00:00:00+00:00,0.19628599286079407,0.19628599286079407,0.18563899397850037,0.19012300670146942,658,0.0,0.0
2024-06-25 00:00:00+00:00,0.19012300670146942,0.19232900440692902,0.1848219931125641,0.1877799928188324,13495,0.0,0.0
2024-06-26 00:00:00+00:00,0.1877799928188324,0.18970000743865967,0.18477199971675873,0.18693499267101288,138,0.0,0.0
2024-06-27 00:00:00+00:00,0.18693499267101288,0.19312499463558197,0.18566399812698364,0.19220399856567383,21,0.0,0.0
2024-06-28 00:00:00+00:00,0.19220399856567383,0.19231800734996796,0.17915000021457672,0.1843930035829544,342,0.0,0.0
2024-06-29 00:00:00+00:00,0.1843930035829544,0.1868620067834854,0.1826079934835434,0.18417100608348846,14,0.0,0.0
2024-06-30 00:00:00+00:00,0.18417100608348846,0.18622200191020966,0.1766750067472458,0.18396200239658356,1556,0.0,0.0
2024-07-01 00:00:00+00:00,0.18396200239658356,0.18778599798679352,0.18163099884986877,0.1849610060453415,22,0.0,0.0
