TIMESTAMP,CLISBNB_OPEN_PRICE_USD,CLISBNB_HIGH_PRICE_USD,CLISBNB_LOW_PRICE_USD,CLISBNB_CLOSE_PRICE_USD,CLISBNB_VOLUME_USD,CLISBNB_DIVIDENDS_USD,CLISBNB_STOCK_SPLITS_USD
2024-09-25 00:00:00+00:00,594.36767578125,599.06591796875,585.12109375,587.1434936523438,11832,0.0,0.0
2024-09-26 00:00:00+00:00,587.1434936523438,608.523193359375,581.8538208007812,596.7512817382812,7763,0.0,0.0
2024-09-27 00:00:00+00:00,596.7512817382812,614.0667724609375,596.6419067382812,608.0988159179688,7500,0.0,0.0
2024-09-28 00:00:00+00:00,608.0988159179688,616.8294067382812,595.8698120117188,601.5693969726562,611348,0.0,0.0
2024-09-29 00:00:00+00:00,601.5693969726562,602.4271240234375,593.22802734375,596.4843139648438,661604,0.0,0.0
2024-09-30 00:00:00+00:00,596.4843139648438,596.4843139648438,565.1323852539062,566.9385986328125,931,0.0,0.0
2024-10-01 00:00:00+00:00,566.9385986328125,582.274169921875,539.4257202148438,548.3035278320312,2462,0.0,0.0
2024-10-02 00:00:00+00:00,548.3035278320312,557.6887817382812,536.8997192382812,542.7183837890625,1147,0.0,0.0
2024-10-03 00:00:00+00:00,542.7183837890625,550.4310302734375,535.6688232421875,544.3032836914062,2696,0.0,0.0
2024-10-04 00:00:00+00:00,544.3032836914062,557.3009033203125,542.515625,555.589599609375,516023,0.0,0.0
2024-10-05 00:00:00+00:00,555.589599609375,564.6539916992188,552.813720703125,563.0322875976562,529,0.0,0.0
2024-10-06 00:00:00+00:00,563.0322875976562,571.2296142578125,561.6712036132812,570.5303955078125,27833,0.0,0.0
2024-10-07 00:00:00+00:00,570.5303955078125,580.4108276367188,564.9171752929688,564.9171752929688,23771,0.0,0.0
2024-10-08 00:00:00+00:00,564.9171752929688,585.61181640625,560.6199951171875,580.5797729492188,246764393,0.0,0.0
2024-10-09 00:00:00+00:00,580.5797729492188,584.9630126953125,567.3746948242188,570.2833251953125,1993621,0.0,0.0
2024-10-10 00:00:00+00:00,570.2833251953125,572.0128173828125,551.9447021484375,562.36279296875,1111454,0.0,0.0
2024-10-11 00:00:00+00:00,562.36279296875,576.8455810546875,560.1254272460938,572.906005859375,7319524,0.0,0.0
2024-10-12 00:00:00+00:00,572.906005859375,578.5247192382812,572.906005859375,576.3704223632812,418917,0.0,0.0
2024-10-13 00:00:00+00:00,576.3704223632812,578.0451049804688,565.3143920898438,571.577880859375,406148,0.0,0.0
2024-10-14 00:00:00+00:00,571.577880859375,591.1920776367188,570.0256958007812,588.9359741210938,979604,0.0,0.0
2024-10-15 00:00:00+00:00,588.9359741210938,598.2888793945312,580.0086059570312,594.0159912109375,170720,0.0,0.0
2024-10-16 00:00:00+00:00,594.0159912109375,605.05810546875,590.0964965820312,600.630126953125,6290732,0.0,0.0
2024-10-17 00:00:00+00:00,600.630126953125,605.5037841796875,585.7114868164062,591.943115234375,674942,0.0,0.0
2024-10-18 00:00:00+00:00,591.943115234375,601.9893798828125,591.943115234375,599.5006103515625,39767,0.0,0.0
2024-10-19 00:00:00+00:00,599.5006103515625,600.9732055664062,595.8323974609375,597.9937744140625,3694945,0.0,0.0
2024-10-20 00:00:00+00:00,597.9937744140625,606.1026000976562,593.7470092773438,605.1630249023438,17748721,0.0,0.0
2024-10-21 00:00:00+00:00,605.1630249023438,610.2861938476562,592.25,599.0836181640625,214231,0.0,0.0
2024-10-22 00:00:00+00:00,599.0836181640625,599.448486328125,587.5631103515625,593.4224853515625,771689,0.0,0.0
2024-10-23 00:00:00+00:00,593.4224853515625,593.5866088867188,573.1251831054688,582.5692138671875,1982055,0.0,0.0
2024-10-24 00:00:00+00:00,584.5294799804688,597.322021484375,583.2285766601562,594.1904907226562,337559,0.0,0.0
2024-10-25 00:00:00+00:00,594.1904907226562,596.769775390625,567.6456909179688,572.4467163085938,526285,0.0,0.0
2024-10-26 00:00:00+00:00,572.4467163085938,585.880615234375,572.1093139648438,582.9406127929688,20785,0.0,0.0
2024-10-27 00:00:00+00:00,582.9406127929688,589.962890625,581.27978515625,588.6829833984375,166387,0.0,0.0
2024-10-28 00:00:00+00:00,588.6829833984375,603.0676879882812,585.4136962890625,600.4266967773438,366761,0.0,0.0
2024-10-29 00:00:00+00:00,600.4266967773438,611.7603149414062,600.0164184570312,605.5875244140625,1574298,0.0,0.0
2024-10-30 00:00:00+00:00,605.5875244140625,605.9382934570312,594.6630249023438,595.9428100585938,308789,0.0,0.0
2024-10-31 00:00:00+00:00,595.9428100585938,595.9428100585938,571.5426025390625,576.2180786132812,1091445,0.0,0.0
2024-11-01 00:00:00+00:00,576.2180786132812,584.6033935546875,568.0869140625,572.6790161132812,146784,0.0,0.0
2024-11-02 00:00:00+00:00,572.6790161132812,576.2620239257812,563.2935180664062,568.103515625,345613,0.0,0.0
2024-11-03 00:00:00+00:00,568.103515625,568.922607421875,548.0947265625,557.9520263671875,517837,0.0,0.0
2024-11-04 00:00:00+00:00,557.9520263671875,563.716796875,544.2482299804688,552.0560913085938,74555,0.0,0.0
2024-11-05 00:00:00+00:00,552.0560913085938,571.6123046875,551.3779907226562,563.77978515625,3504096,0.0,0.0
2024-11-06 00:00:00+00:00,563.77978515625,594.6444702148438,563.5432739257812,591.7664184570312,29980,0.0,0.0
2024-11-07 00:00:00+00:00,591.7664184570312,609.5802001953125,588.8253784179688,598.5830078125,239913,0.0,0.0
2024-11-08 00:00:00+00:00,598.5830078125,605.6094970703125,589.7453002929688,597.672119140625,181657,0.0,0.0
2024-11-09 00:00:00+00:00,597.672119140625,637.5255737304688,597.672119140625,624.2694091796875,122826,0.0,0.0
2024-11-10 00:00:00+00:00,624.2694091796875,643.2761840820312,614.736083984375,628.2033081054688,381323,0.0,0.0
