TIMESTAMP,STABUL_OPEN_PRICE_USD,STABUL_HIGH_PRICE_USD,STABUL_LOW_PRICE_USD,STABUL_CLOSE_PRICE_USD,STABUL_VOLUME_USD,STABUL_DIVIDENDS_USD,STABUL_STOCK_SPLITS_USD
2025-05-19 00:00:00+00:00,1.1640510559082031,1.2220220565795898,0.06642399728298187,0.39596301317214966,0,0.0,0.0
2025-05-20 00:00:00+00:00,0.39596301317214966,0.4199489951133728,0.3037320077419281,0.4172399938106537,41191,0.0,0.0
2025-05-21 00:00:00+00:00,0.4172399938106537,0.5833430290222168,0.35511401295661926,0.5833430290222168,37029,0.0,0.0
2025-05-22 00:00:00+00:00,0.5833430290222168,1.0132750272750854,0.40709298849105835,0.7582709789276123,57908,0.0,0.0
2025-05-23 00:00:00+00:00,0.7582709789276123,0.8166700005531311,0.729794979095459,0.7928029894828796,13270,0.0,0.0
2025-05-24 00:00:00+00:00,0.7928029894828796,0.7928029894828796,0.43472200632095337,0.7104129791259766,30316,0.0,0.0
2025-05-25 00:00:00+00:00,0.7104129791259766,0.7221720218658447,0.6172959804534912,0.6527289748191833,7944,0.0,0.0
2025-05-26 00:00:00+00:00,0.6527289748191833,0.7604910135269165,0.5729460120201111,0.6903809905052185,11021,0.0,0.0
2025-05-27 00:00:00+00:00,0.6903809905052185,0.7894039750099182,0.6139410138130188,0.6617559790611267,7381,0.0,0.0
2025-05-28 00:00:00+00:00,0.6617559790611267,0.6971319913864136,0.6141790151596069,0.6802520155906677,5132,0.0,0.0
2025-05-29 00:00:00+00:00,0.6802520155906677,0.6839339733123779,0.6673039793968201,0.6778429746627808,743,0.0,0.0
2025-05-30 00:00:00+00:00,0.6778429746627808,0.6844940185546875,0.6149830222129822,0.6151329874992371,4593,0.0,0.0
2025-05-31 00:00:00+00:00,0.6151329874992371,0.8591359853744507,0.605085015296936,0.8494600057601929,22656,0.0,0.0
2025-06-01 00:00:00+00:00,0.8494603037834167,1.1859227418899536,0.7756837606430054,0.8851497173309326,55033,0.0,0.0
