TIMESTAMP,RTO_OPEN_PRICE_USD,RTO_HIGH_PRICE_USD,RTO_LOW_PRICE_USD,RTO_CLOSE_PRICE_USD,RTO_VOLUME_USD,RTO_DIVIDENDS_USD,RTO_STOCK_SPLITS_USD
2021-11-18 00:00:00+00:00,,,,0.0,4269318,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,4440935,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,1894613,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,1912929,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,2009760,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,1722979,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,729971,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,625675,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,430643,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,312565,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,281569,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,578643,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,499897,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,300318,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,324526,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,237455,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,184175,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,338150,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,430912,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,107516,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,96275,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,111566,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,93197,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,59310,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,55121,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,47072,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,53272,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,59163,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,57946,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,68274,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,61943,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,44264,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,48857,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,57853,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,72723,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,146338,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,197043,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,152301,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,87215,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,112573,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,143965,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,138056,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,109427,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,55579,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,41110,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,44733,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,64721,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,185560,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,183600,0.0,0.0
