,XMR,Lag
DOGE,4.172361113404054e-07,26
XRP,3.2595465090362783e-06,22
USDT,1.9004724439000887e-05,2
MIOTA,5.1136527399652406e-05,29
XLM,0.0014972944636744,21
ETH,0.0015866920932685,27
XEM,0.0037448586784537,19
BTC,0.0044659703062271,18
LTC,0.0793219054076459,17
