TIMESTAMP,FREYA_OPEN_PRICE_USD,FREYA_HIGH_PRICE_USD,FREYA_LOW_PRICE_USD,FREYA_CLOSE_PRICE_USD,FREYA_VOLUME_USD,FREYA_DIVIDENDS_USD,FREYA_STOCK_SPLITS_USD
2025-03-15 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,4.099999932805076e-05,4.3000000005122274e-05,58621,0.0,0.0
2025-03-16 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,4.099999932805076e-05,4.099999932805076e-05,76382,0.0,0.0
2025-03-17 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,4.099999932805076e-05,4.199999966658652e-05,79608,0.0,0.0
2025-03-18 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7999998312443495e-05,3.899999865097925e-05,74017,0.0,0.0
2025-03-19 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.899999865097925e-05,60422,0.0,0.0
2025-03-20 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.400000059627928e-05,3.5000000934815034e-05,79561,0.0,0.0
2025-03-21 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.400000059627928e-05,3.7000001611886546e-05,84552,0.0,0.0
2025-03-22 00:00:00+00:00,3.7000001611886546e-05,7.100000220816582e-05,3.5000000934815034e-05,7.100000220816582e-05,74614,0.0,0.0
2025-03-23 00:00:00+00:00,7.100000220816582e-05,0.000195999993593432,7.100000220816582e-05,0.000195999993593432,82854,0.0,0.0
2025-03-24 00:00:00+00:00,0.000195999993593432,0.0002010000025620684,0.0001230000052601099,0.00014800000644754618,91498,0.0,0.0
2025-03-25 00:00:00+00:00,0.00014800000644754618,0.0001500000071246177,0.0001429999974789098,0.00014699999883305281,79588,0.0,0.0
2025-03-26 00:00:00+00:00,0.00014699999883305281,0.00015199999324977398,0.0001289999927394092,0.0001289999927394092,81088,0.0,0.0
2025-03-27 00:00:00+00:00,0.0001289999927394092,0.00013099999341648072,9.000000136438757e-05,0.00010199999815085903,89676,0.0,0.0
2025-03-28 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,6.399999983841553e-05,6.70000008540228e-05,79832,0.0,0.0
2025-03-29 00:00:00+00:00,6.70000008540228e-05,7.100000220816582e-05,6.500000017695129e-05,6.500000017695129e-05,79918,0.0,0.0
2025-03-30 00:00:00+00:00,6.500000017695129e-05,6.70000008540228e-05,6.399999983841553e-05,6.399999983841553e-05,80613,0.0,0.0
2025-03-31 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.0999998822808266e-05,6.0999998822808266e-05,80077,0.0,0.0
2025-04-01 00:00:00+00:00,6.0999998822808266e-05,6.500000017695129e-05,6.0999998822808266e-05,6.500000017695129e-05,79437,0.0,0.0
2025-04-02 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,5.400000009103678e-05,5.400000009103678e-05,80401,0.0,0.0
2025-04-03 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.400000009103678e-05,5.500000042957254e-05,77907,0.0,0.0
2025-04-04 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.500000042957254e-05,5.500000042957254e-05,31889,0.0,0.0
2025-04-05 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.500000042957254e-05,5.500000042957254e-05,120,0.0,0.0
2025-04-06 00:00:00+00:00,5.500000042957254e-05,6.199999916134402e-05,5.500000042957254e-05,5.700000110664405e-05,1440,0.0,0.0
2025-04-07 00:00:00+00:00,5.700000110664405e-05,6.399999983841553e-05,5.500000042957254e-05,6.0999998822808266e-05,73940,0.0,0.0
2025-04-08 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.500000042957254e-05,5.500000042957254e-05,78436,0.0,0.0
2025-04-09 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.500000042957254e-05,5.6000000768108293e-05,4353,0.0,0.0
2025-04-10 00:00:00+00:00,5.6000000768108293e-05,6.299999949987978e-05,5.400000009103678e-05,5.400000009103678e-05,120,0.0,0.0
2025-04-11 00:00:00+00:00,5.400000009103678e-05,7.100000220816582e-05,5.400000009103678e-05,6.70000008540228e-05,1740,0.0,0.0
2025-04-12 00:00:00+00:00,6.70000008540228e-05,7.899999764049426e-05,6.70000008540228e-05,7.599999662488699e-05,120,0.0,0.0
2025-04-13 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,6.800000119255856e-05,7.200000254670158e-05,1039,0.0,0.0
2025-04-14 00:00:00+00:00,7.200000254670158e-05,7.999999797903001e-05,7.200000254670158e-05,7.599999662488699e-05,120,0.0,0.0
2025-04-15 00:00:00+00:00,7.599999662488699e-05,8.199999865610152e-05,7.100000220816582e-05,7.200000254670158e-05,481,0.0,0.0
2025-04-16 00:00:00+00:00,7.200000254670158e-05,7.699999696342275e-05,7.000000186963007e-05,7.599999662488699e-05,120,0.0,0.0
2025-04-17 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.100000220816582e-05,7.300000288523734e-05,120,0.0,0.0
2025-04-18 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.0999998822808266e-05,6.399999983841553e-05,120,0.0,0.0
2025-04-19 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,6.0999998822808266e-05,6.0999998822808266e-05,120,0.0,0.0
2025-04-20 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.6000000768108293e-05,120,0.0,0.0
2025-04-21 00:00:00+00:00,5.6000000768108293e-05,7.699999696342275e-05,5.6000000768108293e-05,7.000000186963007e-05,120,0.0,0.0
2025-04-22 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.6000000768108293e-05,6.800000119255856e-05,120,0.0,0.0
2025-04-23 00:00:00+00:00,6.800000119255856e-05,0.00010299999848939478,6.800000119255856e-05,8.900000102585182e-05,120,0.0,0.0
2025-04-24 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,6.600000051548705e-05,7.999999797903001e-05,120,0.0,0.0
2025-04-25 00:00:00+00:00,7.999999797903001e-05,0.00010199999815085903,7.999999797903001e-05,9.899999713525176e-05,1212,0.0,0.0
2025-04-26 00:00:00+00:00,9.899999713525176e-05,0.00012099999730708078,9.899999713525176e-05,0.00011700000322889537,2133,0.0,0.0
2025-04-27 00:00:00+00:00,0.00011700000322889537,0.00014600000577047467,0.00010099999781232327,0.00014099999680183828,7314,0.0,0.0
2025-04-28 00:00:00+00:00,0.00014099999680183828,0.0006810000049881637,0.00013499999477062374,0.0005920000257901847,169679,0.0,0.0
2025-04-29 00:00:00+00:00,0.0005920000257901847,0.0007130000158213079,0.00033099998836405575,0.00033400001120753586,172085,0.0,0.0
2025-04-30 00:00:00+00:00,0.00033400001120753586,0.0005419999943114817,0.0003239999932702631,0.0005419999943114817,43782,0.0,0.0
2025-05-01 00:00:00+00:00,0.0005419999943114817,0.0007970000151544809,0.0005109999910928309,0.0006040000007487833,152457,0.0,0.0
2025-05-02 00:00:00+00:00,0.0006040000007487833,0.0007120000082068145,0.0003980000037699938,0.0004180000105407089,63654,0.0,0.0
2025-05-03 00:00:00+00:00,0.0004180000105407089,0.0005499999970197678,0.00041099998634308577,0.0004349999944679439,33825,0.0,0.0
2025-05-04 00:00:00+00:00,0.0004349999944679439,0.0004349999944679439,0.0003440000000409782,0.0003859999997075647,120,0.0,0.0
2025-05-05 00:00:00+00:00,0.0003859999997075647,0.000446999998530373,0.00037200000951997936,0.0004189999890513718,19743,0.0,0.0
2025-05-06 00:00:00+00:00,0.0004189999890513718,0.0004189999890513718,0.00028199999360367656,0.00036700000055134296,24721,0.0,0.0
2025-05-07 00:00:00+00:00,0.00036700000055134296,0.00038300000596791506,0.0003060000017285347,0.0003229999856557697,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.0003229999856557697,0.0007060000207275152,0.00031400000443682075,0.0005119999987073243,50095,0.0,0.0
2025-05-09 00:00:00+00:00,0.0005119999987073243,0.00056900002527982,0.0004419999895617366,0.0004780000017490238,43327,0.0,0.0
2025-05-10 00:00:00+00:00,0.0004780000017490238,0.0005310000269673765,0.00035799999022856355,0.000522000016644597,49165,0.0,0.0
2025-05-11 00:00:00+00:00,0.000522000016644597,0.0005840000230818987,0.00039000000106170774,0.0004020000051241368,41469,0.0,0.0
2025-05-12 00:00:00+00:00,0.0004020000051241368,0.00046099998871795833,0.0003530000103637576,0.0004569999873638153,20761,0.0,0.0
2025-05-13 00:00:00+00:00,0.0004569999873638153,0.0004569999873638153,0.0003760000108741224,0.00043200000072829425,25102,0.0,0.0
2025-05-14 00:00:00+00:00,0.00043200000072829425,0.00043200000072829425,0.00036899998667649925,0.00039599998854100704,15550,0.0,0.0
2025-05-15 00:00:00+00:00,0.00039599998854100704,0.00039599998854100704,0.00035200000274926424,0.00036700000055134296,0,0.0,0.0
2025-05-16 00:00:00+00:00,0.00036700000055134296,0.000371000001905486,0.0003380000125616789,0.00033999999868683517,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.00033999999868683517,0.00033999999868683517,0.00023499999952036887,0.0002610000083222985,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.0002610000083222985,0.00036800000816583633,0.00025499999173916876,0.0003020000003743917,14665,0.0,0.0
2025-05-19 00:00:00+00:00,0.0003020000003743917,0.00035099999513477087,0.0002880000101868063,0.00034500000765547156,7480,0.0,0.0
2025-05-20 00:00:00+00:00,0.00034500000765547156,0.00035200000274926424,0.00031400000443682075,0.00034100000630132854,6527,0.0,0.0
2025-05-21 00:00:00+00:00,0.00034100000630132854,0.0003429999924264848,0.00033999999868683517,0.0003420000139158219,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0.0003420000139158219,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.0055320002138614655,0.005884999874979258,0.005419999826699495,0.005557000171393156,920635,0.0,0.0
2025-05-31 00:00:00+00:00,0.005557000171393156,0.0064690001308918,0.005394000094383955,0.005470000207424164,613160,0.0,0.0
2025-06-01 00:00:00+00:00,0.005470362491905689,0.005472393240779638,0.005013827234506607,0.005022120662033558,512423,0.0,0.0
