TIMESTAMP,BTRFLY21324_OPEN_PRICE_USD,BTRFLY21324_HIGH_PRICE_USD,BTRFLY21324_LOW_PRICE_USD,BTRFLY21324_CLOSE_PRICE_USD,BTRFLY21324_VOLUME_USD,BTRFLY21324_DIVIDENDS_USD,BTRFLY21324_STOCK_SPLITS_USD
2022-08-10 00:00:00+00:00,312.02801513671875,406.9234924316406,299.82427978515625,362.9226379394531,431153,0.0,0.0
2022-08-11 00:00:00+00:00,362.93609619140625,368.9043884277344,310.67901611328125,310.9068603515625,154489,0.0,0.0
2022-08-12 00:00:00+00:00,310.89715576171875,325.3028259277344,299.25616455078125,325.3028259277344,51661,0.0,0.0
2022-08-13 00:00:00+00:00,325.3345642089844,330.1722717285156,285.10284423828125,285.10809326171875,67810,0.0,0.0
2022-08-14 00:00:00+00:00,285.10809326171875,287.23370361328125,279.9126281738281,280.0151672363281,0,0.0,0.0
2022-08-15 00:00:00+00:00,280.0151672363281,281.1005859375,280.0151672363281,280.4776306152344,0,0.0,0.0
2022-08-16 00:00:00+00:00,280.4776306152344,280.5741271972656,263.1421813964844,264.6212463378906,45461,0.0,0.0
2022-08-17 00:00:00+00:00,264.6123046875,267.282958984375,241.62103271484375,242.89144897460938,0,0.0,0.0
2022-08-18 00:00:00+00:00,242.88485717773438,247.6603546142578,242.0872039794922,244.71322631835938,0,0.0,0.0
2022-08-19 00:00:00+00:00,244.75039672851562,261.28411865234375,236.72283935546875,239.40538024902344,0,0.0,0.0
2022-08-20 00:00:00+00:00,239.3791046142578,240.09414672851562,222.91720581054688,224.95298767089844,0,0.0,0.0
2022-08-21 00:00:00+00:00,224.94911193847656,228.48060607910156,216.04356384277344,227.7096405029297,0,0.0,0.0
2022-08-22 00:00:00+00:00,227.77011108398438,227.77011108398438,211.9171142578125,214.62350463867188,0,0.0,0.0
2022-08-23 00:00:00+00:00,214.55482482910156,239.87750244140625,212.41961669921875,239.41720581054688,79049,0.0,0.0
2022-08-24 00:00:00+00:00,239.4427947998047,261.2999267578125,233.2804718017578,257.4854431152344,40376,0.0,0.0
2022-08-25 00:00:00+00:00,257.3941345214844,269.2464599609375,253.83358764648438,261.994384765625,12445,0.0,0.0
2022-08-26 00:00:00+00:00,261.9225158691406,261.9225158691406,228.5570068359375,240.5709991455078,96095,0.0,0.0
2022-08-27 00:00:00+00:00,240.6292724609375,242.50656127929688,226.72299194335938,230.76426696777344,34504,0.0,0.0
2022-08-28 00:00:00+00:00,230.70567321777344,232.87588500976562,221.39208984375,222.71417236328125,27573,0.0,0.0
2022-08-29 00:00:00+00:00,222.69297790527344,240.00746154785156,220.98760986328125,238.73899841308594,20743,0.0,0.0
2022-08-30 00:00:00+00:00,238.6725616455078,245.2821044921875,223.70936584472656,230.029541015625,29944,0.0,0.0
2022-08-31 00:00:00+00:00,230.0222930908203,242.16473388671875,227.89279174804688,231.3130340576172,4587,0.0,0.0
2022-09-01 00:00:00+00:00,231.4874725341797,233.31631469726562,219.91741943359375,231.6354217529297,18471,0.0,0.0
2022-09-02 00:00:00+00:00,231.69314575195312,239.37777709960938,224.1897430419922,227.7948760986328,5786,0.0,0.0
2022-09-03 00:00:00+00:00,227.619873046875,233.50831604003906,222.1998748779297,233.35446166992188,29327,0.0,0.0
2022-09-04 00:00:00+00:00,233.35691833496094,238.4644775390625,230.16526794433594,237.57901000976562,21134,0.0,0.0
2022-09-05 00:00:00+00:00,237.58311462402344,244.55892944335938,235.3247833251953,242.01004028320312,12557,0.0,0.0
2022-09-06 00:00:00+00:00,242.0230712890625,271.0959777832031,241.9053955078125,245.5729522705078,48695,0.0,0.0
2022-09-07 00:00:00+00:00,245.57774353027344,255.23941040039062,232.92227172851562,247.5328826904297,20888,0.0,0.0
2022-09-08 00:00:00+00:00,247.53323364257812,250.4276885986328,240.90724182128906,246.35025024414062,10103,0.0,0.0
2022-09-09 00:00:00+00:00,246.35317993164062,261.9824523925781,245.86082458496094,259.2239990234375,18934,0.0,0.0
2022-09-10 00:00:00+00:00,259.2481384277344,270.713134765625,258.33984375,270.0399475097656,23517,0.0,0.0
2022-09-11 00:00:00+00:00,270.0890808105469,273.3731994628906,256.4107360839844,259.8265075683594,56527,0.0,0.0
2022-09-12 00:00:00+00:00,259.8893737792969,261.90338134765625,251.69215393066406,256.34588623046875,33775,0.0,0.0
2022-09-13 00:00:00+00:00,256.4058532714844,259.5567932128906,233.17181396484375,235.8002166748047,17528,0.0,0.0
2022-09-14 00:00:00+00:00,234.8092803955078,243.7688446044922,233.17181396484375,243.19186401367188,3861,0.0,0.0
2022-09-15 00:00:00+00:00,243.1919403076172,244.70216369628906,211.5358123779297,211.5358123779297,15619,0.0,0.0
2022-09-16 00:00:00+00:00,211.71426391601562,220.2286376953125,204.11514282226562,219.3115234375,48685,0.0,0.0
2022-09-17 00:00:00+00:00,219.32374572753906,230.07162475585938,219.32374572753906,229.94400024414062,13804,0.0,0.0
2022-09-18 00:00:00+00:00,230.0542755126953,230.0542755126953,205.96241760253906,206.3789520263672,2415,0.0,0.0
2022-09-19 00:00:00+00:00,206.53004455566406,220.3207550048828,200.9573211669922,219.18446350097656,11354,0.0,0.0
2022-09-20 00:00:00+00:00,219.0286102294922,219.77113342285156,206.52098083496094,208.2024383544922,16330,0.0,0.0
2022-09-21 00:00:00+00:00,208.17039489746094,217.7165069580078,189.15780639648438,196.70176696777344,32274,0.0,0.0
2022-09-22 00:00:00+00:00,196.6035919189453,205.533447265625,193.79478454589844,201.49156188964844,5018,0.0,0.0
2022-09-23 00:00:00+00:00,201.4954376220703,206.00579833984375,192.4061279296875,201.61570739746094,13225,0.0,0.0
2022-09-24 00:00:00+00:00,201.5702362060547,201.7469940185547,196.81756591796875,197.60845947265625,3080,0.0,0.0
2022-09-25 00:00:00+00:00,197.53598022460938,199.1963348388672,191.53756713867188,193.92173767089844,618,0.0,0.0
2022-09-26 00:00:00+00:00,193.84498596191406,198.14744567871094,188.50567626953125,198.13705444335938,14085,0.0,0.0
2022-09-27 00:00:00+00:00,198.15814208984375,205.70486450195312,175.25848388671875,195.2104949951172,3729,0.0,0.0
2022-09-28 00:00:00+00:00,195.1954803466797,200.9110565185547,184.68740844726562,192.06658935546875,10728,0.0,0.0
2022-09-29 00:00:00+00:00,192.02316284179688,198.56082153320312,184.8466796875,192.656494140625,7077,0.0,0.0
2022-09-30 00:00:00+00:00,192.61854553222656,194.5427703857422,183.5535430908203,184.74005126953125,2303,0.0,0.0
2022-10-01 00:00:00+00:00,184.7036895751953,190.29054260253906,182.32766723632812,185.10629272460938,9304,0.0,0.0
2022-10-02 00:00:00+00:00,185.15826416015625,191.25582885742188,181.18710327148438,185.60043334960938,3965,0.0,0.0
2022-10-03 00:00:00+00:00,185.6156463623047,195.25086975097656,183.79745483398438,194.9453887939453,2835,0.0,0.0
2022-10-04 00:00:00+00:00,194.97207641601562,207.656005859375,190.08078002929688,202.12759399414062,18223,0.0,0.0
2022-10-05 00:00:00+00:00,202.0741729736328,220.55592346191406,197.50352478027344,219.81146240234375,25885,0.0,0.0
2022-10-06 00:00:00+00:00,219.93701171875,224.39993286132812,205.31631469726562,205.5937042236328,12097,0.0,0.0
2022-10-07 00:00:00+00:00,205.6580352783203,213.01991271972656,203.12196350097656,212.51373291015625,9772,0.0,0.0
2022-10-08 00:00:00+00:00,212.60435485839844,231.58047485351562,205.31509399414062,205.89015197753906,47601,0.0,0.0
2022-10-09 00:00:00+00:00,205.9521484375,216.22256469726562,205.57156372070312,208.31350708007812,8975,0.0,0.0
2022-10-10 00:00:00+00:00,208.31350708007812,225.5338134765625,204.53204345703125,204.66012573242188,20191,0.0,0.0
2022-10-11 00:00:00+00:00,204.66012573242188,209.10641479492188,199.37571716308594,207.1969451904297,19198,0.0,0.0
2022-10-12 00:00:00+00:00,207.1969451904297,211.4462890625,203.34239196777344,211.1143035888672,12080,0.0,0.0
2022-10-13 00:00:00+00:00,211.1143035888672,211.80393981933594,187.5354461669922,197.5584716796875,17613,0.0,0.0
2022-10-14 00:00:00+00:00,197.5584716796875,206.99392700195312,194.59408569335938,201.6058807373047,6193,0.0,0.0
2022-10-15 00:00:00+00:00,201.6058807373047,203.79898071289062,153.4620361328125,157.64784240722656,948,0.0,0.0
2022-10-16 00:00:00+00:00,157.6494903564453,204.0018768310547,157.091552734375,202.63246154785156,1831,0.0,0.0
2022-10-17 00:00:00+00:00,202.63246154785156,212.34799194335938,141.57801818847656,211.40554809570312,3521,0.0,0.0
2022-10-18 00:00:00+00:00,211.40554809570312,215.7759246826172,202.58705139160156,203.40713500976562,2865,0.0,0.0
2022-10-19 00:00:00+00:00,203.40713500976562,208.12313842773438,198.7249298095703,199.1248016357422,8629,0.0,0.0
2022-10-20 00:00:00+00:00,199.01995849609375,210.41917419433594,197.29283142089844,203.12646484375,4861,0.0,0.0
2022-10-21 00:00:00+00:00,203.28187561035156,210.69256591796875,185.7440185546875,208.22171020507812,45417,0.0,0.0
