,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XRP Opening Price ($),61758.0,0.627581257326986,0.4779,0.5433479949573179,0.11942,0.1768814,0.2024485,0.24132,0.31817,0.4779,0.6283,1.1338300000000001,2.1839149999999994,2.665886,3.3805
XRP High Price ($),61758.0,0.6322872240033679,0.4806,0.5483381992119436,0.13357,0.17743,0.20315850000000002,0.24235,0.3202,0.4806,0.6314949999999999,1.1439,2.199,2.691243,3.4
XRP Low Price ($),61758.0,0.6225960894135173,0.4747,0.5382332450818005,0.10129,0.17627,0.2015,0.24012,0.31605,0.4747,0.6249,1.1218600000000005,2.1705149999999995,2.639543,3.3235
XRP Close Price ($),61758.0,0.6276108049159623,0.4779,0.5433906720816195,0.11942,0.1768814,0.2024485,0.24132,0.31817,0.4779,0.6283,1.1339,2.1840449999999985,2.665886,3.3805
