,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XRP Opening Price ($),2771.0,0.5293449765427644,0.46183,0.36158935937422426,0.13536,0.16879,0.19392500000000001,0.2186,0.29739499999999996,0.46183,0.613,0.923,1.171095,2.2383,2.78
XRP High Price ($),2771.0,0.5526848394081558,0.4735,0.3882420493608525,0.14938,0.17609,0.199625,0.22623,0.30733,0.4735,0.63295,0.9738,1.2391999999999999,2.35021,3.29
XRP Low Price ($),2771.0,0.5046167159870083,0.4455,0.3345845290462209,0.10129,0.15864,0.18826500000000002,0.21029,0.284965,0.4455,0.5919,0.87629,1.093,2.1187400000000025,2.58
XRP Close Price ($),2771.0,0.5301898520389751,0.4621,0.3630554484991569,0.13549,0.16879,0.19395,0.21862,0.29791999999999996,0.4621,0.61395,0.92432,1.17275,2.2383,2.78
