TIMESTAMP,LAT_OPEN_PRICE_USD,LAT_HIGH_PRICE_USD,LAT_LOW_PRICE_USD,LAT_CLOSE_PRICE_USD,LAT_VOLUME_USD,LAT_DIVIDENDS_USD,LAT_STOCK_SPLITS_USD
2021-05-12 00:00:00+00:00,0.829941987991333,0.8940719962120056,0.5163469910621643,0.5688480138778687,320489749,0.0,0.0
2021-05-13 00:00:00+00:00,0.564782977104187,0.7699339985847473,0.5314040184020996,0.555616021156311,51287569,0.0,0.0
2021-05-14 00:00:00+00:00,0.556896984577179,0.6247739791870117,0.5508530139923096,0.5704560279846191,22218510,0.0,0.0
2021-05-15 00:00:00+00:00,0.5687940120697021,0.5889890193939209,0.5289570093154907,0.5621510148048401,13032635,0.0,0.0
2021-05-16 00:00:00+00:00,0.5648469924926758,0.7708399891853333,0.5320219993591309,0.6213629841804504,43227854,0.0,0.0
2021-05-17 00:00:00+00:00,0.6227830052375793,0.692799985408783,0.5371789932250977,0.6151250004768372,19225274,0.0,0.0
2021-05-18 00:00:00+00:00,0.6143800020217896,0.7044860124588013,0.5794780254364014,0.6162729859352112,22679219,0.0,0.0
2021-05-19 00:00:00+00:00,0.6169949769973755,0.6177359819412231,0.3947719931602478,0.4420419931411743,18585214,0.0,0.0
2021-05-20 00:00:00+00:00,0.4405350089073181,0.5257319808006287,0.40153199434280396,0.46406298875808716,16802577,0.0,0.0
2021-05-21 00:00:00+00:00,0.4665929973125458,0.5024870038032532,0.3414120078086853,0.3676590025424957,10460125,0.0,0.0
2021-05-22 00:00:00+00:00,0.36896198987960815,0.3936839997768402,0.3061800003051758,0.3433240056037903,7945954,0.0,0.0
2021-05-23 00:00:00+00:00,0.3427790105342865,0.35353899002075195,0.2031320035457611,0.2559620141983032,7081788,0.0,0.0
2021-05-24 00:00:00+00:00,0.254040002822876,0.3293060064315796,0.24321599304676056,0.3027760088443756,6864096,0.0,0.0
2021-05-25 00:00:00+00:00,0.30344200134277344,0.3346570134162903,0.2730279862880707,0.30825600028038025,4996128,0.0,0.0
2021-05-26 00:00:00+00:00,0.30883800983428955,0.45290300250053406,0.30409500002861023,0.4300920069217682,8674773,0.0,0.0
