TIMESTAMP,DRPXBT_OPEN_PRICE_USD,DRPXBT_HIGH_PRICE_USD,DRPXBT_LOW_PRICE_USD,DRPXBT_CLOSE_PRICE_USD,DRPXBT_VOLUME_USD,DRPXBT_DIVIDENDS_USD,DRPXBT_STOCK_SPLITS_USD
2025-03-04 00:00:00+00:00,0.00010599999950500205,0.00010599999950500205,9.100000170292333e-05,9.100000170292333e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,9.100000170292333e-05,9.600000339560211e-05,9.100000170292333e-05,9.500000305706635e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,8.600000001024455e-05,8.600000001024455e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,8.600000001024455e-05,8.600000001024455e-05,8.099999831756577e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,8.299999899463728e-05,9.699999645818025e-05,8.099999831756577e-05,8.900000102585182e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,8.900000102585182e-05,9.300000237999484e-05,7.79999973019585e-05,7.79999973019585e-05,70,0.0,0.0
2025-03-10 00:00:00+00:00,7.79999973019585e-05,8.199999865610152e-05,7.100000220816582e-05,7.100000220816582e-05,118,0.0,0.0
2025-03-11 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,6.900000153109431e-05,7.300000288523734e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,5.999999848427251e-05,6.800000119255856e-05,1280,0.0,0.0
2025-03-13 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,5.999999848427251e-05,6.299999949987978e-05,512,0.0,0.0
2025-03-14 00:00:00+00:00,6.299999949987978e-05,7.699999696342275e-05,6.299999949987978e-05,7.699999696342275e-05,162,0.0,0.0
2025-03-15 00:00:00+00:00,7.699999696342275e-05,8.900000102585182e-05,7.699999696342275e-05,8.199999865610152e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,8.199999865610152e-05,8.900000102585182e-05,8.199999865610152e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,8.299999899463728e-05,8.800000068731606e-05,8.099999831756577e-05,8.499999967170879e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,7.500000356230885e-05,7.999999797903001e-05,7.400000322377309e-05,7.999999797903001e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,7.500000356230885e-05,8.199999865610152e-05,7.500000356230885e-05,8.199999865610152e-05,81,0.0,0.0
2025-03-22 00:00:00+00:00,8.199999865610152e-05,8.399999933317304e-05,7.999999797903001e-05,8.299999899463728e-05,0,0.0,0.0
