TIMESTAMP,SPYRO_OPEN_PRICE_USD,SPYRO_HIGH_PRICE_USD,SPYRO_LOW_PRICE_USD,SPYRO_CLOSE_PRICE_USD,SPYRO_VOLUME_USD,SPYRO_DIVIDENDS_USD,SPYRO_STOCK_SPLITS_USD
2024-02-15 00:00:00+00:00,7.999999979801942e-06,1.4000000192027073e-05,4.999999873689376e-06,7.999999979801942e-06,13577580,0.0,0.0
2024-02-16 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.000000106112566e-06,3.999999989900971e-06,7315376,0.0,0.0
2024-02-17 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,2565528,0.0,0.0
2024-02-18 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,1924973,0.0,0.0
2024-02-19 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,3223404,0.0,0.0
2024-02-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,2210495,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,1929781,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,166537,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,85533,0.0,0.0
2024-02-24 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,2310579,0.0,0.0
2024-02-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1337469,0.0,0.0
2024-02-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,422218,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,140942,0.0,0.0
2024-02-28 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,405736,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,132591,0.0,0.0
2024-03-01 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,150182,0.0,0.0
2024-03-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,202713,0.0,0.0
2024-03-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,93565,0.0,0.0
2024-03-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,60408,0.0,0.0
2024-03-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,71990,0.0,0.0
2024-03-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,45481,0.0,0.0
2024-03-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,52526,0.0,0.0
2024-03-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24288,0.0,0.0
2024-03-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7187,0.0,0.0
2024-03-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,22136,0.0,0.0
2024-03-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19140,0.0,0.0
2024-03-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19061,0.0,0.0
2024-03-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13033,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,62631,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,32387,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,11890,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,33492,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,3644,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,20860,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,5791,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,5958,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,2719,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,5956,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,5306,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,2922,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,1980,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,3627,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,3660,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,2544,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,862,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,2112,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,14429,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,7699,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,31248,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,4115,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,10020,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,74869,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,292435,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,32408,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,16680,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,6381,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,4668,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,3226,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,4901,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,2508,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,1568,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,1820,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,2028,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,1475,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,2543,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,1872,0.0,0.0
2024-04-21 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,462230,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,248630,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,77153,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,6184,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,4117,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,5700,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,9639,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,4531,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,1322,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,7521,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,2588,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,2478,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,1442,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,33381,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,5520,0.0,0.0
