,LTC
QTUM,0.0013361079580852
LSK,0.00250775163138815
ETH,0.0071374704807779
XRP,0.0108354285513926
XMR,0.0159491859286037
DOGE,0.02005802283741955
ETC,0.0215171383877306
KMD,0.03022163720067115
PIVX,0.03627577521970345
ARK,0.05102927250384515
XEM,0.108339738768918
ZEN,0.11730325081627199
BAT,0.11966443378085864
GNO,0.1277564260561243
XLM,0.13825530553881277
BTS,0.20728421904953614
FIRO,0.20830098234976785
WAVES,0.21005762858783533
SYS,0.26832792654516546
BTC,0.2750485530567288
DGB,0.2800647498167552
STEEM,0.3038888003099474
SC,0.3351819626911312
RLC,0.3377979026699015
DCR,0.3837909317069387
DASH,0.5192879283798317
ANT,0.5453691149688993
ZEC,0.5968463098807685
GAS,0.6311017535679436
LUNC,0.6450009655633505
MIOTA,0.7400977936746873
