TIMESTAMP,OI_OPEN_PRICE_USD,OI_HIGH_PRICE_USD,OI_LOW_PRICE_USD,OI_CLOSE_PRICE_USD,OI_VOLUME_USD,OI_DIVIDENDS_USD,OI_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,24173104.0,25014300.0,18580582.0,20093188.0,23781,0.0,0.0
2025-04-02 00:00:00+00:00,20093188.0,20196366.0,16224896.0,16224896.0,39731,0.0,0.0
2025-04-03 00:00:00+00:00,16224896.0,17025822.0,13400331.0,13646979.0,28416,0.0,0.0
2025-04-04 00:00:00+00:00,13646979.0,18511798.0,12530369.0,18174334.0,32367,0.0,0.0
2025-04-05 00:00:00+00:00,18174334.0,18621426.0,17257026.0,17683120.0,12526,0.0,0.0
2025-04-06 00:00:00+00:00,17683120.0,20901020.0,15191826.0,16044206.0,59117,0.0,0.0
2025-04-07 00:00:00+00:00,16044206.0,16341139.0,12166886.0,15641266.0,32241,0.0,0.0
2025-04-08 00:00:00+00:00,15641266.0,15833012.0,14206642.0,14340262.0,11286,0.0,0.0
2025-04-09 00:00:00+00:00,14340262.0,17893330.0,13853384.0,17555820.0,15367,0.0,0.0
2025-04-10 00:00:00+00:00,17555820.0,18654996.0,16161867.0,16673430.0,15495,0.0,0.0
2025-04-11 00:00:00+00:00,16673430.0,18259804.0,15266378.0,18245792.0,26098,0.0,0.0
2025-04-12 00:00:00+00:00,18245792.0,19905650.0,17383858.0,19295568.0,18474,0.0,0.0
2025-04-13 00:00:00+00:00,19295568.0,20128650.0,18234730.0,19041740.0,15622,0.0,0.0
2025-04-14 00:00:00+00:00,19041740.0,19829600.0,17927678.0,18104500.0,18941,0.0,0.0
2025-04-15 00:00:00+00:00,18104500.0,18495354.0,16182705.0,17044554.0,20506,0.0,0.0
2025-04-16 00:00:00+00:00,17044554.0,18211232.0,16680174.0,17394450.0,14054,0.0,0.0
2025-04-17 00:00:00+00:00,17394450.0,18580610.0,16972786.0,17627328.0,10109,0.0,0.0
2025-04-18 00:00:00+00:00,17627328.0,17730146.0,16590948.0,17304024.0,8089,0.0,0.0
2025-04-19 00:00:00+00:00,17282440.0,18745710.0,17219070.0,18015480.0,9902,0.0,0.0
2025-04-20 00:00:00+00:00,18015480.0,18106620.0,16371628.0,16671117.0,9819,0.0,0.0
2025-04-21 00:00:00+00:00,16671117.0,17873818.0,16671117.0,17003234.0,8062,0.0,0.0
2025-04-22 00:00:00+00:00,17003234.0,18877348.0,16745332.0,18814422.0,15933,0.0,0.0
2025-04-23 00:00:00+00:00,18814422.0,22022650.0,18630544.0,19474910.0,28414,0.0,0.0
2025-04-24 00:00:00+00:00,19474910.0,19611334.0,15420435.0,16119296.0,38041,0.0,0.0
2025-04-25 00:00:00+00:00,16119296.0,16939988.0,16084671.0,16233529.0,10876,0.0,0.0
2025-04-26 00:00:00+00:00,16233529.0,17360734.0,16201680.0,17199696.0,16448,0.0,0.0
2025-04-27 00:00:00+00:00,17199696.0,17392760.0,15626995.0,15769705.0,19490,0.0,0.0
2025-04-28 00:00:00+00:00,15769705.0,16182062.0,14611004.0,15892042.0,176,0.0,0.0
2025-04-29 00:00:00+00:00,15892042.0,16328778.0,15636023.0,15696432.0,9056,0.0,0.0
2025-04-30 00:00:00+00:00,15696432.0,16404963.0,15198481.0,16097607.0,17153,0.0,0.0
2025-05-01 00:00:00+00:00,16097607.0,17576972.0,16097607.0,17449422.0,12971,0.0,0.0
2025-05-02 00:00:00+00:00,17449422.0,18349002.0,16937484.0,17586392.0,10617,0.0,0.0
2025-05-03 00:00:00+00:00,17586392.0,18036030.0,16826246.0,17312892.0,8431,0.0,0.0
2025-05-04 00:00:00+00:00,17312892.0,17329106.0,16209482.0,16707131.0,12176,0.0,0.0
2025-05-05 00:00:00+00:00,16707131.0,17109580.0,15322819.0,16350445.0,15624,0.0,0.0
2025-05-06 00:00:00+00:00,16350445.0,16494905.0,15264866.0,15319601.0,5172,0.0,0.0
2025-05-07 00:00:00+00:00,15319601.0,16345766.0,15102650.0,16157435.0,6562,0.0,0.0
2025-05-08 00:00:00+00:00,16157435.0,18099792.0,16153827.0,17467012.0,5819,0.0,0.0
2025-05-09 00:00:00+00:00,17467012.0,19013614.0,17137536.0,18091320.0,4499,0.0,0.0
2025-05-10 00:00:00+00:00,18091320.0,18520856.0,15953349.0,18047732.0,20854,0.0,0.0
2025-05-11 00:00:00+00:00,18047732.0,20273344.0,17939424.0,19211446.0,13346,0.0,0.0
2025-05-12 00:00:00+00:00,19211446.0,21384260.0,18788874.0,19480110.0,13524,0.0,0.0
2025-05-13 00:00:00+00:00,19480110.0,21591136.0,18339370.0,21591136.0,8179,0.0,0.0
2025-05-14 00:00:00+00:00,21591136.0,21911632.0,20090042.0,20648598.0,6298,0.0,0.0
2025-05-15 00:00:00+00:00,20648598.0,20870646.0,18151426.0,18353674.0,9993,0.0,0.0
2025-05-16 00:00:00+00:00,18353674.0,19058444.0,17758974.0,18148898.0,2639,0.0,0.0
2025-05-17 00:00:00+00:00,18148898.0,18620712.0,17901002.0,18414336.0,1414,0.0,0.0
