TIMESTAMP,ADACASH_OPEN_PRICE_USD,ADACASH_HIGH_PRICE_USD,ADACASH_LOW_PRICE_USD,ADACASH_CLOSE_PRICE_USD,ADACASH_VOLUME_USD,ADACASH_DIVIDENDS_USD,ADACASH_STOCK_SPLITS_USD
2021-10-27 00:00:00+00:00,,,,0.0,618373,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,1279218,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,2344723,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,4004897,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,4268937,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,3624445,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,2619452,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1732230,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,1825649,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,1947522,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,1123034,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,876913,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,864046,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,765112,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,724875,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,703438,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,814153,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,768654,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,466074,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,453144,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,442040,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,400778,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,593262,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,1098580,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,1169281,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,1055458,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,872984,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,887555,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,534257,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,356016,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,346936,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,280484,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,247396,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,297160,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,282633,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,580429,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,731584,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,378089,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,207510,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,487599,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,519015,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,201897,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,229922,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,177736,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,163643,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,148699,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,205199,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,199762,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,116940,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,105234,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,100909,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,126967,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,130960,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,118866,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,376397,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,371721,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,98496,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,155824,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,160187,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,222200,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,201580,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,56180,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,63849,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,70341,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,60010,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,73399,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,87946,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,138733,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,148848,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,86069,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,81550,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,80085,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,60507,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,58287,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,45083,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,58882,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,87566,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,68349,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,57742,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,87230,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,161548,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,169116,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,115476,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,97313,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,81938,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,62594,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,65362,0.0,0.0
