TIMESTAMP,BODAV2_OPEN_PRICE_USD,BODAV2_HIGH_PRICE_USD,BODAV2_LOW_PRICE_USD,BODAV2_CLOSE_PRICE_USD,BODAV2_VOLUME_USD,BODAV2_DIVIDENDS_USD,BODAV2_STOCK_SPLITS_USD
2021-10-18 00:00:00+00:00,,,,0.0,222079,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,410928,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,561393,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,538038,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,392681,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,339228,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,238660,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,139009,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,119488,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,89920,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,117778,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,190494,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,259164,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,548027,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,1637476,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,1800527,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1012856,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,786463,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,531389,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,262197,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,697905,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,673685,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,210971,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,284267,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,263427,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,164603,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,168885,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,158086,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,179879,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,160755,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,125897,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,159431,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,195648,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,179155,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,109200,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,71050,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,88634,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,44797,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,54504,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,127139,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,97945,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,78937,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,101951,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,76997,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,115893,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,116098,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,37139,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,20385,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,66666,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,98191,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,37787,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,108400,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,127833,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,69589,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,57412,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,55749,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,37489,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,33291,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,48286,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,63530,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,48381,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,32829,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,23290,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,9698,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,25003,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,43886,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,33478,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,32712,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,255423,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,247212,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,22746,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,12522,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,11142,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,21166,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,25323,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,25217,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,29436,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,144780,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,193908,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,70785,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,14624,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,11378,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,30289,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,69028,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,45558,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,7772,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,14560,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,24018,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,16524,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,15786,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,12152,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,8880,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,40088,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,41917,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,12105,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,10924,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,51913,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,75967,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,34642,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,31114,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,22389,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,6518,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,4396,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,24361,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,24742,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,14903,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,28084,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,21165,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,15178,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,23270,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,19770,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,7865,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,6507,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,12903,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,20089,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,23423,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,43517,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,26662,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,10258,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,63767,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,165534,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,40677,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,26541,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,20544,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,11079,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,12275,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,15705,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,24679,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,23837,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,18572,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,17273,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,12698,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,9827,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,16189,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,23833,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,12699,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,4625,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,6663,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,8415,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,13919,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,11274,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,7129,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,9035,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,8048,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,6039,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,4118,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,8501,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,10202,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,6717,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,10088,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,28299,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,25647,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,6946,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,5991,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,5375,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,4996,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,13384,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,30004,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,20771,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,3963,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,7269,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,12072,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,17849,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,18302,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,15947,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,11891,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,5463,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,5230,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,8525,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,9510,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,11053,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,15879,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,9734,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,6704,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,5571,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,3172,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,22247,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,24757,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,6521,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,5330,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,4763,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,2073,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,1396,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,5373,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,8377,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,4922,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,2413,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,1939,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,4295,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,5243,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,4007,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,4139,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,2715,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,1836,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,996,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,1059,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,1153,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,1040,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,2197,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,2754,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,2966,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,5741,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,4580,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,1494,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,1481,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,1506,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,3675,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,3223,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,11653,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,12347,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,3145,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,2879,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,733,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,11813,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,15445,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,6290,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,4139,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,3802,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,3903,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,2964,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,2887,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,3353,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,3216,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,2297,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,1860,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,2132,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,1270,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,2544,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,2139,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,6552,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,11862,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,3389,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,4123,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,2024,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,6092,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,5136,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,224,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,687,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,1129,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,1420,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,2129,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,1099,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,626,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,691,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,662,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,1518,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,6839,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,8052,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,3298,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,2208,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,1927,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,1336,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,672,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,1761,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,812,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,271,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,177,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,850,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,714,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,1444,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,1173,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,3174,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,2493,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,274,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,450,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,475,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,781,0.0,0.0
