TIMESTAMP,LOS_OPEN_PRICE_USD,LOS_HIGH_PRICE_USD,LOS_LOW_PRICE_USD,LOS_CLOSE_PRICE_USD,LOS_VOLUME_USD,LOS_DIVIDENDS_USD,LOS_STOCK_SPLITS_USD
2024-05-13 00:00:00+00:00,0.0005789999850094318,0.0006249999860301614,0.0004830000107176602,0.0004870000120718032,3843255,0.0,0.0
2024-05-14 00:00:00+00:00,0.00047599998652003706,0.0005559999844990671,0.0004490000137593597,0.000522000016644597,1994922,0.0,0.0
2024-05-15 00:00:00+00:00,0.000522000016644597,0.0005629999795928597,0.00035099999513477087,0.00035600000410340726,2368903,0.0,0.0
2024-05-16 00:00:00+00:00,0.00038499999209307134,0.00039000000106170774,0.00023600000713486224,0.00025499999173916876,2134198,0.0,0.0
2024-05-17 00:00:00+00:00,0.0002570000069681555,0.0002739999908953905,0.0002410000015515834,0.00024900000425986946,1076861,0.0,0.0
2024-05-18 00:00:00+00:00,0.0002500000118743628,0.00025499999173916876,0.00020500000391621143,0.00023299999884329736,917182,0.0,0.0
2024-05-19 00:00:00+00:00,0.00023499999952036887,0.00024300000222865492,0.00020700000459328294,0.00021899999410379678,707392,0.0,0.0
2024-05-20 00:00:00+00:00,0.00021600000036414713,0.0004189999890513718,0.00021399999968707561,0.00035600000410340726,3093733,0.0,0.0
2024-05-21 00:00:00+00:00,0.00035600000410340726,0.0004949999856762588,0.00031800000579096377,0.000446999998530373,2951532,0.0,0.0
2024-05-22 00:00:00+00:00,0.00044800000614486635,0.0005559999844990671,0.000446999998530373,0.0004729999927803874,2295715,0.0,0.0
2024-05-23 00:00:00+00:00,0.0004729999927803874,0.0004839999892283231,0.00042100000428035855,0.00044100001105107367,1265859,0.0,0.0
2024-05-24 00:00:00+00:00,0.0004400000034365803,0.0005119999987073243,0.0004199999966658652,0.00047900000936351717,894049,0.0,0.0
2024-05-25 00:00:00+00:00,0.00047900000936351717,0.000514000013936311,0.000450999999884516,0.00048099999548867345,1041634,0.0,0.0
2024-05-26 00:00:00+00:00,0.0004839999892283231,0.0004889999981969595,0.0004250000056345016,0.00043200000072829425,742771,0.0,0.0
2024-05-27 00:00:00+00:00,0.00043399998685345054,0.0004490000137593597,0.0004250000056345016,0.0004309999931138009,792488,0.0,0.0
