TIMESTAMP,WEVE_OPEN_PRICE_USD,WEVE_HIGH_PRICE_USD,WEVE_LOW_PRICE_USD,WEVE_CLOSE_PRICE_USD,WEVE_VOLUME_USD,WEVE_DIVIDENDS_USD,WEVE_STOCK_SPLITS_USD
2022-01-19 00:00:00+00:00,0.07938700169324875,0.16276900470256805,0.0602709986269474,0.16276900470256805,12053449,0.0,0.0
2022-01-20 00:00:00+00:00,0.16276800632476807,0.3154650032520294,0.1306380033493042,0.1306390017271042,15830388,0.0,0.0
2022-01-21 00:00:00+00:00,0.13064199686050415,0.16487400233745575,0.0788239985704422,0.08176799863576889,7877751,0.0,0.0
2022-01-22 00:00:00+00:00,0.08176799863576889,0.08216799795627594,0.0378590002655983,0.03807999938726425,3049337,0.0,0.0
2022-01-23 00:00:00+00:00,0.038081999868154526,0.059741001576185226,0.03737799823284149,0.045635998249053955,3656593,0.0,0.0
2022-01-24 00:00:00+00:00,0.045635998249053955,0.054211001843214035,0.02798300050199032,0.050732001662254333,4677326,0.0,0.0
2022-01-25 00:00:00+00:00,0.05073000118136406,0.08856900036334991,0.033698998391628265,0.06001399829983711,12018872,0.0,0.0
2022-01-26 00:00:00+00:00,0.06001399829983711,0.08098500221967697,0.056418001651763916,0.06374400109052658,5625441,0.0,0.0
2022-01-27 00:00:00+00:00,0.06374400109052658,0.0665379986166954,0.04120500013232231,0.045566998422145844,3644709,0.0,0.0
2022-01-28 00:00:00+00:00,0.045566998422145844,0.047129999846220016,0.03957600146532059,0.04188999906182289,2049267,0.0,0.0
2022-01-29 00:00:00+00:00,0.04188999906182289,0.059888001531362534,0.04188999906182289,0.05988699942827225,7505471,0.0,0.0
2022-01-30 00:00:00+00:00,0.059888001531362534,0.059888001531362534,0.05255400016903877,0.05347499996423721,2760630,0.0,0.0
2022-01-31 00:00:00+00:00,0.05347499996423721,0.05727300047874451,0.050446998327970505,0.05439700186252594,3028807,0.0,0.0
2022-02-01 00:00:00+00:00,0.05439700186252594,0.05439700186252594,0.03975500166416168,0.04140700027346611,4083104,0.0,0.0
2022-02-02 00:00:00+00:00,0.04140700027346611,0.04149999842047691,0.03680000081658363,0.03925799950957298,2372528,0.0,0.0
2022-02-03 00:00:00+00:00,0.03925799950957298,0.04475200176239014,0.037275999784469604,0.04402799904346466,2314619,0.0,0.0
2022-02-04 00:00:00+00:00,0.04402599856257439,0.0450580008327961,0.04140700027346611,0.04473099857568741,2550947,0.0,0.0
2022-02-05 00:00:00+00:00,0.044732000678777695,0.04619299992918968,0.0429840013384819,0.04509599879384041,2045730,0.0,0.0
