TIMESTAMP,LAIR_OPEN_PRICE_USD,LAIR_HIGH_PRICE_USD,LAIR_LOW_PRICE_USD,LAIR_CLOSE_PRICE_USD,LAIR_VOLUME_USD,LAIR_DIVIDENDS_USD,LAIR_STOCK_SPLITS_USD
2025-05-09 00:00:00+00:00,0.026159999892115593,0.026693999767303467,0.025762999430298805,0.025947000831365585,161726,0.0,0.0
2025-05-10 00:00:00+00:00,0.025947000831365585,0.02743699960410595,0.025947000831365585,0.02659899927675724,115658,0.0,0.0
2025-05-11 00:00:00+00:00,0.02659899927675724,0.029436999931931496,0.02658200077712536,0.027171999216079712,78961,0.0,0.0
2025-05-12 00:00:00+00:00,0.027171999216079712,0.028457000851631165,0.026693999767303467,0.026853999122977257,69435,0.0,0.0
2025-05-13 00:00:00+00:00,0.026853999122977257,0.029904000461101532,0.026436999440193176,0.027782000601291656,94670,0.0,0.0
2025-05-14 00:00:00+00:00,0.027782000601291656,0.03683200106024742,0.027692999690771103,0.034758999943733215,402039,0.0,0.0
2025-05-15 00:00:00+00:00,0.034758999943733215,0.036437999457120895,0.03428899869322777,0.034508999437093735,324085,0.0,0.0
2025-05-16 00:00:00+00:00,0.03451099991798401,0.03683599829673767,0.03396499902009964,0.0361969992518425,375931,0.0,0.0
2025-05-17 00:00:00+00:00,0.0361969992518425,0.03627699986100197,0.03095399960875511,0.031925998628139496,388596,0.0,0.0
2025-05-18 00:00:00+00:00,0.031925998628139496,0.03224100172519684,0.029892999678850174,0.03172599896788597,274323,0.0,0.0
2025-05-19 00:00:00+00:00,0.03172599896788597,0.03277299925684929,0.03040199913084507,0.032294001430273056,299828,0.0,0.0
2025-05-20 00:00:00+00:00,0.032294001430273056,0.03350000083446503,0.03169900178909302,0.033289000391960144,294021,0.0,0.0
2025-05-21 00:00:00+00:00,0.033289000391960144,0.038391001522541046,0.03328299894928932,0.03807000070810318,443055,0.0,0.0
2025-05-22 00:00:00+00:00,0.038075998425483704,0.03857100009918213,0.03763800114393234,0.03834500163793564,279893,0.0,0.0
2025-05-23 00:00:00+00:00,0.0383480004966259,0.03935199975967407,0.03526400029659271,0.03633999824523926,409792,0.0,0.0
2025-05-24 00:00:00+00:00,0.03633600100874901,0.03940200060606003,0.036104001104831696,0.03741699829697609,367884,0.0,0.0
2025-05-25 00:00:00+00:00,0.03741699829697609,0.038718000054359436,0.036146000027656555,0.03855299949645996,378102,0.0,0.0
2025-05-26 00:00:00+00:00,0.03853699937462807,0.04016999900341034,0.03842899948358536,0.039326999336481094,415535,0.0,0.0
2025-05-27 00:00:00+00:00,0.039326999336481094,0.04122700169682503,0.03894700109958649,0.041057001799345016,374931,0.0,0.0
2025-05-28 00:00:00+00:00,0.041057001799345016,0.04151799902319908,0.040876999497413635,0.041145000606775284,335073,0.0,0.0
2025-05-29 00:00:00+00:00,0.041207000613212585,0.04148099943995476,0.04013499990105629,0.040344998240470886,354093,0.0,0.0
2025-05-30 00:00:00+00:00,0.040344998240470886,0.04036799818277359,0.03410999849438667,0.03436800092458725,442261,0.0,0.0
2025-05-31 00:00:00+00:00,0.03436800092458725,0.034386999905109406,0.032572999596595764,0.03321100026369095,324407,0.0,0.0
2025-06-01 00:00:00+00:00,0.033211126923561096,0.03370605781674385,0.03305336833000183,0.03337128460407257,258138,0.0,0.0
