,ETH
DIME,2.2271666101580693e-05
SKULL,0.0008681730613662999
UNIT,0.0010662521407788
ACES,0.0021564485371492
TAJ,0.00257350009976755
COOL,0.0044984259713076
EUC,0.0061741818564452
IMS,0.0079747866412882
PXI,0.00829887334995435
SWING,0.00944729589503325
XEM,0.01245711286237605
USDT,0.0163587150104227
EVIL,0.01793753374611495
SPR,0.01811968235710855
HBD,0.022887913696997747
KOBO,0.0313009689164452
LTCR,0.03759545272131815
FIRO,0.04259566229776355
CJ,0.0438806317545101
DOGE,0.0448342940866625
VLT,0.0473648848297639
ZCL,0.05366837160878065
VEC2,0.05935702422119195
GBYTE,0.06013643610592495
VIDZ,0.062372639381112295
ZET,0.06835575153188085
IBANK,0.07220036196179115
MOTO,0.0764402890622944
TRST,0.0803381497193148
MONA,0.09385349046780869
CREVA,0.09482965178365504
IFC,0.09812144554548335
NETKO,0.10018958011090945
ZEN,0.1020156138186717
PXC,0.10287340403388551
PIVX,0.1078408461610687
XHI,0.10907608169200075
RBT,0.1099737062652687
BTC,0.11021817706727621
ENT,0.11150199953063819
XRP,0.11665938239375995
GNO,0.12123096206239015
SXC,0.12381067477164434
POST,0.1274775592571231
IOTA,0.1282901390400629
AV,0.12912389675893743
XPM,0.12922731598599904
XMS,0.13156544502246104
QTUM,0.1340581467710592
ETC,0.13484651801517133
SYS,0.14526484936216016
KMD,0.1461089567109535
XPY,0.15047338902100516
SC,0.15065276573602243
NEWB,0.15668296215211658
FRN,0.16147737368566895
RLC,0.16316937424637118
TAB,0.16355006461417232
2GIVE,0.16988929575651074
OPAL,0.17356886553592543
DGB,0.1735816590270626
BTS,0.1757264038128437
BERN,0.1800252821434997
GAS,0.18141692059761025
CAB,0.18245675262143454
C2,0.18249055374954545
LTC,0.1855440479047063
ZUR,0.1899230863261339
XMR,0.19482624979449956
WYZ,0.19554108942703963
GRS,0.1970558948103623
ICON,0.19971127547642215
BCDN,0.2011299458374822
LSK,0.20397976242546678
WAVES,0.218636102418369
XTO,0.21916890672312064
ACOIN,0.21993748445764216
XWC,0.2224330126780294
START,0.22432277900471576
ADZ,0.2252791977004363
KURT,0.2267113824695679
BCN,0.23937985338949955
BS,0.23959740426011933
IRL,0.2408990126966554
PPC,0.243297666956728
LAMB,0.2517804268081461
CARBON,0.25231595670109286
XDN,0.2601945288027795
FOREX,0.266417333031559
NMC,0.27059134127859175
PLU,0.27852275486475087
ARK,0.2791801622877369
ZYD,0.2815274208003069
BTB,0.28475981727507593
QBC,0.28649551952452695
CSC,0.2908973004028243
DCR,0.2979747208127716
KIN,0.29923364429405896
DASH,0.30122647515629986
ZER,0.30602231379410916
OZO,0.3082859381952131
HVCO,0.3159561195734129
NXS,0.31597274616096527
