,ETH
DIME,0.0018020304257288819
SKULL,0.0027691417693935932
EUC,0.01316740184599073
TAJ,0.013606023121264531
ACES,0.018271682832443126
USDT,0.020035918477451654
SWING,0.02132762574988632
EVIL,0.02557081311033759
XEM,0.026493271446469402
PXI,0.04164494539282859
DOGE,0.04931410701529439
KOBO,0.05533057355863114
SPR,0.055433417775028526
HBD,0.058682183071088335
IMS,0.06394787407440532
TRST,0.071955096913716
FIRO,0.07729328960815232
VIDZ,0.07913281497796576
ZCL,0.08390020695136541
GBYTE,0.08821769594103386
IBANK,0.08991398239427073
CJ,0.0959609629485941
UNIT,0.10125963494627008
MONA,0.10387145299960159
RBT,0.10409850180104498
VEC2,0.10424754505684668
ZEN,0.1076788297502699
IFC,0.11740139570527604
VLT,0.12046334996021153
ETC,0.12145493021712982
PXC,0.128647137641163
PIVX,0.12872621447568336
ENT,0.13327191119274326
CREVA,0.1339681092858329
NETKO,0.14178116556305317
KMD,0.14600668647571716
ZET,0.1543733614818962
IOTA,0.1574446972711288
XRP,0.15814627543538062
SC,0.16120361352924442
LTCR,0.16141343978867465
OPAL,0.16176986094528062
GAS,0.1627392769305301
BTC,0.16383791502668724
COOL,0.16447954875353898
SYS,0.16478614229271524
XHI,0.16962872320033423
XMS,0.17051012282893102
POST,0.1708604580649743
XPY,0.1720100557477306
AV,0.1768474302706676
FRN,0.17877101417536592
TAB,0.17970908420799783
BTS,0.18752299009418286
GNO,0.19158484654788727
NEWB,0.1916810036157675
ZUR,0.20120680571273203
QTUM,0.202597703121397
LSK,0.20556558117735338
GRS,0.20733031534281
XWC,0.20957138540118608
CAB,0.21368885671110324
START,0.21506512725675028
BERN,0.22184103332951186
LTC,0.22291973877535035
KURT,0.22515321558070958
WAVES,0.2296611784202015
2GIVE,0.23488793230610527
IRL,0.2355786005370454
ICON,0.23990589661088282
ACOIN,0.24098330968417458
PPC,0.2434478753429774
WYZ,0.2523526622031044
C2,0.2530664036205291
LAMB,0.2556695882916566
BCDN,0.2569048915056825
BCN,0.2582544743844154
CARBON,0.26099439833614885
RLC,0.26343930836563906
NMC,0.2634752336945084
XTO,0.2641003564978679
DGB,0.2698324170936727
XDN,0.27254765903077705
ADZ,0.2725707580457229
SXC,0.27647477958687516
QBC,0.27726031519120403
ARK,0.27941341557556487
XMR,0.2840168650169348
BTB,0.28737937566487465
BS,0.28781425432129193
CSC,0.29288004365093007
DCR,0.29331850935037135
XPM,0.2938357364894796
PLU,0.30352948241758226
OZO,0.3104886232067438
MOTO,0.32240117598924645
XLM,0.3235094992638607
KIN,0.32514369377821256
DASH,0.3316362312182356
SKR,0.3338550073757373
HVCO,0.33852834686595074
FOREX,0.3405752702294098
NXS,0.3462816312580487
ZYD,0.3512533360980304
AMBER,0.35143590066593267
WGR,0.35452735128587987
CETI,0.35532196207594413
VAL,0.35716896536572507
PZM,0.3588681022839377
