TIMESTAMP,UKSDT_OPEN_PRICE_USD,UKSDT_HIGH_PRICE_USD,UKSDT_LOW_PRICE_USD,UKSDT_CLOSE_PRICE_USD,Adj Close,UKSDT_VOLUME_USD,UKSDT_DIVIDENDS_USD,UKSDT_STOCK_SPLITS_USD
,0.34913694858551025,0.3495713174343109,0.34875285625457764,0.3495696485042572,,15984.0,0.0,0.0
