TIMESTAMP,SFTY_OPEN_PRICE_USD,SFTY_HIGH_PRICE_USD,SFTY_LOW_PRICE_USD,SFTY_CLOSE_PRICE_USD,SFTY_VOLUME_USD,SFTY_DIVIDENDS_USD,SFTY_STOCK_SPLITS_USD
2023-04-05 00:00:00+00:00,0.10954300314188004,0.11562900245189667,0.10876400023698807,0.10876400023698807,596030,0.0,0.0
2023-04-06 00:00:00+00:00,0.10846800357103348,0.16282500326633453,0.1082720011472702,0.12150300294160843,340850,0.0,0.0
2023-04-07 00:00:00+00:00,0.12149599939584732,0.12213599681854248,0.10875000059604645,0.10880500078201294,61845,0.0,0.0
2023-04-08 00:00:00+00:00,0.10881199687719345,0.10884600132703781,0.10123699903488159,0.10128899663686752,32317,0.0,0.0
2023-04-09 00:00:00+00:00,0.10126200318336487,0.10876300185918808,0.10015899688005447,0.10813800245523453,22481,0.0,0.0
2023-04-10 00:00:00+00:00,0.10813000053167343,0.11601299792528152,0.10793200135231018,0.11368200182914734,29923,0.0,0.0
2023-04-11 00:00:00+00:00,0.11354800313711166,0.11689300090074539,0.11352399736642838,0.11363500356674194,129085,0.0,0.0
2023-04-12 00:00:00+00:00,0.11364900320768356,0.11374100297689438,0.1033950001001358,0.10798799991607666,51399,0.0,0.0
2023-04-13 00:00:00+00:00,0.10826600342988968,0.10874500125646591,0.10494700074195862,0.10507000237703323,21263,0.0,0.0
2023-04-14 00:00:00+00:00,0.10507500171661377,0.10507500171661377,0.07633200287818909,0.07674899697303772,63397,0.0,0.0
2023-04-15 00:00:00+00:00,0.07674899697303772,0.08389099687337875,0.07674500346183777,0.07800699770450592,49244,0.0,0.0
2023-04-16 00:00:00+00:00,0.07800599932670593,0.08465299755334854,0.07743900269269943,0.07889000326395035,35820,0.0,0.0
2023-04-17 00:00:00+00:00,0.07887999713420868,0.07952100038528442,0.06187000125646591,0.06315699964761734,44651,0.0,0.0
2023-04-18 00:00:00+00:00,0.06312499940395355,0.06335200369358063,0.05470699816942215,0.055091001093387604,25299,0.0,0.0
2023-04-19 00:00:00+00:00,0.05509199947118759,0.05509199947118759,0.052685000002384186,0.053397998213768005,9990,0.0,0.0
