TIMESTAMP,CGG_OPEN_PRICE_USD,CGG_HIGH_PRICE_USD,CGG_LOW_PRICE_USD,CGG_CLOSE_PRICE_USD,CGG_VOLUME_USD,CGG_DIVIDENDS_USD,CGG_STOCK_SPLITS_USD
2021-03-10 00:00:00+00:00,2.9268360137939453,2.9268360137939453,1.1737689971923828,1.5185320377349854,32238087,0.0,0.0
2021-03-11 00:00:00+00:00,1.5185459852218628,1.863996982574463,1.2579289674758911,1.5726850032806396,11943642,0.0,0.0
2021-03-12 00:00:00+00:00,1.572698950767517,2.353646993637085,1.491947054862976,2.299562931060791,10160896,0.0,0.0
2021-03-13 00:00:00+00:00,2.3004260063171387,3.870361089706421,2.085160970687866,3.613569974899292,21732636,0.0,0.0
2021-03-14 00:00:00+00:00,3.6136300563812256,4.232586860656738,2.783719062805176,3.0522940158843994,14359229,0.0,0.0
2021-03-15 00:00:00+00:00,3.0526249408721924,3.465333938598633,2.4309539794921875,2.8829290866851807,6853805,0.0,0.0
2021-03-16 00:00:00+00:00,2.8828771114349365,3.3366549015045166,2.5049939155578613,2.9283640384674072,5932297,0.0,0.0
2021-03-17 00:00:00+00:00,2.928375005722046,3.2913360595703125,2.562791109085083,2.696516990661621,3390291,0.0,0.0
2021-03-18 00:00:00+00:00,2.697066068649292,2.7390100955963135,2.2557361125946045,2.5156409740448,3421839,0.0,0.0
2021-03-19 00:00:00+00:00,2.5159831047058105,3.1717379093170166,2.174976110458374,2.8107900619506836,4143374,0.0,0.0
2021-03-20 00:00:00+00:00,2.812700033187866,3.170478105545044,2.555980920791626,3.1377480030059814,2663266,0.0,0.0
2021-03-21 00:00:00+00:00,3.132611036300659,3.666593074798584,2.921983003616333,3.471734046936035,4513911,0.0,0.0
2021-03-22 00:00:00+00:00,3.4825870990753174,3.756817102432251,2.725187063217163,2.9483320713043213,3675864,0.0,0.0
2021-03-23 00:00:00+00:00,2.947503089904785,3.2181739807128906,2.7024900913238525,2.7604589462280273,2166895,0.0,0.0
2021-03-24 00:00:00+00:00,2.7588179111480713,3.446652889251709,2.6491661071777344,2.7329509258270264,2273084,0.0,0.0
2021-03-25 00:00:00+00:00,2.7286489009857178,3.0624330043792725,2.188086986541748,2.337928056716919,2696249,0.0,0.0
2021-03-26 00:00:00+00:00,2.3370258808135986,2.842071056365967,2.2400989532470703,2.499145984649658,2790396,0.0,0.0
2021-03-27 00:00:00+00:00,2.4965929985046387,2.641118049621582,2.245126962661743,2.367469072341919,2892811,0.0,0.0
2021-03-28 00:00:00+00:00,2.3675038814544678,2.644412040710449,2.2135159969329834,2.3604180812835693,1940246,0.0,0.0
2021-03-29 00:00:00+00:00,2.3607869148254395,2.7270290851593018,2.1805570125579834,2.407641887664795,2955417,0.0,0.0
2021-03-30 00:00:00+00:00,2.407757043838501,2.4601569175720215,1.9773060083389282,2.2586419582366943,3523507,0.0,0.0
2021-03-31 00:00:00+00:00,2.258246898651123,2.396233081817627,1.8247590065002441,2.112299919128418,2585091,0.0,0.0
2021-04-01 00:00:00+00:00,2.108544111251831,2.7781059741973877,1.9471479654312134,2.635200023651123,2678765,0.0,0.0
2021-04-02 00:00:00+00:00,2.6460530757904053,3.434206008911133,2.4370129108428955,3.1257989406585693,7647068,0.0,0.0
2021-04-03 00:00:00+00:00,3.1330459117889404,3.525333881378174,2.3765599727630615,2.6671500205993652,23042170,0.0,0.0
2021-04-04 00:00:00+00:00,2.664591073989868,2.673367977142334,2.2843658924102783,2.3478479385375977,4540879,0.0,0.0
