TIMESTAMP,EMAX_OPEN_PRICE_USD,EMAX_HIGH_PRICE_USD,EMAX_LOW_PRICE_USD,EMAX_CLOSE_PRICE_USD,EMAX_VOLUME_USD,EMAX_DIVIDENDS_USD,EMAX_STOCK_SPLITS_USD
2021-05-17 00:00:00+00:00,,,,0.0,17043807,0.0,0.0
2021-05-18 00:00:00+00:00,,,,0.0,28195890,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,16286382,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,10337930,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,9491220,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,4837878,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,9428955,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,9884970,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,11419968,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,1770600,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,25091785,0.0,0.0
2021-05-28 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,80958468,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,112515203,0.0,0.0
2021-05-30 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,75546110,0.0,0.0
2021-05-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,31081031,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,34133555,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,23246113,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,66097162,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,28372360,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,18034141,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,17713520,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,32468029,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,14026248,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,9068759,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,8565444,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,8542540,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,16655648,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,22483863,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,30395111,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,11199508,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,8421036,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,5941710,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,9423484,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,3605948,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,3809230,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,4156477,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,3162123,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,2689484,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,3911178,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,3197404,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,1613302,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,2302188,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,2592014,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,2489158,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,1019849,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,2296628,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,851357,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,1218008,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,652510,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,464329,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,592347,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,483487,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,1109739,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,492566,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,280266,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,317942,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,340904,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,262324,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,613160,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,538510,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,2026641,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,654384,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,666280,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,337903,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,405360,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,606450,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,379562,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,186150,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,388605,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,429966,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,317927,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,227193,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,262366,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,224222,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,367040,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,553864,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,165062,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,724975,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,606435,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,784811,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,446969,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,629874,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,621511,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,483722,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,609725,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,658991,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,889064,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,670611,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,534367,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,502993,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,777902,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,607654,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,629855,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,699543,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,1490086,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,669014,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,774972,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,413433,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,343656,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,521279,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,545161,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,582818,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,709024,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,1376935,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,1517626,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,1107594,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,751960,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,758368,0.0,0.0
