TIMESTAMP,DSC32891_OPEN_PRICE_USD,DSC32891_HIGH_PRICE_USD,DSC32891_LOW_PRICE_USD,DSC32891_CLOSE_PRICE_USD,DSC32891_VOLUME_USD,DSC32891_DIVIDENDS_USD,DSC32891_STOCK_SPLITS_USD
2024-08-29 00:00:00+00:00,0.06115199998021126,0.06449399888515472,0.060940999537706375,0.06278300285339355,26423,0.0,0.0
2024-08-30 00:00:00+00:00,0.06278300285339355,0.06620500236749649,0.06025899946689606,0.0655680000782013,465511,0.0,0.0
2024-08-31 00:00:00+00:00,0.0655680000782013,0.07266899943351746,0.06188400089740753,0.07266899943351746,439762,0.0,0.0
2024-09-01 00:00:00+00:00,0.07266899943351746,0.07266899943351746,0.06660199910402298,0.06717699766159058,658175,0.0,0.0
2024-09-02 00:00:00+00:00,0.06717699766159058,0.06717699766159058,0.05695800110697746,0.05847499892115593,453861,0.0,0.0
2024-09-03 00:00:00+00:00,0.05847499892115593,0.05938100069761276,0.052462998777627945,0.05380599945783615,215401,0.0,0.0
2024-09-04 00:00:00+00:00,0.05380599945783615,0.05433199927210808,0.04617200046777725,0.04618300125002861,207054,0.0,0.0
2024-09-05 00:00:00+00:00,0.04618300125002861,0.04641599953174591,0.04288199916481972,0.04322199895977974,735028,0.0,0.0
2024-09-06 00:00:00+00:00,0.04322199895977974,0.04521000012755394,0.04231499880552292,0.043067000806331635,272035,0.0,0.0
2024-09-07 00:00:00+00:00,0.043067000806331635,0.04355200007557869,0.04251300171017647,0.04288899898529053,261448,0.0,0.0
2024-09-08 00:00:00+00:00,0.04288899898529053,0.0429840013384819,0.040049001574516296,0.040314000099897385,267775,0.0,0.0
2024-09-09 00:00:00+00:00,0.040314000099897385,0.040713999420404434,0.03749199956655502,0.03768099844455719,216176,0.0,0.0
2024-09-10 00:00:00+00:00,0.03768099844455719,0.03798599913716316,0.034515999257564545,0.03478899970650673,204757,0.0,0.0
2024-09-11 00:00:00+00:00,0.03478899970650673,0.034846000373363495,0.032839998602867126,0.03442800045013428,271493,0.0,0.0
2024-09-12 00:00:00+00:00,0.03442800045013428,0.03770599886775017,0.0344030000269413,0.03608499839901924,352606,0.0,0.0
2024-09-13 00:00:00+00:00,0.03608499839901924,0.036674000322818756,0.03203999996185303,0.03258800134062767,298860,0.0,0.0
2024-09-14 00:00:00+00:00,0.03258800134062767,0.03483999893069267,0.03116999939084053,0.0339989997446537,202360,0.0,0.0
2024-09-15 00:00:00+00:00,0.0339989997446537,0.03423700109124184,0.03089199960231781,0.03190400078892708,243471,0.0,0.0
2024-09-16 00:00:00+00:00,0.03190400078892708,0.03242800012230873,0.030386999249458313,0.031208999454975128,60448,0.0,0.0
2024-09-17 00:00:00+00:00,0.031208999454975128,0.031592000275850296,0.0287919994443655,0.029272999614477158,58074,0.0,0.0
2024-09-18 00:00:00+00:00,0.029272999614477158,0.029725000262260437,0.02759999968111515,0.028429999947547913,47557,0.0,0.0
2024-09-19 00:00:00+00:00,0.028429999947547913,0.028650999069213867,0.025186000391840935,0.02523599937558174,40399,0.0,0.0
2024-09-20 00:00:00+00:00,0.02523599937558174,0.025916999205946922,0.024312999099493027,0.024824000895023346,55337,0.0,0.0
2024-09-21 00:00:00+00:00,0.024824000895023346,0.025039000436663628,0.02006799913942814,0.02100300043821335,112239,0.0,0.0
2024-09-22 00:00:00+00:00,0.02100300043821335,0.022787999361753464,0.02057800069451332,0.0219930000603199,81085,0.0,0.0
2024-09-23 00:00:00+00:00,0.0219930000603199,0.022048000246286392,0.019644999876618385,0.02061299979686737,106588,0.0,0.0
2024-09-24 00:00:00+00:00,0.02061299979686737,0.02641100063920021,0.018364999443292618,0.020072000101208687,108737,0.0,0.0
2024-09-25 00:00:00+00:00,0.020072000101208687,0.02032100036740303,0.017201000824570656,0.0184480007737875,87148,0.0,0.0
2024-09-26 00:00:00+00:00,0.0184480007737875,0.0184480007737875,0.016445999965071678,0.017357999458909035,42321,0.0,0.0
2024-09-27 00:00:00+00:00,0.017357999458909035,0.017673000693321228,0.011768000200390816,0.012501000426709652,89594,0.0,0.0
2024-09-28 00:00:00+00:00,0.012501000426709652,0.013705000281333923,0.01244099996984005,0.013159000314772129,46967,0.0,0.0
2024-09-29 00:00:00+00:00,0.013159000314772129,0.01372500043362379,0.013154000043869019,0.013593999668955803,32902,0.0,0.0
2024-09-30 00:00:00+00:00,0.013593999668955803,0.01431300025433302,0.013245999813079834,0.013896999880671501,21532,0.0,0.0
2024-10-01 00:00:00+00:00,0.013896999880671501,0.015134000219404697,0.013299000449478626,0.01331700012087822,37136,0.0,0.0
2024-10-02 00:00:00+00:00,0.01331700012087822,0.013620000332593918,0.012156999669969082,0.012191999703645706,18989,0.0,0.0
2024-10-03 00:00:00+00:00,0.012191999703645706,0.01223399955779314,0.010972999967634678,0.01143800001591444,16212,0.0,0.0
2024-10-04 00:00:00+00:00,0.01143800001591444,0.011532999575138092,0.010262000374495983,0.010521999560296535,11211,0.0,0.0
2024-10-05 00:00:00+00:00,0.010521999560296535,0.010750999674201012,0.009441999718546867,0.009878999553620815,43513,0.0,0.0
2024-10-06 00:00:00+00:00,0.009878999553620815,0.01029600016772747,0.009650999680161476,0.009812000207602978,17847,0.0,0.0
2024-10-07 00:00:00+00:00,0.009812000207602978,0.009831000119447708,0.009100000374019146,0.009131000377237797,17706,0.0,0.0
2024-10-08 00:00:00+00:00,0.009131000377237797,0.00941499974578619,0.008991999551653862,0.009142999537289143,15831,0.0,0.0
2024-10-09 00:00:00+00:00,0.009142999537289143,0.011199000291526318,0.008158000186085701,0.00913000013679266,72468,0.0,0.0
2024-10-10 00:00:00+00:00,0.00913000013679266,0.009151999838650227,0.008349999785423279,0.00849900022149086,33218,0.0,0.0
2024-10-11 00:00:00+00:00,0.00849900022149086,0.008821999654173851,0.008078999817371368,0.008635000325739384,25360,0.0,0.0
2024-10-12 00:00:00+00:00,0.008635000325739384,0.009329999797046185,0.008441000245511532,0.008803999982774258,23580,0.0,0.0
2024-10-13 00:00:00+00:00,0.008803999982774258,0.008837999776005745,0.008147000335156918,0.008163000456988811,11098,0.0,0.0
