TIMESTAMP,GIOVE_OPEN_PRICE_USD,GIOVE_HIGH_PRICE_USD,GIOVE_LOW_PRICE_USD,GIOVE_CLOSE_PRICE_USD,GIOVE_VOLUME_USD,GIOVE_DIVIDENDS_USD,GIOVE_STOCK_SPLITS_USD
2024-04-24 00:00:00+00:00,1.2569429874420166,1.2793879508972168,1.2396600246429443,1.2500989437103271,0,0.0,0.0
2024-04-25 00:00:00+00:00,1.2507350444793701,1.2825349569320679,1.219694972038269,1.2817330360412598,0,0.0,0.0
2024-04-26 00:00:00+00:00,1.2817330360412598,1.2826050519943237,1.2617470026016235,1.2622699737548828,0,0.0,0.0
2024-04-27 00:00:00+00:00,1.2624050378799438,1.2716920375823975,1.2390639781951904,1.2711399793624878,0,0.0,0.0
2024-04-28 00:00:00+00:00,1.2711399793624878,1.2723050117492676,1.2553609609603882,1.2557979822158813,0,0.0,0.0
2024-04-29 00:00:00+00:00,1.2557979822158813,1.2684710025787354,1.2554110288619995,1.2606819868087769,0,0.0,0.0
2024-04-30 00:00:00+00:00,1.2606819868087769,1.2846870422363281,1.2604260444641113,1.2823079824447632,3659,0.0,0.0
2024-05-01 00:00:00+00:00,1.2823079824447632,1.2853169441223145,1.2599409818649292,1.2605140209197998,5098,0.0,0.0
2024-05-02 00:00:00+00:00,1.2605140209197998,1.2872289419174194,1.260267972946167,1.2863450050354004,3873,0.0,0.0
2024-05-03 00:00:00+00:00,1.2857279777526855,1.2865159511566162,1.261775016784668,1.264752984046936,2719,0.0,0.0
2024-05-04 00:00:00+00:00,1.264762043952942,1.2898520231246948,1.2560069561004639,1.2891240119934082,14247,0.0,0.0
2024-05-05 00:00:00+00:00,1.2891919612884521,1.290442943572998,1.2561110258102417,1.2673039436340332,4954,0.0,0.0
2024-05-06 00:00:00+00:00,1.2676210403442383,1.2684179544448853,1.2453900575637817,1.2500640153884888,5756,0.0,0.0
2024-05-07 00:00:00+00:00,1.2500640153884888,1.2509020566940308,1.2497459650039673,1.2498120069503784,2707,0.0,0.0
2024-05-08 00:00:00+00:00,1.2638360261917114,1.270933985710144,1.2465360164642334,1.2676069736480713,19677,0.0,0.0
2024-05-09 00:00:00+00:00,1.2676069736480713,1.2680720090866089,1.2392510175704956,1.2510099411010742,17367,0.0,0.0
2024-05-10 00:00:00+00:00,1.2510099411010742,1.2576420307159424,1.2443180084228516,1.2446719408035278,8838,0.0,0.0
2024-05-11 00:00:00+00:00,1.2447500228881836,1.271448016166687,1.2370959520339966,1.2707070112228394,8260,0.0,0.0
2024-05-12 00:00:00+00:00,1.2707840204238892,1.2718000411987305,1.2703059911727905,1.2703460454940796,969,0.0,0.0
2024-05-13 00:00:00+00:00,1.2702800035476685,1.2922019958496094,1.2455530166625977,1.2742650508880615,9333,0.0,0.0
2024-05-14 00:00:00+00:00,1.2742500305175781,1.276237964630127,1.2731289863586426,1.275452971458435,6846,0.0,0.0
2024-05-15 00:00:00+00:00,1.275452971458435,1.2757940292358398,1.2615280151367188,1.2644790410995483,3616,0.0,0.0
2024-05-16 00:00:00+00:00,1.2645150423049927,1.2818059921264648,1.264003038406372,1.27668297290802,13318,0.0,0.0
2024-05-17 00:00:00+00:00,1.2765380144119263,1.2840650081634521,1.2653000354766846,1.2825210094451904,10425,0.0,0.0
2024-05-18 00:00:00+00:00,1.282533049583435,1.2891310453414917,1.2734099626541138,1.2882499694824219,3597,0.0,0.0
2024-05-19 00:00:00+00:00,1.2882330417633057,1.2931549549102783,1.2680319547653198,1.29197096824646,6521,0.0,0.0
2024-05-20 00:00:00+00:00,1.291759967803955,1.2930140495300293,1.284180998802185,1.2875880002975464,3138,0.0,0.0
2024-05-21 00:00:00+00:00,1.2875880002975464,1.2901159524917603,1.2715500593185425,1.2899229526519775,8988,0.0,0.0
2024-05-22 00:00:00+00:00,1.2899229526519775,1.29066002368927,1.2891730070114136,1.2894140481948853,2080,0.0,0.0
2024-05-23 00:00:00+00:00,1.2894140481948853,1.2906739711761475,1.279252052307129,1.289396047592163,2799,0.0,0.0
