TIMESTAMP,RUNE_OPEN_PRICE_USD,RUNE_HIGH_PRICE_USD,RUNE_LOW_PRICE_USD,RUNE_CLOSE_PRICE_USD
2020-03-21,0.06053,0.07014,0.05511,0.0582
2020-03-22,0.0582,0.06405,0.05669,0.05886
2020-03-23,0.05886,0.06561,0.05604,0.06502
2020-03-24,0.06502,0.06743,0.05597,0.06226
2020-03-25,0.06226,0.06977,0.05547,0.05717
2020-03-26,0.05717,0.06404,0.05637,0.06141
2020-03-27,0.06141,0.06345,0.05889,0.06198
2020-03-28,0.06198,0.06303,0.05741,0.06111
2020-03-29,0.06111,0.06506,0.05763,0.05787
2020-03-30,0.05787,0.06124,0.05769,0.05957
2020-03-31,0.05957,0.06513,0.059,0.06485
2020-04-01,0.06485,0.07276,0.06108,0.07253
2020-04-02,0.07253,0.07893,0.07107,0.07684
2020-04-03,0.07684,0.07972,0.06718,0.07591
2020-04-04,0.07591,0.08219,0.07446,0.07806
2020-04-05,0.07806,0.0823,0.07684,0.07868
2020-04-06,0.07868,0.08238,0.06715,0.07707
2020-04-07,0.07707,0.08194,0.07658,0.08105
2020-04-08,0.08105,0.08194,0.07788,0.08114
2020-04-09,0.08114,0.0823,0.08096,0.0815
2020-04-10,0.0815,0.08671,0.07666,0.08521
2020-04-11,0.08521,0.08892,0.0793,0.08261
2020-04-12,0.08261,0.1234,0.08101,0.104
2020-04-13,0.104,0.1097,0.09018,0.09901
2020-04-14,0.09901,0.1057,0.0912,0.1011
2020-04-15,0.1011,0.1101,0.08927,0.08927
2020-04-16,0.08927,0.1143,0.08894,0.1128
2020-04-17,0.1128,0.1263,0.1,0.1222
2020-04-18,0.1222,0.1253,0.1002,0.1245
2020-04-19,0.1245,0.1262,0.1133,0.1215
2020-04-20,0.1215,0.1215,0.1119,0.113
2020-04-21,0.113,0.1137,0.1102,0.1112
2020-04-22,0.1112,0.1295,0.1101,0.1161
2020-04-23,0.1161,0.1226,0.1066,0.1155
2020-04-24,0.1155,0.1201,0.1066,0.1183
2020-04-25,0.1183,0.1201,0.1069,0.1156
2020-04-26,0.1156,0.1201,0.1085,0.1103
2020-04-27,0.1103,0.12,0.1085,0.113
2020-04-28,0.113,0.1201,0.1123,0.1174
2020-04-29,0.1174,0.1291,0.1112,0.1174
2020-04-30,0.1174,0.1295,0.1101,0.1132
2020-05-01,0.1132,0.1279,0.1123,0.1189
2020-05-02,0.1189,0.1221,0.1176,0.1183
2020-05-03,0.1183,0.1191,0.107,0.1135
2020-05-04,0.1135,0.1211,0.1024,0.1152
2020-05-05,0.1152,0.1152,0.1101,0.1142
2020-05-06,0.1142,0.117,0.1081,0.1116
2020-05-07,0.1116,0.1199,0.1071,0.1126
2020-05-08,0.1126,0.118,0.1086,0.1126
2020-05-09,0.1126,0.1155,0.1086,0.1111
2020-05-10,0.1111,0.116,0.09387,0.1032
2020-05-11,0.1032,0.1073,0.09806,0.1007
2020-05-12,0.1007,0.1076,0.09509,0.1027
2020-05-13,0.1027,0.1076,0.0994,0.101
2020-05-14,0.101,0.12,0.0995,0.103
2020-05-15,0.103,0.1149,0.09693,0.1099
2020-05-16,0.1099,0.115,0.1044,0.1106
2020-05-17,0.1106,0.1131,0.1076,0.1114
2020-05-18,0.1114,0.1123,0.09838,0.1055
2020-05-19,0.1055,0.108,0.1015,0.1065
2020-05-20,0.1065,0.11,0.1014,0.1053
2020-05-21,0.1053,0.1069,0.1004,0.1042
2020-05-22,0.1042,0.11,0.1011,0.1065
2020-05-23,0.1065,0.1089,0.1013,0.1068
2020-05-24,0.1068,0.108,0.1022,0.1053
2020-05-25,0.1053,0.1063,0.1001,0.104
2020-05-26,0.104,0.1052,0.0985,0.104
2020-05-27,0.104,0.1048,0.1,0.1019
2020-05-28,0.1019,0.1102,0.101,0.1088
2020-05-29,0.1088,0.1311,0.1057,0.1276
2020-05-30,0.1276,0.1433,0.1187,0.135
2020-05-31,0.135,0.1399,0.1276,0.132
2020-06-01,0.132,0.1434,0.127,0.1362
2020-06-02,0.1362,0.1474,0.1203,0.1289
2020-06-03,0.1289,0.1359,0.1226,0.1313
2020-06-04,0.1313,0.135,0.1241,0.1307
2020-06-05,0.1307,0.1394,0.1276,0.1315
2020-06-06,0.1315,0.1595,0.1293,0.1537
2020-06-07,0.1537,0.1595,0.14,0.1595
2020-06-08,0.1595,0.2224,0.152,0.1807
2020-06-09,0.1807,0.2493,0.1807,0.2089
2020-06-10,0.2089,0.2198,0.18,0.1948
2020-06-11,0.1948,0.2196,0.179,0.1848
2020-06-12,0.1848,0.2,0.1796,0.197
2020-06-13,0.197,0.246,0.1927,0.2384
2020-06-14,0.2384,0.2598,0.2234,0.2429
2020-06-15,0.2429,0.26,0.2221,0.2402
2020-06-16,0.2402,0.31,0.2386,0.2702
2020-06-17,0.2702,0.3595,0.2526,0.3383
2020-06-18,0.3383,0.3558,0.2499,0.2933
2020-06-19,0.2933,0.3238,0.2808,0.3099
2020-06-20,0.3099,0.3368,0.2942,0.3019
2020-06-21,0.3019,0.3077,0.284,0.291
2020-06-22,0.291,0.3303,0.2803,0.3028
2020-06-23,0.3028,0.3248,0.2962,0.3202
2020-06-24,0.3202,0.3499,0.2949,0.349
2020-06-25,0.349,0.3996,0.3417,0.3929
2020-06-26,0.3929,0.4087,0.3676,0.3717
2020-06-27,0.3717,0.3758,0.3219,0.3318
2020-06-28,0.3318,0.3747,0.322,0.3557
2020-06-29,0.3557,0.3645,0.3239,0.3463
2020-06-30,0.3463,0.376,0.34,0.3574
2020-07-01,0.3574,0.42,0.3391,0.3861
2020-07-02,0.3861,0.4486,0.3825,0.401
2020-07-03,0.401,0.47,0.401,0.4469
2020-07-04,0.4469,0.4777,0.4211,0.4597
2020-07-05,0.4597,0.4915,0.4504,0.4565
2020-07-06,0.4565,0.4675,0.4004,0.4098
2020-07-07,0.4098,0.4495,0.4004,0.4326
2020-07-08,0.4326,0.5201,0.4224,0.4725
2020-07-09,0.4725,0.5305,0.4404,0.4468
2020-07-10,0.4468,0.4771,0.4224,0.4431
2020-07-11,0.4431,0.479,0.4255,0.4625
2020-07-12,0.4625,0.4722,0.4244,0.4405
2020-07-13,0.4405,0.462,0.36,0.3799
2020-07-14,0.3799,0.4497,0.366,0.4142
2020-07-15,0.4142,0.4278,0.3903,0.4024
2020-07-16,0.4024,0.425,0.3904,0.4154
2020-07-17,0.4154,0.5185,0.4114,0.4857
2020-07-18,0.4857,0.5102,0.4621,0.4795
2020-07-19,0.4795,0.5173,0.4555,0.471
2020-07-20,0.471,0.6657,0.455,0.5348
2020-07-21,0.5348,0.5561,0.5011,0.5451
2020-07-22,0.5451,0.5561,0.515,0.5355
2020-07-23,0.5355,0.5656,0.5005,0.539
2020-07-24,0.539,0.7422,0.5383,0.6116
2020-07-25,0.6116,0.6998,0.5269,0.5271
2020-07-26,0.5271,0.6497,0.4656,0.4993
2020-07-27,0.4993,0.508,0.4008,0.4248
2020-07-28,0.4248,0.5611,0.4247,0.4941
2020-07-29,0.4941,0.596,0.4705,0.5
2020-07-30,0.5,0.5643,0.481,0.4858
2020-07-31,0.4858,0.5059,0.4567,0.4568
2020-08-01,0.4568,0.4903,0.435,0.4443
2020-08-02,0.4443,0.5008,0.3998,0.4778
2020-08-03,0.4778,0.5064,0.43,0.4552
2020-08-04,0.4552,0.5101,0.454,0.5051
2020-08-05,0.5051,0.6281,0.4954,0.5629
2020-08-06,0.5629,0.6117,0.5103,0.5829
2020-08-07,0.5829,0.632,0.5589,0.5806
2020-08-08,0.5806,0.6999,0.5784,0.659
2020-08-09,0.659,0.79,0.6271,0.7683
2020-08-10,0.7683,0.9509,0.716,0.8029
2020-08-11,0.8029,0.8495,0.7057,0.7598
2020-08-12,0.7598,0.9375,0.721,0.9011
2020-08-13,0.9011,0.9354,0.7741,0.8309
2020-08-14,0.8309,1.018,0.8009,0.9548
2020-08-15,0.9548,1.04,0.8631,0.8804
2020-08-16,0.8804,0.962,0.8537,0.9076
2020-08-17,0.9076,0.992,0.8146,0.8705
2020-08-18,0.8705,0.9384,0.8059,0.8357
2020-08-19,0.8357,0.8476,0.7423,0.7917
2020-08-20,0.7917,0.9209,0.7763,0.9037
2020-08-21,0.9037,0.9488,0.77,0.7704
2020-08-22,0.7704,0.9208,0.7452,0.8496
2020-08-23,0.8496,0.8715,0.7863,0.8031
2020-08-24,0.8031,0.9209,0.7942,0.8696
2020-08-25,0.8696,0.9158,0.791,0.8277
2020-08-26,0.8277,0.9508,0.8166,0.8536
2020-08-27,0.8536,0.9349,0.8117,0.9185
2020-08-28,0.9185,0.9861,0.8423,0.8532
2020-08-29,0.8532,0.9477,0.8532,0.9319
2020-08-30,0.9319,1.181,0.9189,1.081
2020-08-31,1.081,1.109,0.9861,1.027
2020-09-01,1.027,1.159,0.9009,0.9962
2020-09-02,0.9962,1.104,0.8909,0.9272
2020-09-03,0.9272,1.042,0.7136,0.7139
2020-09-04,0.7139,0.9699,0.6574,0.8197
2020-09-05,0.8197,0.8572,0.5518,0.6384
2020-09-06,0.6384,0.8109,0.6162,0.7827
2020-09-07,0.7827,0.812,0.6228,0.7235
2020-09-08,0.7235,0.7633,0.6514,0.6974
2020-09-09,0.6974,0.764,0.6549,0.7285
2020-09-10,0.7285,0.8224,0.7037,0.7236
2020-09-11,0.7236,0.762,0.6631,0.748
2020-09-12,0.748,0.8087,0.6974,0.8003
2020-09-13,0.8003,0.802,0.6541,0.7063
2020-09-14,0.7063,0.7136,0.6299,0.6435
2020-09-15,0.6435,0.6503,0.5274,0.5818
2020-09-16,0.5818,0.6415,0.5409,0.5926
2020-09-17,0.5926,0.6103,0.4615,0.5174
2020-09-18,0.5174,0.5508,0.4993,0.5244
2020-09-19,0.5244,0.5314,0.4776,0.4923
2020-09-20,0.4923,0.5252,0.4362,0.4522
2020-09-21,0.4522,0.4603,0.3237,0.3849
2020-09-22,0.3849,0.4203,0.3605,0.3894
2020-09-23,0.3894,0.3926,0.3311,0.3389
2020-09-24,0.3389,0.4054,0.33,0.3977
2020-09-25,0.3977,0.4924,0.3829,0.4841
2020-09-26,0.4841,0.5351,0.4485,0.5295
2020-09-27,0.5295,0.6376,0.5017,0.6326
2020-09-28,0.6326,0.6369,0.5424,0.5551
2020-09-29,0.5551,0.5814,0.5051,0.5316
2020-09-30,0.5316,0.5321,0.463,0.4852
2020-10-01,0.4852,0.5463,0.4571,0.4828
2020-10-02,0.4828,0.4873,0.4047,0.4577
2020-10-03,0.4577,0.4994,0.454,0.4596
2020-10-04,0.4596,0.4627,0.4317,0.4547
2020-10-05,0.4547,0.4697,0.4088,0.4117
2020-10-06,0.4117,0.414,0.351,0.3839
2020-10-07,0.3839,0.4449,0.3745,0.4355
2020-10-08,0.4355,0.4802,0.4028,0.4782
2020-10-09,0.4782,0.5691,0.4704,0.4856
2020-10-10,0.4856,0.5814,0.4806,0.5364
2020-10-11,0.5364,0.577,0.5004,0.5387
2020-10-12,0.5387,0.6046,0.535,0.5825
2020-10-13,0.5825,0.6205,0.5368,0.578
2020-10-14,0.578,0.6305,0.5386,0.5585
2020-10-15,0.5585,0.5585,0.5086,0.5322
2020-10-16,0.5322,0.5415,0.4962,0.4997
2020-10-17,0.4997,0.5283,0.4904,0.5045
2020-10-18,0.5045,0.5979,0.5016,0.5706
2020-10-19,0.5706,0.5889,0.5402,0.5602
2020-10-20,0.5602,0.5602,0.4639,0.4711
2020-10-21,0.4711,0.5257,0.4693,0.4906
2020-10-22,0.4906,0.5382,0.4887,0.5157
2020-10-23,0.5157,0.5212,0.4848,0.499
2020-10-24,0.499,0.5159,0.4882,0.4976
2020-10-25,0.4976,0.4986,0.4604,0.4664
2020-10-26,0.4664,0.5008,0.4376,0.4427
2020-10-27,0.4427,0.4596,0.4143,0.4377
2020-10-28,0.4377,0.4441,0.3927,0.4052
2020-10-29,0.4052,0.4152,0.3846,0.3964
2020-10-30,0.3964,0.4009,0.3677,0.3942
2020-10-31,0.3942,0.4483,0.3902,0.4055
2020-11-01,0.4055,0.4088,0.387,0.395
2020-11-02,0.395,0.4131,0.3807,0.3817
2020-11-03,0.3817,0.3817,0.3583,0.3682
2020-11-04,0.3682,0.381,0.3509,0.3774
2020-11-05,0.3774,0.4554,0.377,0.4233
2020-11-06,0.4233,0.5255,0.422,0.5221
2020-11-07,0.5221,0.5606,0.4471,0.493
2020-11-08,0.493,0.5884,0.484,0.5793
2020-11-09,0.5793,0.644,0.5581,0.5908
2020-11-10,0.5908,0.7101,0.5795,0.6821
2020-11-11,0.6821,0.7024,0.6213,0.6263
2020-11-12,0.6263,0.6447,0.5597,0.5741
2020-11-13,0.5741,0.7451,0.57,0.714
2020-11-14,0.714,0.857,0.6594,0.831
2020-11-15,0.831,0.9866,0.8084,0.8843
2020-11-16,0.8843,0.9773,0.8639,0.9114
2020-11-17,0.9114,1.05,0.8661,1.008
2020-11-18,1.008,1.016,0.778,0.8933
2020-11-19,0.8933,0.958,0.806,0.9009
2020-11-20,0.9009,1.01,0.8985,0.9311
2020-11-21,0.9311,0.9811,0.8794,0.918
2020-11-22,0.918,0.9548,0.8192,0.8477
2020-11-23,0.8477,0.9341,0.8289,0.9152
2020-11-24,0.9152,1.015,0.8324,0.9144
2020-11-25,0.9144,0.9992,0.8705,0.9021
2020-11-26,0.9021,0.9339,0.6338,0.797
2020-11-27,0.797,0.8306,0.7012,0.7728
2020-11-28,0.7728,0.8197,0.7417,0.7948
2020-11-29,0.7948,0.8384,0.7834,0.8308
2020-11-30,0.8308,0.869,0.8119,0.8577
2020-12-01,0.8577,0.9381,0.8134,0.8957
2020-12-02,0.8957,1.015,0.8641,0.9863
2020-12-03,0.9863,1.086,0.9853,1.02
2020-12-04,1.02,1.139,0.92,0.9353
2020-12-05,0.9353,1.041,0.9146,1.01
2020-12-06,1.01,1.061,0.946,0.9825
2020-12-07,0.9825,1.018,0.9496,0.9675
2020-12-08,0.9675,0.9687,0.8278,0.8409
2020-12-09,0.8409,0.9318,0.807,0.895
2020-12-10,0.895,0.9077,0.8367,0.877
2020-12-11,0.877,0.8796,0.7615,0.8049
2020-12-12,0.8049,0.8879,0.8049,0.853
2020-12-13,0.853,0.9196,0.8335,0.8989
2020-12-14,0.8989,0.9363,0.8652,0.9291
2020-12-15,0.9291,0.9635,0.885,0.912
2020-12-16,0.912,1.03,0.8651,1.028
2020-12-17,1.028,1.12,0.9576,0.9988
2020-12-18,0.9988,1.065,0.9658,1.021
2020-12-19,1.021,1.11,1.018,1.052
2020-12-20,1.052,1.055,0.9604,0.9786
2020-12-21,0.9786,1.017,0.8911,0.8967
2020-12-22,0.8967,0.9604,0.8514,0.9187
2020-12-23,0.9187,1.005,0.8105,0.8768
2020-12-24,0.8768,0.9629,0.8376,0.9259
2020-12-25,0.9259,0.9629,0.8981,0.9238
2020-12-26,0.9238,0.9335,0.8554,0.8739
2020-12-27,0.8739,0.9715,0.8373,0.8961
2020-12-28,0.8961,1.059,0.8849,1.036
2020-12-29,1.036,1.231,0.9319,1.198
2020-12-30,1.198,1.26,1.125,1.213
2020-12-31,1.213,1.224,1.131,1.171
2021-01-01,1.171,1.431,1.153,1.29
2021-01-02,1.29,1.401,1.218,1.292
2021-01-03,1.292,1.52,1.286,1.488
2021-01-04,1.488,1.596,1.3,1.596
2021-01-05,1.596,1.664,1.505,1.585
2021-01-06,1.585,1.652,1.464,1.596
2021-01-07,1.596,1.62,1.344,1.464
2021-01-08,1.464,1.469,1.168,1.346
2021-01-09,1.346,1.607,1.316,1.57
2021-01-10,1.57,1.66,1.341,1.459
2021-01-11,1.459,1.461,1.121,1.309
2021-01-12,1.309,1.43,1.236,1.292
2021-01-13,1.292,1.889,1.208,1.808
2021-01-14,1.808,1.958,1.707,1.905
2021-01-15,1.905,1.986,1.645,1.857
2021-01-16,1.857,2.18,1.852,1.96
2021-01-17,1.96,2.029,1.801,1.953
2021-01-18,1.953,2.088,1.853,2.074
2021-01-19,2.074,2.207,1.952,2.001
2021-01-20,2.001,2.055,1.796,2.018
2021-01-21,2.018,2.037,1.599,1.647
2021-01-22,1.647,2.175,1.557,2.134
2021-01-23,2.134,2.569,2.091,2.372
2021-01-24,2.372,2.645,2.351,2.601
2021-01-25,2.601,2.637,2.23,2.368
2021-01-26,2.368,2.479,2.194,2.411
2021-01-27,2.411,2.561,2.179,2.549
2021-01-28,2.549,3.406,2.49,3.16
2021-01-29,3.16,3.649,3.034,3.633
2021-01-30,3.633,4.023,3.515,3.877
2021-01-31,3.877,4.042,3.365,3.615
2021-02-01,3.615,4.301,3.404,4.178
2021-02-02,4.178,4.269,3.636,3.799
2021-02-03,3.799,3.903,3.605,3.73
2021-02-04,3.73,4.203,3.545,3.908
2021-02-05,3.908,4.327,3.815,3.964
2021-02-06,3.964,4.008,3.279,3.571
2021-02-07,3.571,3.925,3.021,3.78
2021-02-08,3.78,4.624,3.527,4.586
2021-02-09,4.586,4.803,4.313,4.585
2021-02-10,4.585,5.018,4.184,4.469
2021-02-11,4.469,4.697,4.319,4.495
2021-02-12,4.495,4.553,4.112,4.304
2021-02-13,4.304,4.45,3.904,4.401
2021-02-14,4.401,4.534,3.854,3.971
2021-02-15,3.971,4.374,3.34,3.882
2021-02-16,3.882,4.199,3.632,3.913
2021-02-17,3.913,4.088,3.58,4.013
2021-02-18,4.013,4.286,3.951,3.976
2021-02-19,3.976,4.999,3.85,4.77
2021-02-20,4.77,5.767,4.515,5.114
2021-02-21,5.114,5.281,4.601,4.78
2021-02-22,4.78,4.785,3.585,4.498
2021-02-23,4.498,4.95,3.051,4.897
2021-02-24,4.897,5.706,4.443,4.937
2021-02-25,4.937,5.295,4.415,4.427
2021-02-26,4.427,4.945,4.0,4.404
2021-02-27,4.404,4.823,4.399,4.524
2021-02-28,4.524,4.56,3.884,4.361
2021-03-01,4.361,5.209,4.348,5.193
2021-03-02,5.193,5.703,4.918,5.17
2021-03-03,5.17,6.196,5.086,5.723
2021-03-04,5.723,5.796,5.082,5.27
2021-03-05,5.27,5.671,4.958,5.511
2021-03-06,5.511,5.936,5.38,5.685
2021-03-07,5.685,5.99,5.51,5.7
2021-03-08,5.7,5.857,5.35,5.818
2021-03-09,5.818,6.194,5.752,6.159
2021-03-10,6.159,6.673,5.805,6.323
2021-03-11,6.323,6.773,6.126,6.425
2021-03-12,6.425,6.48,5.696,5.992
2021-03-13,5.992,6.298,5.812,6.11
2021-03-14,6.11,6.151,5.551,5.552
2021-03-15,5.552,5.856,5.216,5.663
2021-03-16,5.663,5.768,5.329,5.586
2021-03-17,5.586,5.886,5.397,5.826
2021-03-18,5.826,5.994,5.588,5.634
2021-03-19,5.634,5.7,5.477,5.578
2021-03-20,5.578,6.038,5.537,5.767
2021-03-21,5.767,5.815,5.343,5.63
2021-03-22,5.63,5.666,4.933,5.256
2021-03-23,5.256,5.383,4.931,5.123
2021-03-24,5.123,5.412,4.56,4.64
2021-03-25,4.64,4.932,4.501,4.76
2021-03-26,4.76,5.935,4.76,5.928
2021-03-27,5.928,6.428,5.728,6.235
2021-03-28,6.235,6.498,5.902,6.157
2021-03-29,6.157,6.75,6.12,6.737
2021-03-30,6.737,7.329,6.488,7.297
2021-03-31,7.297,8.05,6.95,7.935
2021-04-01,7.935,8.932,7.931,8.352
2021-04-02,8.352,8.888,7.91,8.389
2021-04-03,8.389,9.497,8.188,9.223
2021-04-04,9.223,10.42,9.041,10.34
2021-04-05,10.34,10.92,9.46,9.819
2021-04-06,9.819,10.04,9.07,9.898
2021-04-07,9.898,10.2,8.842,9.144
2021-04-08,9.144,10.36,9.117,10.23
2021-04-09,10.23,12.09,10.2,11.88
2021-04-10,11.88,12.99,11.32,11.89
2021-04-11,11.89,12.06,10.93,11.02
2021-04-12,11.02,12.3,10.45,12.1
2021-04-13,12.1,13.37,11.65,13.29
2021-04-14,13.29,17.05,13.27,15.29
2021-04-15,15.29,16.0,14.16,14.56
2021-04-16,14.56,15.4,12.93,14.61
2021-04-17,14.61,15.82,14.15,14.19
2021-04-18,14.19,16.64,11.68,16.62
2021-04-19,16.62,16.88,13.69,14.05
2021-04-20,14.05,15.03,12.35,14.8
2021-04-21,14.8,14.89,12.91,13.06
2021-04-22,13.06,15.03,12.65,14.0
2021-04-23,14.0,14.91,11.6,13.1
2021-04-24,13.1,13.14,11.14,11.32
2021-04-25,11.32,12.66,10.66,11.51
2021-04-26,11.51,14.01,11.34,13.87
2021-04-27,13.87,15.15,13.56,14.76
2021-04-28,14.76,15.47,13.8,14.15
2021-04-29,14.15,14.74,13.42,14.2
2021-04-30,14.2,16.16,13.86,15.4
2021-05-01,15.4,15.92,14.85,15.48
2021-05-02,15.48,15.5,14.32,14.54
2021-05-03,14.54,17.79,14.53,17.77
2021-05-04,17.77,18.83,16.29,16.88
2021-05-05,16.88,19.12,16.68,18.35
2021-05-06,18.35,18.44,16.94,17.5
2021-05-07,17.5,18.79,16.71,17.98
2021-05-08,17.98,19.32,17.74,19.22
2021-05-09,19.22,19.29,17.41,17.94
2021-05-10,17.94,18.49,15.94,16.53
2021-05-11,16.53,18.28,15.76,18.02
2021-05-12,18.02,19.77,17.0,18.01
2021-05-13,18.01,18.66,16.27,17.38
2021-05-14,17.38,19.32,17.22,18.71
2021-05-15,18.71,19.31,17.51,17.6
2021-05-16,17.6,20.99,17.54,19.33
2021-05-17,19.33,19.85,17.02,18.34
2021-05-18,18.34,20.81,18.34,20.34
2021-05-19,20.34,21.32,10.02,11.62
2021-05-20,11.62,15.12,10.31,13.62
2021-05-21,13.62,14.43,8.107,10.41
2021-05-22,10.41,10.97,8.371,9.443
2021-05-23,9.443,9.794,6.012,7.792
2021-05-24,7.792,10.76,7.686,10.19
2021-05-25,10.19,12.71,9.511,12.66
2021-05-26,12.66,14.09,11.88,12.74
2021-05-27,12.74,14.89,11.68,14.11
2021-05-28,14.11,14.62,10.01,10.8
2021-05-29,10.8,11.99,9.284,9.984
2021-05-30,9.984,11.95,9.299,11.04
2021-05-31,11.04,12.76,10.19,12.65
2021-06-01,12.65,12.9,11.11,11.52
2021-06-02,11.52,12.7,11.22,12.37
2021-06-03,12.37,13.72,12.08,13.25
2021-06-04,13.25,13.33,10.75,11.53
2021-06-05,11.53,12.28,10.28,10.6
2021-06-06,10.6,11.18,10.38,10.81
2021-06-07,10.81,11.26,8.952,9.106
2021-06-08,9.106,9.469,7.884,9.09
2021-06-09,9.09,10.2,8.232,9.729
2021-06-10,9.729,9.997,8.315,8.473
2021-06-11,8.473,8.722,7.051,7.267
2021-06-12,7.267,7.896,6.601,7.071
2021-06-13,7.071,8.498,6.889,8.329
