TIMESTAMP,KPK_OPEN_PRICE_USD,KPK_HIGH_PRICE_USD,KPK_LOW_PRICE_USD,KPK_CLOSE_PRICE_USD,KPK_VOLUME_USD,KPK_DIVIDENDS_USD,KPK_STOCK_SPLITS_USD
2024-09-10 00:00:00+00:00,1.0859110355377197,1.0873509645462036,1.0821729898452759,1.0845659971237183,96776,0.0,0.0
2024-09-11 00:00:00+00:00,1.0845659971237183,1.0858099460601807,1.0817749500274658,1.0840840339660645,90403,0.0,0.0
2024-09-12 00:00:00+00:00,1.0840840339660645,1.0868209600448608,1.0831689834594727,1.0859090089797974,86550,0.0,0.0
2024-09-13 00:00:00+00:00,1.0859090089797974,1.0872019529342651,1.0839029550552368,1.0843859910964966,68042,0.0,0.0
2024-09-14 00:00:00+00:00,1.0843859910964966,1.087041974067688,1.084328055381775,1.0869330167770386,87856,0.0,0.0
2024-09-15 00:00:00+00:00,1.0869330167770386,1.0872180461883545,1.0846519470214844,1.084736943244934,83453,0.0,0.0
2024-09-16 00:00:00+00:00,1.084736943244934,1.0866550207138062,1.0840409994125366,1.0840970277786255,81723,0.0,0.0
2024-09-17 00:00:00+00:00,1.0840970277786255,1.088107943534851,1.0837899446487427,1.0860559940338135,71811,0.0,0.0
2024-09-18 00:00:00+00:00,1.0860559940338135,1.0888290405273438,1.0850980281829834,1.087589979171753,81850,0.0,0.0
2024-09-19 00:00:00+00:00,1.087589979171753,1.089264988899231,1.0853400230407715,1.0869489908218384,72291,0.0,0.0
2024-09-20 00:00:00+00:00,1.0869489908218384,1.0895580053329468,1.0866739749908447,1.0894720554351807,91460,0.0,0.0
2024-09-21 00:00:00+00:00,1.0894720554351807,1.089643955230713,1.0878139734268188,1.087838053703308,91833,0.0,0.0
2024-09-22 00:00:00+00:00,1.087838053703308,1.0895010232925415,1.0875450372695923,1.0875740051269531,84122,0.0,0.0
2024-09-23 00:00:00+00:00,1.0875740051269531,1.0897259712219238,1.0861990451812744,1.0862979888916016,89880,0.0,0.0
2024-09-24 00:00:00+00:00,1.0862979888916016,1.0879169702529907,1.0847270488739014,1.0864919424057007,83235,0.0,0.0
2024-09-25 00:00:00+00:00,1.0864919424057007,1.08794105052948,1.0840710401535034,1.0847450494766235,78582,0.0,0.0
