TIMESTAMP,PAYN_OPEN_PRICE_USD,PAYN_HIGH_PRICE_USD,PAYN_LOW_PRICE_USD,PAYN_CLOSE_PRICE_USD,PAYN_VOLUME_USD,PAYN_DIVIDENDS_USD,PAYN_STOCK_SPLITS_USD
2021-12-09 00:00:00+00:00,0.10546799749135971,0.11477299779653549,0.10514099895954132,0.11458700150251389,112513,0.0,0.0
2021-12-10 00:00:00+00:00,0.11462700366973877,0.11478599905967712,0.11415000259876251,0.11451499909162521,94595,0.0,0.0
2021-12-11 00:00:00+00:00,0.11450199782848358,0.11450199782848358,0.11393599957227707,0.11423400044441223,121527,0.0,0.0
2021-12-12 00:00:00+00:00,0.1142209991812706,0.11437399685382843,0.11376900225877762,0.11405300348997116,121459,0.0,0.0
2021-12-13 00:00:00+00:00,0.11410800367593765,0.11422199755907059,0.11262699961662292,0.11285799741744995,123917,0.0,0.0
2021-12-14 00:00:00+00:00,0.11285799741744995,0.11306899785995483,0.10844200104475021,0.11284500360488892,101749,0.0,0.0
2021-12-15 00:00:00+00:00,0.11275500059127808,0.11405400186777115,0.11258599907159805,0.11396200209856033,126289,0.0,0.0
2021-12-16 00:00:00+00:00,0.11395499855279922,0.1141280010342598,0.10036399960517883,0.11312399804592133,104107,0.0,0.0
2021-12-17 00:00:00+00:00,0.1131419986486435,0.11325400322675705,0.11130200326442719,0.11153700202703476,77552,0.0,0.0
2021-12-18 00:00:00+00:00,0.11160100251436234,0.11163599789142609,0.11102700233459473,0.11129699647426605,143588,0.0,0.0
2021-12-19 00:00:00+00:00,0.11128100007772446,0.11152700334787369,0.1109979972243309,0.11127199977636337,94108,0.0,0.0
2021-12-20 00:00:00+00:00,0.11123599857091904,0.11144199967384338,0.11075399816036224,0.11093399673700333,60451,0.0,0.0
2021-12-21 00:00:00+00:00,0.11084599792957306,0.11271300166845322,0.11083599925041199,0.11266499757766724,107546,0.0,0.0
2021-12-22 00:00:00+00:00,0.11267899721860886,0.11354900151491165,0.11255499720573425,0.11337299644947052,70363,0.0,0.0
2021-12-23 00:00:00+00:00,0.11336600035429001,0.1135530024766922,0.11309599876403809,0.11332900077104568,113631,0.0,0.0
2021-12-24 00:00:00+00:00,0.1133430004119873,0.11360099911689758,0.11319100111722946,0.11351499706506729,91308,0.0,0.0
2021-12-25 00:00:00+00:00,0.11351600289344788,0.11359500139951706,0.11315199732780457,0.11336799710988998,132717,0.0,0.0
2021-12-26 00:00:00+00:00,0.1133740022778511,0.1136389970779419,0.11317600309848785,0.11350400000810623,90605,0.0,0.0
2021-12-27 00:00:00+00:00,0.11348800361156464,0.11378999799489975,0.11331900209188461,0.1134599968791008,78395,0.0,0.0
2021-12-28 00:00:00+00:00,0.11356200277805328,0.11375100165605545,0.11330399662256241,0.11359599977731705,131366,0.0,0.0
