TIMESTAMP,ANI22650_OPEN_PRICE_USD,ANI22650_HIGH_PRICE_USD,ANI22650_LOW_PRICE_USD,ANI22650_CLOSE_PRICE_USD,ANI22650_VOLUME_USD,ANI22650_DIVIDENDS_USD,ANI22650_STOCK_SPLITS_USD
2022-12-13 00:00:00+00:00,0.025829000398516655,0.026126999408006668,0.025567999109625816,0.025963999330997467,2064,0.0,0.0
2022-12-14 00:00:00+00:00,0.025962000712752342,0.03182100132107735,0.025273000821471214,0.029363000765442848,7330,0.0,0.0
2022-12-15 00:00:00+00:00,0.029357999563217163,0.029857000336050987,0.027612000703811646,0.027879999950528145,1663,0.0,0.0
2022-12-16 00:00:00+00:00,0.027879999950528145,0.028358999639749527,0.024490000680088997,0.024790000170469284,723,0.0,0.0
2022-12-17 00:00:00+00:00,0.024790000170469284,0.025303000584244728,0.02371400035917759,0.024555999785661697,733,0.0,0.0
2022-12-18 00:00:00+00:00,0.024553999304771423,0.024613000452518463,0.02326899953186512,0.02359599992632866,753,0.0,0.0
2022-12-19 00:00:00+00:00,0.02359599992632866,0.02409300021827221,0.02192699909210205,0.022136999294161797,118,0.0,0.0
2022-12-20 00:00:00+00:00,0.022136999294161797,0.02290399931371212,0.022084999829530716,0.02242800034582615,200,0.0,0.0
2022-12-21 00:00:00+00:00,0.02242800034582615,0.0224629994481802,0.020323999226093292,0.020796999335289,922,0.0,0.0
2022-12-22 00:00:00+00:00,0.020798999816179276,0.020965000614523888,0.01971600018441677,0.020438000559806824,481,0.0,0.0
2022-12-23 00:00:00+00:00,0.020438000559806824,0.020898999646306038,0.020369000732898712,0.020670000463724136,685,0.0,0.0
2022-12-24 00:00:00+00:00,0.020670000463724136,0.020774999633431435,0.020221000537276268,0.020444000139832497,607,0.0,0.0
2022-12-25 00:00:00+00:00,0.020444000139832497,0.02046000026166439,0.01856200024485588,0.01877499930560589,2219,0.0,0.0
2022-12-26 00:00:00+00:00,0.01877499930560589,0.020221000537276268,0.018673000857234,0.020190000534057617,903,0.0,0.0
2022-12-27 00:00:00+00:00,0.020190000534057617,0.020292000845074654,0.019362999126315117,0.019613999873399734,229,0.0,0.0
2022-12-28 00:00:00+00:00,0.019613999873399734,0.019713999703526497,0.017399000003933907,0.017475999891757965,1301,0.0,0.0
2022-12-29 00:00:00+00:00,0.017475999891757965,0.017479000613093376,0.016377000138163567,0.016993999481201172,240,0.0,0.0
2022-12-30 00:00:00+00:00,0.016993999481201172,0.01791599951684475,0.01643100008368492,0.01791599951684475,36,0.0,0.0
2022-12-31 00:00:00+00:00,0.017927000299096107,0.018532000482082367,0.017436999827623367,0.018333999440073967,274,0.0,0.0
2023-01-01 00:00:00+00:00,0.018333999440073967,0.018955999985337257,0.018137000501155853,0.018800999969244003,355,0.0,0.0
2023-01-02 00:00:00+00:00,0.018800999969244003,0.020452000200748444,0.01846499927341938,0.020194999873638153,648,0.0,0.0
2023-01-03 00:00:00+00:00,0.020225999876856804,0.020579999312758446,0.019589999690651894,0.02019999921321869,441,0.0,0.0
2023-01-04 00:00:00+00:00,0.02019999921321869,0.021076999604701996,0.019379999488592148,0.019860999658703804,580,0.0,0.0
2023-01-05 00:00:00+00:00,0.019860999658703804,0.019958000630140305,0.01641100086271763,0.01902499981224537,5245,0.0,0.0
2023-01-06 00:00:00+00:00,0.01902499981224537,0.01996999979019165,0.018563000485301018,0.01970200054347515,226,0.0,0.0
2023-01-07 00:00:00+00:00,0.01970900036394596,0.019878000020980835,0.01939699985086918,0.019587000831961632,73,0.0,0.0
2023-01-08 00:00:00+00:00,0.019587000831961632,0.021128999069333076,0.01890699937939644,0.021128999069333076,1095,0.0,0.0
2023-01-09 00:00:00+00:00,0.021097000688314438,0.02608500048518181,0.020339999347925186,0.024389000609517097,3122,0.0,0.0
2023-01-10 00:00:00+00:00,0.024389000609517097,0.02759299986064434,0.02334499917924404,0.026666000485420227,2540,0.0,0.0
