TIMESTAMP,ADK_OPEN_PRICE_USD,ADK_HIGH_PRICE_USD,ADK_LOW_PRICE_USD,ADK_CLOSE_PRICE_USD,ADK_VOLUME_USD,ADK_DIVIDENDS_USD,ADK_STOCK_SPLITS_USD
2017-11-13 00:00:00+00:00,28.572500228881836,32.754600524902344,26.48110008239746,30.95599937438965,961004,0.0,0.0
2017-11-14 00:00:00+00:00,31.02090072631836,32.4828987121582,29.46299934387207,32.34159851074219,561891,0.0,0.0
2017-11-15 00:00:00+00:00,32.363800048828125,67.32170104980469,32.363800048828125,35.593299865722656,172592,0.0,0.0
2017-11-16 00:00:00+00:00,35.77980041503906,52.22760009765625,33.47589874267578,38.894100189208984,531292,0.0,0.0
2017-11-17 00:00:00+00:00,38.83039855957031,39.66400146484375,30.000499725341797,37.42409896850586,647402,0.0,0.0
2017-11-18 00:00:00+00:00,37.280601501464844,74.62660217285156,34.49769973754883,37.44649887084961,196515,0.0,0.0
2017-11-19 00:00:00+00:00,37.37710189819336,39.73889923095703,32.166900634765625,39.30870056152344,372482,0.0,0.0
2017-11-20 00:00:00+00:00,39.290401458740234,60.87009811401367,32.08449935913086,44.88610076904297,1305050,0.0,0.0
2017-11-21 00:00:00+00:00,44.89440155029297,44.92490005493164,39.10499954223633,39.662601470947266,541166,0.0,0.0
2017-11-22 00:00:00+00:00,39.35329818725586,45.55550003051758,36.79899978637695,40.86750030517578,582563,0.0,0.0
2017-11-23 00:00:00+00:00,40.85449981689453,41.045799255371094,32.6781005859375,38.614498138427734,361938,0.0,0.0
2017-11-24 00:00:00+00:00,38.56169891357422,41.10219955444336,36.273101806640625,37.677799224853516,248287,0.0,0.0
2017-11-25 00:00:00+00:00,38.58679962158203,43.09349822998047,19.266199111938477,36.73789978027344,304951,0.0,0.0
2017-11-26 00:00:00+00:00,36.72570037841797,37.25859832763672,22.09869956970215,35.37900161743164,339631,0.0,0.0
2017-11-27 00:00:00+00:00,32.611900329589844,96.71800231933594,23.98699951171875,36.97460174560547,504886,0.0,0.0
2017-11-28 00:00:00+00:00,35.119300842285156,35.63119888305664,31.725299835205078,34.78239822387695,262698,0.0,0.0
2017-11-29 00:00:00+00:00,34.747798919677734,38.043701171875,25.42020034790039,28.64310073852539,243974,0.0,0.0
2017-11-30 00:00:00+00:00,29.083099365234375,35.1708984375,27.20170021057129,34.84769821166992,296137,0.0,0.0
2017-12-01 00:00:00+00:00,34.67499923706055,36.90610122680664,27.83769989013672,29.412799835205078,202672,0.0,0.0
2017-12-02 00:00:00+00:00,29.387800216674805,35.81039810180664,25.74679946899414,30.892000198364258,336059,0.0,0.0
2017-12-03 00:00:00+00:00,30.921499252319336,58.59859848022461,12.884400367736816,22.409299850463867,258937,0.0,0.0
