TIMESTAMP,EQ9_OPEN_PRICE_USD,EQ9_HIGH_PRICE_USD,EQ9_LOW_PRICE_USD,EQ9_CLOSE_PRICE_USD,EQ9_VOLUME_USD,EQ9_DIVIDENDS_USD,EQ9_STOCK_SPLITS_USD
2022-11-15 00:00:00+00:00,0.014786999672651291,0.024297000840306282,0.014786000363528728,0.019102999940514565,36375,0.0,0.0
2022-11-16 00:00:00+00:00,0.019102999940514565,0.03717299923300743,0.01752300001680851,0.024630999192595482,93399,0.0,0.0
2022-11-17 00:00:00+00:00,0.024630999192595482,0.024630999192595482,0.014421000145375729,0.021087000146508217,31509,0.0,0.0
2022-11-18 00:00:00+00:00,0.021087000146508217,0.024025000631809235,0.016535000875592232,0.017635000869631767,90490,0.0,0.0
2022-11-19 00:00:00+00:00,0.017635000869631767,0.017835000529885292,0.015127000398933887,0.015135999768972397,14454,0.0,0.0
2022-11-20 00:00:00+00:00,0.015135999768972397,0.015137000009417534,0.011037999764084816,0.011487999930977821,24432,0.0,0.0
2022-11-21 00:00:00+00:00,0.011487999930977821,0.011489000171422958,0.008539999835193157,0.00894199963659048,17700,0.0,0.0
2022-11-22 00:00:00+00:00,0.00894199963659048,0.01268600020557642,0.008712000213563442,0.009642000310122967,18473,0.0,0.0
2022-11-23 00:00:00+00:00,0.009642000310122967,0.01054100040346384,0.008542999625205994,0.008562999777495861,17666,0.0,0.0
2022-11-24 00:00:00+00:00,0.008562999777495861,0.008992999792098999,0.005096999928355217,0.0057470002211630344,11634,0.0,0.0
2022-11-25 00:00:00+00:00,0.0057470002211630344,0.006397000048309565,0.004987999796867371,0.005098000168800354,14622,0.0,0.0
2022-11-26 00:00:00+00:00,0.005098000168800354,0.005098000168800354,0.0038580000400543213,0.004098000004887581,4198,0.0,0.0
2022-11-27 00:00:00+00:00,0.004098000004887581,0.004207999911159277,0.003148999996483326,0.0035389999393373728,4223,0.0,0.0
2022-11-28 00:00:00+00:00,0.0035389999393373728,0.003988000098615885,0.0021989999804645777,0.0025889999233186245,5221,0.0,0.0
2022-11-29 00:00:00+00:00,0.0025889999233186245,0.004598999861627817,0.0023990001063793898,0.0042489999905228615,8738,0.0,0.0
2022-11-30 00:00:00+00:00,0.0042489999905228615,0.0059380000457167625,0.003949999809265137,0.004050000105053186,13959,0.0,0.0
2022-12-01 00:00:00+00:00,0.004050000105053186,0.00430000014603138,0.003659999929368496,0.004050000105053186,11217,0.0,0.0
2022-12-02 00:00:00+00:00,0.004050000105053186,0.004129999782890081,0.0032500000670552254,0.0033599999733269215,3825,0.0,0.0
2022-12-03 00:00:00+00:00,0.0033599999733269215,0.0038999998942017555,0.0030900000128895044,0.0037499999161809683,8121,0.0,0.0
2022-12-04 00:00:00+00:00,0.0037499999161809683,0.0037499999161809683,0.002950000111013651,0.003000000026077032,4264,0.0,0.0
2022-12-05 00:00:00+00:00,0.003000000026077032,0.0031500000040978193,0.0025500000920146704,0.0029200001154094934,4480,0.0,0.0
2022-12-06 00:00:00+00:00,0.0029200001154094934,0.0029200001154094934,0.0023499999660998583,0.0025500000920146704,5119,0.0,0.0
2022-12-07 00:00:00+00:00,0.0025500000920146704,0.002749999985098839,0.0018400000408291817,0.0022499999031424522,2372,0.0,0.0
